ref,text
"God blessed the seventh day and made it special, because on that day he rested from his work.","Kɔraawiizi faa kissi a hɔpizaa aniidaanɛɛhiŋ la, di gil u ɛɛ hɔpizinaniinanii, dikuubɛɛwiai, a hɔl hinnɛ u heezi, uŋ wa ta kummaa tuŋ la. Andama ni Haawa wia"
"That's how God created the heavens and the earth. The Garden of Eden When the Lord God made the heavens and the earth,","Chiŋ ni hɛri tai wiarɛ keŋ. Kɔraawiizi n ta chiŋ ni hɛri la,"
"no grass or plants were growing anywhere. God had not yet sent any rain, and there was no one to work the land.","kooree ni daazi ni kunduulaa faa haa waa liwɛɛ, dikuu Kɔraawiizi n faa haa waa gillɛ dooŋ ba hɛri, nɛr maa ge faa waa hoo ú paruu wia."
But streams came up from the ground and watered the earth.,"Ka nii ɔɔ faa ra buluu, a hɛri maa sɔɔni."
"The Lord God took some soil from the ground and made a man. God breathed life into the man, and the man started breathing.","Denii Kɔraawiizi ɛɛ hɛɛhraa di ma newee, di heezi du u miibɔɔni, u ra nyiŋ."
"The Lord made a garden in a place called Eden, which was in the east, and he put the man there.","Kɔraawiizi n wa ɛɛ guŋ, u kuari kambol wiifurii yembɛl banna yir Ɛdɛn biini, di kpa newee la un mawɛɛ la du de."
The Lord God filled the garden with all kinds of beautiful trees and fruit trees. Two other trees were in the middle of the garden. One of these gave life—the other gave the wisdom to know the difference between right and wrong.,"Kɔraawiizi gil daazi maa ni a iri lii a kambol biini, anla n wesse di ra nɔŋ nɔnnanaa, bá ra di. Miibɔɔ ni nunzuma daazi la n niŋ gil nɛr zum winanaa ni wichɔgaa ge faa chi a kambol baambaaŋ."
"From Eden a river flowed out to water the garden, then it divided into four rivers.","Muu bɛl faa pal lii Ɛdɛn, di ɔɔ gil a kambol maa sɔɔni, daazi la wer di ra hel nɛnnɛ. U faa bargɔɔrɛ naazi anaazu di lii de."
"The first one is the Pishon River that flows through the land of Havilah,","U lugli naa banna yir Pisɔn faa ra pal Havila hɛri biini, bɔr la saliŋ n duwɛɛ."
"where pure gold, rare perfumes, and precious stones are found.","A hɛri saliŋ faa wessoo, tulaale nanaa ani binanaa aŋhina la yoola n kpolle faa du de."
The second is the Gihon River that winds through Ethiopia.,U naa bɛl ge banna yir Gihɔn faa ra pal Itiopia hɛri.
"The Tigris River that flows east of Assyria is the third, and the fourth is the Euphrates River.",U naa horohiŋ ge sɔnnɛ faa Muu Tigris. U ge faa ra pal Asiiria hɛri wiifurii paga. Anaazu hiŋ genii ba faa ra yir Muu Yufretis.
The Lord God put the man in the Garden of Eden to take care of it and to look after it.,"Kɔraawiizi faa kpa newee la uŋ mawɛɛ la du Ɛdɛn kambol la biini, ú ra binni de ni, ka ra paruu."
"But the Lord told him, “You may eat fruit from any tree in the garden,","Kɔraawiizi faa ŋɔ u be, “A di daa maa nɔŋ n du a kambol naa biini,"
"except the one that has the power to let you know the difference between right and wrong. If you eat any fruit from that tree, you will die before the day is over!”","ka ra dazi i waa di daa la n na tɛɛ nfɛrɛ í wer zum winanaa ni wichɔgaa maa la waa. Di i haŋ wa diu a hɔl la maa, i daŋ siu.”"
"The Lord God said, “It isn't good for the man to live alone. I will make a suitable partner for him.”","Denii Kɔraawiizi ŋɔ, “A waa wer baal la bɛŋ n duwɛɛ. N daŋ ma hiini bɛl n dɛguu, ú nuu du.”"
"So the Lord God made him fall into a deep sleep, and he took out one of the man's ribs. Then after closing the man's side,","Awia, Kɔraawiizi faa gil a baal chɔɔ dɔbɛrii. Unna chɔɔ dɔɔ la, u lizi u kugdaabee bɛl, ka bir tɔ de."
"the Lord made a woman out of the rib. The Lord God brought her to the man,","Denii Kɔraawiizi kpa a kugdaabee di ma haaŋ, di kpau wa tɛɛ a baal."
"and the man exclaimed, “Here is someone like me! She is part of my body, my own flesh and bones. She came from me, a man. So I will name her Woman!”","A baal ŋɔ, “Ahaah! Filaŋkeŋ, n himmaa hog ni n bɔrahɔnnɛ keŋ. U sɔnnɛ ‘haaŋ,’ dikuubɛɛwiai, baal ninɛɛ ba lizuu.”"
"That's why a man will leave his own father and mother. He marries a woman, and the two of them become like one person.","Awia, baal daŋ gil u maa ni u mɛɛ ka u ni u haaŋ du, dí ɛɛ kpaŋ."
"Although the man and his wife were both naked, they were not ashamed.","Haali Andama ni u haaŋ faa kpogli chakpallɛ, ka hiihzi faa waa baa lauwɛ."
"The snake was sneakier than any of the other wild animals that the Lord God had made. One day it came to the woman and asked, “Did God tell you not to eat fruit from any tree in the garden?”","A saŋa hiŋ, hɛrikunnɛ faa dɔɔ nunzuma kaali pir sela maa Kɔraawiizi n tawɛɛ la. A hɔl bɛl, u pɛɛzi haaŋ la, “Wibiire Kɔraawiizi ŋɔ ii be lugɔ ii gilɛɛ waa di daa maa n du kambol naa biini nɔnaa?”"
"The woman answered, “God said we could eat fruit from any tree in the garden,","A haaŋ ŋɔ, “Kɔraawiizi ŋɔ ya ra di a kambol daazi nɔna,"
"except the one in the middle. He told us not to eat fruit from that tree or even to touch it. If we do, we will die.”","ama, u ŋɔ ya ŋmɛnɛ maa ra dazi, di waa di daa lawaa n chigɛ a kambol baambaaŋ la nɔna gɛɛ di waa gbɔgzuu gba. Di yaa haŋ wa vɛɛ ka diu, yaa daŋ siuzi.”"
"“No, you won't!” the snake replied.","A hɛrikuŋ ŋɔ, “Akai, ii wàá siuzi."
"“God understands what will happen on the day you eat fruit from that tree. You will see what you have done, and you will know the difference between right and wrong, just as God does.”","Kɔraawiizi zummɔ lugɔ di ii wa di a daanɔna, ii siwee daŋ chaani, ii du lugɔ u himmaa, di zum winanaa ni wichɔgaa maa.”"
"The woman stared at the fruit. It looked beautiful and tasty. She wanted the wisdom that it would give her, and she ate some of the fruit. Her husband was there with her, so she gave some to him, and he ate it too.","A haaŋ faa binni daa la di na lugɔ u wessoo, u nɔŋ ge du wer siwii ni, di dɛg dii. Uŋ kaa ra nyiŋŋi nunzuma dɔɔi wia, u tɔri a nɔŋ bɛl di di, ka kpa bɛl ga tɛɛ u jaari, u ge di."
"At once they saw what they had done, and they realized they were naked. Then they sewed fig leaves together to cover themselves.","Kakpaŋ, ba lɛɛzi chaani. Ba na lugɔ ba kpogli chakpallii. Hiihzi jaa lau baa. Awia, ba kpɛlli daa bɛl banna yir fig paŋhoori, di nyɛr tɔ ba chakpalli hiŋ."
"Late in the afternoon, when the breeze began to blow, the man and woman heard the Lord God walking in the garden. So they hid behind some trees. Sin Brings a Curse","Denii bɔr n waa duani, ba nuu Kɔraawiizi gbɔga unna vol a kambol biini, ba chɔ zuu a daazi biini di suah."
"The Lord God called out to the man and asked, “Where are you?”","Kɔraawiizi yir Andama, di pɛɛzuu, “Lee i duɛi?”"
"The man answered, “I was naked, and when I heard you walking through the garden, I was frightened and hid!”","Andama sɛɛ, di ŋɔ, “N nuu i gbɔgaa hinna vol a kambol biini, ɔnsii lawiŋ, n chɔ suah, dikuu miŋ waa kummaa laalɛɛ wia.”"
“How did you know you were naked?” God asked. “Did you eat any fruit from that tree in the middle of the garden?”,"Denii Kɔraawiizi pɛɛzuu, “Anɛɛ ŋɔ i be lugɔ i kpogli chakpallɛi? I di a daa nɔna la miŋ ŋɔ i gilɛɛ waa di labuuwaa?”"
"“It was the woman you put here with me,” the man said. “She gave me some of the fruit, and I ate it.”","Andama ŋɔ, “Haaŋ la hiŋ tɛŋ labuu tɛŋ u nɔŋ, n di.”"
"The Lord God then asked the woman, “What have you done?” “The snake tricked me,” she answered, “and I ate some of that fruit.”","Denii Kɔraawiizi pɛɛzi a haaŋ, “Ɛrɛɛ wiarɛ i ɛɛ gunnɛi?” A haaŋ bir ŋɔ u be, “Hɛrikunnɛ dariŋ, n diu.”"
"So the Lord God said to the snake: “Because of what you have done, you will be the only animal to suffer this curse— For as long as you live, you will crawl on your stomach and eat dirt.","Kɔraawiizi n wa nuu guŋ, u ŋɔ a hɛrikuŋ be, “N daŋ seei nua, á nuui di kaali sela maa, dikuu kennaa hiŋ ɛɛwɛ naa wia! I daŋ ɔɔ kpa i hia di ra tuuzi hɛri, di ra di hɛɛhraa, i de dui maa biini."
"You and this woman will hate each other; your descendants and hers will always be enemies. One of hers will strike you on the head, and you will strike him on the heel.”","I ni a haaŋ daŋ dɔm, ií biizi ge dɔm. U bie daŋ chanzi i nyuu, i ge dum u naalume.”"
"Then the Lord God said to the woman, “You will suffer terribly when you give birth. But you will still desire your husband, and he will rule over you.”","Kɔraawiizi kaa ŋɔ haaŋ la ge be, “I daŋ ɔɔ di dɔgnya, di i wa kpogli hia. Di i waa lul ge, i bɔra ra wiii. Ka i daŋ haa ra kɛlli i jaari ni. U daŋ birgi i dɔɔri, i ra sɛɛ u dɔɔra.”"
"The Lord said to the man, “You listened to your wife and ate the fruit I told you not to eat. And so, the ground will be under a curse because of what you did. As long as you live, you will have to struggle to grow enough food.","U jaa ŋɔ Andama ge be, “Hiŋ sɛɛwɛ tɛɛ i haaŋ, di di a daanɔŋ la miŋ ŋɔ i gilɛɛ waa di la wia, N daŋ see hɛri nua dikuu i wia. I daŋ ɔɔ par di di tɔɔrɔɔ werge mɔɔ, ka haa na diwee di."
"Your food will be plants, but the ground will produce thorns and thistles.","Sɔɔhri ni kooree daŋ lii hɛri, i ra di pir daazi paŋhoori ni nɔna."
"You will sweat all your life to earn a living; you were made out of soil, and you will once again turn into soil.”","I daŋ ɔɔ kuuh, di keeni weŋ mɔɔ, ka haa na diwee di, guŋŋ i wa bir zuu hɛri, dikuubɛɛwiai, i ɛɛ hɛɛhraarɛ, hɛɛhraarɛ í kaa birgi.”"
The man Adam named his wife Eve because she would become the mother of all who live.,"Andama jaa dau u haaŋ hiŋ sɔŋ Haawa, dikuubɛɛwiai, waabuu niŋ ɛɛ newea maa màá."
Then the Lord God made clothes out of animal skins for the man and his wife.,"Awia, Kɔraawiizi faa kpa sela hɔna di nyɛr laala tɛɛ baa, ba laali."
"The Lord said, “They now know the difference between right and wrong, just as we do. But they must not be allowed to eat fruit from the tree that lets them live forever.”","Denii Kɔraawiizi kaa ŋɔ, “Nɛra naa jaa ɛɛu lugɔ yaa himmaa, di zum winanaa ni wichɔgaa. A waa dɛg ban niŋ kaa di miibɔɔ daa naa ge nɔŋ. Di ba haŋ wa diu, ba wàá ka siu, ka ba daŋ haŋ du denii di hanna la.”"
"So the Lord God sent them out of the Garden of Eden, where they would have to work the ground from which the man had been made.","Awia, Kɔraawiizi faa duŋŋi baa lii a Ɛdɛn kambol hiŋ biini, ba lii la gaa par hɛri la uŋ kpawɛɛ ma baa la."
"Then God put winged creatures at the entrance to the garden and a flaming, flashing sword to guard the way to the life-giving tree.","Un duŋŋi baa la, u kpa chɛrubzi, a chi a kambol wiifurii, tokobi bɛl ge n na lau niŋ, di ra nyɛgzi, di ra bar de maa lugɔ kummaa gilɛɛ wa wer na bɔr, di waa di a miibɔɔ daa la."
"Adam and Eve had a son. Then Eve said, “I'll name him Cain because I got him with the help of the Lord.”","Denii Andama ni u haaŋ chɔɔ, u kpogli hia, di lul biibaal, di dau u sɔŋ Keen. Awia, a haaŋ ŋɔ, “Kɔraawiizi hiinimbuu n lul baal.”"
"Later she had another son and named him Abel. Abel became a sheep farmer, but Cain farmed the land.","Uŋ kaa ba lulaa, biibaallɛ u lul, di dau u ge sɔŋ Abɛl. Abɛl ɛɛ penɔɔni, Keen ge ɛɛ patti."
"One day, Cain gave part of his harvest to the Lord,","Saŋa bɛl n wa helle, Keen kpa u pattikuna aŋhina, di wa tɛɛ Kɔraawiizi."
"and Abel also gave an offering to the Lord. He killed the first-born lamb from one of his sheep and gave the Lord the best parts of it. The Lord was pleased with Abel and his offering,","Abɛl ge lau u peezi bɛl biilugli di kpu, di lizi u bɔnanaa di wa tɛɛ Kɔraawiizi. Abɛl sunzaa la faa par Kɔraawiizi, u lɛɛu,"
but not with Cain and his offering. This made Cain so angry that he could not hide his feelings.,"ka vɛɛ Keenwaa hor la. A guŋ jaa fuuh Keen baaŋ werge maa, u nyɛm."
The Lord said to Cain: What's wrong with you? Why do you look so angry?,"Denii Kɔraawiizi pɛɛzuu, “Bɛɛ n gillɛ i baaŋ na fuuh i nyɛm kennei?”"
"If you had done the right thing, you would be smiling. But you did the wrong thing, and now sin is waiting to attack you like a lion. Sin wants to destroy you, but don't let it!","Di i ra ɛɛ wia la n deŋlee, mìŋ́ Kɔraawiizi daŋ lɛɛi. Ka di i wa vɛɛwɔ waa, a du tau, dikuubɛɛwiai, wichɔgaa daŋ lawii, di chɔgii. A dɛkkɔɔ hiŋ kpeglaa."
"Cain said to his brother Abel, “Let's go for a walk.” And when they were out in a field, Cain attacked and killed him.","Keen n nuu gunla, a hɔl bɛl u ŋɔ u niwee Abɛl be, “Ya lii di bar yaa laŋgara.” Baŋ liwɛɛ la, u ga lau u niwee hiŋ kpu."
"Afterwards the Lord asked Cain, “Where is Abel?” “How should I know?” he answered. “Am I supposed to look after my brother?”","Uŋ ɛɛ gunla, Kɔraawiizi pɛɛzuu, “I niwee la du lee?” U bir ŋɔ, “Maa zum. Minuu ra binnuuwaa?”"
"Then the Lord said: Why have you done this terrible thing? You killed your own brother, and his blood flowed onto the ground. Now his blood is calling out for me to punish you.","Denii Kɔraawiizi ŋɔ, “Bɛɛ i ɛɛ kennei? A nuu! I niwee la chal chɔɔ hɛrii di wii ra duŋ."
"And so, I'll put you under a curse. Because you killed Abel and made his blood run out on the ground, you will never be able to farm it again.","Awia, n seeibuu nua, dikuu hiŋ kpu i niwee, u chal zuu a hɛri wia, i ŋmɛnɛ maa wàá ka wer paruu."
"When you try to farm the land, it won't produce anything for you. From now on, you'll be without a home, and you'll spend the rest of your life wandering from place to place.","Haali di i hummɔ gunla maa, ka i kumpattaa wàá ka wer lɛɛ, í na diwee di di. Di haŋ chi filaŋkeŋ di ra la, i daŋ ɛɛ nɛkuŋ, di nyaa bol. I daŋ ɔɔ ra juuri. I volaa hiŋ wàá dɔɔ tɔna maa.”"
"“You're making me leave my home and live far from you. I will have to wander about without a home, and just anyone could kill me.”","I duŋŋimbuu di lii i be, di bir duŋŋiŋ lii hɛri naa miŋ duwɛɛ naa biini di jaa, di birgiŋ nɛkuŋ, maa duuribɔr dɔɔwɛ, ka ɔɔ ra juuri. Nɛr la maa n nin naŋ, u daŋ kpuŋ.”"
“No!” the Lord answered. “Anyone who kills you will be punished seven times worse than I am punishing you.” So the Lord put a mark on Cain to warn everyone not to kill him.,"Ka Kɔraawiizi ŋɔ u be, “Ba wàá kpui, dikuubɛɛwiai, nɛr la maa n niŋ ɛɛ guŋ, n daŋ tɛɛ a hiŋ i tɔɔrɔɔ naa dɔŋ buniidaanɛɛ.” Denii Kɔraawiizi dau Keen pɛl bɛl, ú ra bagli lugɔ nɛr maa gilɛɛ waa kpuu."
"But Cain had to go far from the Lord and live in the Land of Wandering, which is east of Eden. More and More People","Awia, Keen faa lii Kɔraawiizi be di ga du a Ɛdɛn kambol wiifurii bol bɛl banna yir Nɔd."
"Later, Cain and his wife had a son named Enoch. At the time Cain was building a town, and so he named it Enoch after his son.","Denii Keen ni u haaŋ du de, u wa kpogli hia di lul biibaal, ba dau u sɔŋ Ɛnɔk. Keen ma bolzeŋ bɛl, di kpa u biibaal hiŋ sɔŋ dau a bol."
"Then Enoch had a son named Irad, who had a son named Mehujael, who had a son named Methushael, who had a son named Lamech.",Ɛnɔk la ge biibaala faa Irad. Irad ge biibaal ɛɛ Mɛhujɛl. Mɛhujɛl la ge biibaal faa ɛɛ Mɛtusɛl. U ge biibaal faa ɛɛ Lamɛk.
"Lamech and Adah had two sons, Jabal and Jubal. Their son Jabal was the first to live in tents and raise sheep and goats. Jubal was the first to play harps and flutes.",U niwee ge sɔnnɛ faa Jubal. U genii faa ɛɛ nɛra la n zum kem lɔi ani tiitorii huuih naabaal.
"Lamech and Zillah had a son named Tubal Cain who made tools out of bronze and iron. They also had a daughter, whose name was Naamah.","Zila ge lul biibaal, ba ra yiruu Tubal Keen. U ge faa ɛɛ luuri, u niuhambiere faa Naama."
"One day, Lamech said to his two wives, “A young man wounded me, and I killed him.","A hɔl bɛl, Lamɛk ŋɔ u haana Ada ni Zila be, “N haana, ií ra nuu! N kpu biipɔllii bɛllɛ dikuu un duŋ pira wia."
Anyone who tries to get even with me will be punished ten times more than anyone who tries to get even with Cain.”,"Di nɛr daŋ kpu Keen di di tɔɔrɔɔ buniidaanɛɛ, guŋwaa, di nɛr kpu n ge di turgi n nɛkpui la kim, u ge daŋ di tɔɔrɔɔ butokkoahoro ni fidaaniidaanɛɛ.”"
"Adam and his wife had another son. They named him Seth, because they said, “God has given us a son to take the place of Abel, who was killed by his brother Cain.”","Denii Andama haaŋ kaa wa kpogli hia, di lul biibaal, ba dau u sɔŋ Sɛf, dikuubɛɛwiai, u faa ŋɔwɔɔrɛ, “Kɔraawiizii kaa tɛŋ bie naa, ú chi Abɛl la u kpɛɛma n kpuwɛɛ la naazi.”"
"Later, Seth had a son and named him Enosh. About this time people started worshiping the Lord.","Sɛf n wa helle, u ge lul biibaal, ba dau u sɔŋ Ɛnɔs. U de dui saŋaa nɛra jaa faari di ra yir Kɔraawiizi sɔŋ, di ra jaamuu."
"God created men and women to be like himself. He gave them his blessing and called them human beings. The following is a list of the descendants of Adam, the first man:","U faa ta baabuu, ba ɛɛ baal ni haaŋ, kissi baa, di ra yir baa ‘newea.’"
and died at the age of,"Binni kalfa kabɛl ni tokko ni kpɔrgɔɔ u di, ka haa siu."
and died at the age of,"Binni kalfa kabɛl ni fidaanɛɛrɛ Sɛf di, ka siu."
and died at the age of,"mɔɔ ka u siu, u binni faa du kalfa kabɛl ni anue."
and died at the age of,ka siu u binni kalfa kabɛl ni tokkoahoro ni anɛɛhiŋ biini.
"Lamech said, “I'll name him Noah because he will give us comfort, as we struggle hard to make a living on this land that the Lord has put under a curse.”","di ŋɔ, “Hɛri la Kɔraawiizi n seeŋ nua la, bie naabuu niŋ lizi yaa lii yaa tɔɔrɔɔ maa biini.” Awia, u sɔnnɛ Noowa."
and died at the age of,"Uŋ wa di binni kalfaaniidaanɛɛ ni tokkoahoro ni aniidaanɛɛ, u jaa siu."
"More and more people were born, until finally they spread all over the earth. Some of their daughters were so beautiful that supernatural beings came down and married the ones they wanted.","Kɔraawiizi biibaala na a biihaana, di ba wesso, ba lizi banla banna nyiŋŋi di ɛɛ ba haana."
"Then the Lord said, “I won't let my life-giving breath remain in anyone forever. No one will live for more than","Denii Kɔraawiizi ŋɔ, “Màá gil n Duma du newee ni di hanna la. U ɛɛ kunsiuliirɛ. Di haŋ lii zinaa di ra la, nɛr maa wàá ka di binni bɛri binni kalfa ni tokko.”"
The children of the supernatural beings who had married these women became famous heroes and warriors. They were called Nephilim and lived on the earth at that time and even later.,"A saŋa ani saŋa bɛl n wa helle, Nɛfilim faa du durnyaa. A saŋaa Kɔraawiizi biibaala ni newea biihaana faa lul biizi, ba hel kpabaa. Baabuu faa ɛɛ kpeglega di dɔɔ fɔŋŋa nɛr maa zum ba wia, di lii a saŋa di wa hel zinaa."
The Lord saw how bad the people on earth were and that everything they thought and planned was evil.,"Kɔraawiizi binni di na, di nɛra wichɔgaa kannɔ ba ni werge, nfɛrchɔgaa ni biinikpola bɛnnɛ ba faa dɔɔ."
"and he said, “I'm going to destroy every person on earth! I'll even wipe out animals, birds, and reptiles. I'm sorry I ever made them.”","Denii u ŋɔ, “N daŋ chɔgi a nɛra naa maa miŋ tawɛɛ naa, sela, zumbizi ani kuna la maa miŋ tawɛɛ, dikuubɛɛwiai, n biini bittɔɔ chɔgi dikuu miŋ ta a maa wia.”"
"But the Lord was pleased with Noah,","Ama, Noowa waa wia faa par Kɔraawiizii."
and this is the story about him. Noah was the only person who lived right and obeyed God.,"Noowa de dui saŋa wiarɛ keŋ. Noowa bɛnnɛ faa ɛɛ nɛr la wia n deŋlee Kɔraawiizi be, u de dui saŋa. U faa ra hiŋ Kɔraawiizii."
"He had three sons: Shem, Ham, and Japheth.","U biibaala faa du bahoro, baabuu faa Sɛm, Ham ani Jafɛf."
Get some good lumber and build a boat. Put rooms in it and cover it with tar inside and out.,"Awia, nyiŋŋi daananaa di kuari muugberzenzeŋ bɛl, í wer di ra zuu u biini lugɔ dia. Nyiŋŋi kotaal ham u biini ni u harbɔɔ maa nɛnnɛ."
Noah did everything God told him to do.,Noowa faa ɛɛ gunla maa Kɔraawiizi n bagluu la.
I'm going to send a flood that will destroy everything that breathes! Nothing will be left alive.,"N daŋ gil nii wa su hɛri naa maa, kunnyinee maa siu."
"But I solemnly promise that you, your wife, your sons, and your daughters-in-law will be kept safe in the boat.","Ka mìŋ́ Kɔraawiizi daŋ gil nuukpaŋ la n nii n dɔɔwɛ la chi nɛnnɛ. Kpogli i haaŋ, i biibaala ani ba haana maa zuu a gbera biini."
"Take into the boat with you a male and a female of every kind of animal and bird, as well as a male and a female of every reptile. I don't want them to be destroyed.","Lauri zumbizi ni a dee maa, sela iri maa ani kuntuuzaa ge gba maa iri maa, á du i be, di gilɛɛ waa siuzi."
Store up enough food both for yourself and for them.,"Nyiŋŋi diwee maa iri du a gbera biini, á ɛɛ ii ni a sela maa diwee.”"
"The Lord told Noah: Take your whole family with you into the boat, because you are the only one on this earth who pleases me.","Denii Kɔraawiizi jaa ŋɔ Noowa be, “Í ni i diahina maa zuu a muugberzeŋ biini. N nawɔɔrɛ lugɔ ii bɛŋ wiarɛ deŋlee a hɛri naa maa biini."
