ref,text
"After the wise men had gone, an angel from the Lord appeared to Joseph in a dream and said, “Get up! Hurry and take the child and his mother to Egypt! Stay there until I tell you to return, because Herod is looking for the child and wants to kill him.”","Nɛ benɛ a je se ɔ, oʼɛ, Nyɔmtsɛ ɔ Bɔfo je e he kpo tsɔɔ Yosef ngɛ nlami mi nɛ e ke: “Tee si, ngɔɔ bimwɔyo ɔ kɛ e nyɛ ɔ, nɛ o tu fo kɛ ya Mizraim, nɛ o hi lejɛ ɔ kɛ yaa su be nɛ ma de mo; se Herode ma hla bimwɔyo ɔ nɛ e gbe.”"
"That night, Joseph got up and took his wife and the child to Egypt,","Nɛ lɔ ɔ he ɔ, e te si nɛ e ngɔ bimwɔyo ɔ kɛ e nyɛ ɔ nyɔ mi, nɛ e pue nɔ kɛ ho Mizraim ya."
"where they stayed until Herod died. So the Lord's promise came true, just as the prophet had said, “I called my son out of Egypt.” The Killing of the Children",Nɛ e hi lejɛ ɔ kɛ ya su be nɛ Herode gbo; konɛ nɔ́ nɛ Nyɔmtsɛ ɔ de ngɛ gbalɔ ɔ nya a nɛ ba mi ke: “Mizraim i tse ye bi ɔ kɛ je.” Betlehem jokuɛwi ɔmɛ a gbemi
"When Herod found out that the wise men from the east had tricked him, he was very angry. He gave orders for his men to kill all the boys who lived in or near Bethlehem and were two years old and younger. This was based on what he had learned from the wise men.","Jeha nɛ ɔ benɛ Herode na kaa ni leli ɔmɛ sisi lɛ ɔ, e muklii mi fu wawɛɛ, nɛ e tsɔ a ya gbe jokuɛ nyumuwi tsuo nɛ ngɛ Betlehem kɛ lejɛ ɔ ni ɔmɛ a mi tsuo, ninɛmɛ nɛ ye jeha enyɔ kɛ ninɛmɛ nɛ yi ja ngɛ be nɛ e bi ni leli ɔmɛ fitsofitso ɔ nya."
"So the Lord's promise came true, just as the prophet Jeremiah had said,",Kɛkɛ nɛ nɔ́ nɛ gbalɔ Yeremia de ɔ ba mi ke:
"“In Ramah a voice was heard crying and weeping loudly. Rachel was mourning for her children, and she refused to be comforted, because they were dead.” The Return from Egypt","“A nu gbi ko ngɛ Rama, kɔmɔ yemi kɛ ya fomi kɛ ya peemi fuu, Rahel ngɛ e bimɛ ɔmɛ foe nɛ e kplɛɛ we kpatami; ejakaa a gbo.” Sekpalemi kɛ Mizraim jemi"
"After King Herod died, an angel from the Lord appeared in a dream to Joseph while he was still in Egypt.","Se Herode gbenɔ se ɔ, oʼɛ, Nyɔmtsɛ ɔ bɔfo je e he kpo tsɔɔ Yosef ngɛ nlami mi ngɛ Mizraim,"
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","nɛ e ke: “Tee si nɛ o ngɔ bimwɔyo ɔ kɛ e nyɛ ɔ, nɛ o ya Israel zugba a nɔ se ninɛmɛ nɛ hla kaa a gbe bimwɔyo ɔ gbo.”"
"But when he heard that Herod's son Archelaus was now ruler of Judea, he was afraid to go there. Then in a dream he was told to go to Galilee,","Bene e nu kaa Arkelao ngɛ matsɛ yee ngɛ Yudea ngɛ e tsɛ Herode se ɔ, Yosef ye lejɛ ɔ yami gbeye; nɛ akɛnɛ a je kpo tsɔɔ lɛ ngɛ nlami mi he ɔ, e plɛ e yi kɛ ho Galilea ni ɔmɛ a mi ya."
"and they went to live there in the town of Nazareth. So the Lord's promise came true, just as the prophet had said, “He will be called a Nazarene.”",Nɛ e ba ba hi ma ko nɛ a tsɛɛ Nazaret ɔ mi; konɛ nɔ́ nɛ gbalɔ ɔ de ɔ nɛ ba mi ke: “A ma tsɛ lɛ Nazareno.”
Do something to show you have really given up your sins.,Ke nyɛ tsake nyɛ tsui ɔ lɛɛ nyɛɛ wo yiblii nɛ sa tsui tsakemi mɔ!
"He said, “Turn back to God! The kingdom of heaven will soon be here.”","nɛ e de ke: “Nyɛɛ kpale kɛ je nyɛ blɔ yaya amɛ a nɔ, se hiɔwe matsɛ yemi ɔ su si ta.”"
John wore clothes made of camel's hair. He had a leather strap around his waist and ate grasshoppers and wild honey.,"Se Yohane ɔ afukpɔngɔ he bwɔmi a kɛ lo e tade ɔ, nɛ lohwe he womi kpa fi e mlɛ mi, nɛ e ni yeni ji baalɛ kɛ nga nɔ hwo."
From Jerusalem and all Judea and from the Jordan River Valley crowds of people went to John.,"Kɛkɛ nɛ nihi je Yerusalem kɛ Yudea kɛ Yordan ni ɔmɛ a mi tsuo ba e ngɔ,"
"They told how sorry they were for their sins, and he baptized them in the river.",nɛ e baptisi mɛ ngɛ Yordan mi benɛ a ngɛ a he yayami ɔmɛ jajee ɔ.
Many Pharisees and Sadducees also came to be baptized. But John said to them: You bunch of snakes! Who warned you to run from the coming judgment?,"Se benɛ Yohane na Farisifo ɔmɛ kɛ Sakukifo ɔmɛ a ti nihi fuu nɛ ma e baptisimi ɔ he ɔ, e de mɛ ke: “Sinɔhi a nina, mɛnɔ tsɔɔ nyɛ ke nyɛɛ tu muklii mi la nɛ ma a nya fo?"
An ax is ready to cut the trees down at their roots. Any tree that doesn't produce good fruit will be chopped down and thrown into a fire.,"Se amlɔ nɛ ɔ ɔ, gbiɛ ɔ fɔ́ɔ si ngɛ tso poku ɔmɛ a nɔ momo, konɛ tso tsuaa tso nɛ wui yiblii kpakpahi ɔ, a po lɛ ngɔ fɔ si, nɛ a sake ngɔ fɔ la mi."
"His threshing fork is in his hand, and he is ready to separate the wheat from the husks. He will store the wheat in a barn and burn the husks in a fire that never goes out. The Baptism of Jesus (Mark","Nɔ nɛ hɛɛ e nɔ mi sami tsimi ngɛ e dɛ, nɛ e maa bɛɛ e zugba a nɔ fitsofitso nɛ e ma bua ngma a nya ngɔ to e gba mi; se tsakati ɔ, e kɛ la nɛ gbo we maa sa.” Yesu baptisimi (Marko"
Jesus left Galilee and went to the Jordan River to be baptized by John.,Kɛkɛ nɛ Yesu je Galilea kɛ ba Yohane ngɔ ngɛ Yordan nya konɛ Yohane nɛ baptisi lɛ.
"But John kept objecting and said, “I ought to be baptized by you. Why have you come to me?”","Se Yohane ka lɛ blɔ tsimi ke: “Imi mohu nɛ e hia kaa mo o baptisii mi ɔ, nɛ mo o ma ye ngɔ nɛ ɔ?”"
"Jesus answered, “For now this is how it should be, because we must do all God wants us to do.” Then John agreed.","Se Yesu he nɔ nɛ e de lɛ ke: “Moo kplɛɛ kɛkɛ, se kikɛmɛ a blɔ nɔ a maa gu kɛ pee Mawu suɔmi nya ni.” Kɛkɛ nɛ Yohane kplɛɛ ha lɛ."
"So Jesus was baptized. And as soon as he came out of the water, the sky opened, and he saw the Spirit of God coming down on him like a dove.","Nɛ benɛ e baptisi Yesu ɔ, e je kpo amlɔ kɛ je nyu ɔ mi nɛ oʼɛ, a bli hiɔwe nya ha lɛ, nɛ e na Mawu Mumi ɔ nɛ ngɛ si kplee kaa okpo kɛ ma e nɔ."
"Then a voice from heaven said, “This is my own dear Son, and I am pleased with him.”","Nɛ oʼɛ, gbi ko je hiɔwe ke: “Nɔ nɛ ɔ ji ye suɔmi bi nɛ i ngɛ e he tsui ɔ nɛ.”"
"When Jesus heard that John had been put in prison, he went to Galilee.","Benɛ Yesu nu kaa a nu Yohane ɔ, e pue nɔ kɛ ho Galilea ya;"
"But instead of staying in Nazareth, Jesus moved to Capernaum. This town was beside Lake Galilee in the territory of Zebulun and Naphtali.","nɛ e je Nazaret kɛ ba hi Kapernaum nɛ ngɛ wo nya a, ngɛ Zebulon kɛ Naftali ni ɔmɛ a mi;"
"Then the devil came to him and said, “If you are God's Son, tell these stones to turn into bread.”","Nɛ nya tsɔlɔ ɔ ba e ngɔ ba de lɛ ke: “Ke Mawu bi ji mo ɔ, de konɛ tɛ nɛ ɔmɛ nɛ plɛ abolo.”"
"Jesus answered, “The Scriptures also say, ‘Don't try to test the Lord your God!’ ”",Yesu de lɛ ke: “A ngma ekohu ke: ‘Koo ka Nyɔmtsɛ o Mawu ɔ!’ ”
"Finally, the devil took Jesus up on a very high mountain and showed him all the kingdoms on earth and their power.",Jeha nɛ ɔ bosiami ngɔ lɛ kɛ ho yoku kpetekpleenyɛ nɛ ya hiɔwe ko nɔ ya nɛ e ngɔ je mi matsɛ yemi hehi tsuo kɛ a nyami ɔmɛ ngɔ tsɔɔ lɛ;
"The devil said to him, “I will give all this to you, if you will bow down and worship me.”","nɛ e de lɛ ke: “Ma ngɔ enɛ ɔmɛ tsuo ha mo, ke o kpla si nɛ o ja mi ɔ.”"
"Jesus answered, “Go away Satan! The Scriptures say: ‘Worship the Lord your God and serve only him.’ ”","Kɛkɛ nɛ Yesu de lɛ ke: “Jee ye nɔ, Satan! ejakaa a ngma ke: ‘Nyɔmtsɛ, o Mawu ɔ, o ja, nɛ lɛ kɛkɛ o sɔmɔ!’ ”"
"So God's promise came true, just as the prophet Isaiah had said,",konɛ gbalɔ Yesaia munyu ɔ nɛ ba mi ke:
"“Listen, lands of Zebulun and Naphtali, lands along the road to the sea and across the Jordan. Listen Galilee, land of the Gentiles!","“Zebulon zugba a kɛ Naftali zugba a nɛ ngɛ wo nya blɔ ɔ, ngɛ Yordan se ɔ, majemajali a Galilea a,"
Right then the two brothers dropped their nets and went with him.,"Nɛ amlɔ ɔ a si a ya amɛ, nɛ a ba nyɛɛ e se."
"While Jesus was walking along the shore of Lake Galilee, he saw two brothers. One was Simon, also known as Peter, and the other was Andrew. They were fishermen, and they were casting their net into the lake.","Se benɛ Yesu ngɛ si kpae ngɛ Galilea wo ɔ nya a, e na nyɛmimɛ enyɔ, Simon nɛ a tsɛɛ lɛ Petro, kɛ e nyɛmi Andrea nɛ a ngɛ hɛe ngɛ wo ɔ mi, ejakaa wohɛli ji mɛ."
"Jesus walked on until he saw James and John, the sons of Zebedee. They were in a boat with their father, mending their nets. Jesus asked them to come with him.","Ne benɛ e je lejɛ ɔ kɛ yaa a, e na nyɛmimɛ kpa enyɔ kome, Zebedeo bi Yakobo kɛ e nyɛmi Yohane kɛ a tsɛ Zebedeo ngɛ lɛ mi nɛ a ngɛ a ya amɛ dlae; nɛ e tsɛ mɛ."
"At once they left the boat and their father and went with Jesus. Jesus Teaches, Preaches, and Heals (Luke","Nɛ amlɔ ɔ mɛ hu a si lɛ ɔ kɛ a tsɛ ɔ nɛ a ba nyɛɛ e se. Yesu nitsɔɔmi, e fiɛmi kɛ e nɔtsami (Luka"
"Jesus went all over Galilee, teaching in their synagogues and preaching the good news about God's kingdom. He also healed every kind of disease and sickness.","Nɛ Yesu kpa Galilea tsuo, e tsɔɔ ni ngɛ a kpe he ɔmɛ, nɛ e fiɛ matsɛ yemi ɔ he Sane Kpakpa a tsɔɔ, nɛ e tsa hiɔ tsuaa hiɔ kɛ he hiami tsuaa he hiami ngɛ ma a mi."
"News about him spread all over Syria, and people with every kind of sickness or disease were brought to him. Some of them had a lot of demons in them, others were thought to be crazy, and still others could not walk. But Jesus healed them all.","Nɛ e he sane gbɛ fia Siria tsuo, nɛ a kɛ nihi nɛ be saminya nɛ hiɔhi kɛ piimi slɔɔtohi hɛɛ mɛ kɛ nihi nɛ mumi yayamihi ngɛ a mi kɛ godotsɛmɛ kɛ nihi nɛ a gbɔjɔ ba e ngɔ nɛ e tsa mɛ."
"Large crowds followed Jesus from Galilee and the region around the ten cities known as Decapolis. They also came from Jerusalem, Judea, and from across the Jordan River.",Nɛ nihi fuu je Galilea kɛ Decapoli kɛ Yerusalem kɛ Yudea kɛ Yordan se nyɛɛ e se.
"When Jesus saw the crowds, he went up on the side of a mountain and sat down. Blessings (Luke","Benɛ Yesu na asafo ɔ, e kuɔ kɛ ya yoku ɔ nɔ, nɛ e ya hi si. E kaseli ɔmɛ ba e ngɔ,"
"You must obey God's commands better than the Pharisees and the teachers of the Law obey them. If you don't, I promise you will never get into the kingdom of heaven. Anger","I ngɛ nyɛ dee ke: Ke nyɛ dami ɔ pa we mlaa tsɔɔli ɔmɛ kɛ Farisifo ɔmɛ a nɔ ɔ, nyɛ be hiɔwe matsɛ yemi ɔ mi sɛe kulaa.” Mukliimifumi he nitsɔɔmi"
"So if you are about to place your gift on the altar and remember that someone is angry with you,","Lɔ ɔ he ɔ ke o kɛ o nike ni ma Mawu hami ngɛ bɔ sami latɛ ɔ hɛ mi, nɛ o kai ngɛ lejɛ ɔ kaa o nyɛmi kɛ mo kpɛti ngɛ sane ko ɔ,"
God blesses those people who depend only on him. They belong to the kingdom of heaven!,“A gbaa ninɛmɛ nɛ le kaa mumi mi ohiafohi ji mɛ ɔ: se a nɔ ji hiɔwe matsɛ yemi ɔ nɛ.
God blesses those people who grieve. They will find comfort!,“A gbaa ninɛmɛ nɛ yeɔ kɔmɔ ɔ: se Mawu maa jɔɔ a bua.
God blesses those people who are humble. The earth will belong to them!,“A gbaa ninɛmɛ nɛ he jɔ ɔ; se a ma na nɔ nɛ Mawu wo si ɔ.
God blesses those people who are merciful. They will be treated with mercy!,"“A gbaa ninɛmɛ nɛ naa ni kpahi mɔbɔ ɔ, se Mawu maa na mɛ mɔbɔ."
God blesses those people whose hearts are pure. They will see him!,“A gbaa ninɛmɛ nɛ a tsui mi tsɔ ɔ; se a maa na Mawu.
"You are the light for the whole world. A city built on top of a hill cannot be hidden,","“Nyɛ ji la ha je ɔ tsuo. Ma nɛ a bɔ ngɛ yoku nɔ ɔ, e be nyɛe maa laa."
"But I tell you not to swear by anything when you make a promise! Heaven is God's throne, so don't swear by heaven.","Se imi lɛɛ i ngɛ nyɛ dee ke: Nyɛ ko ka kita kulaa! Nyɛ ko ka hiɔwe, ejakaa Mawu matsɛ sɛ ʼi,"
"The earth is God's footstool, so don't swear by the earth. Jerusalem is the city of the great king, so don't swear by it.","loo zugba, ejakaa Mawu nane si sɛ ʼi, loo Yerusalem, ejakaa e ji matsɛ ngua a ma."
"You are the salt for everyone on earth. But if salt no longer tastes like salt, how can it make food salty? All it is good for is to be thrown out and walked on.","“Nyɛ ji ngo kɛ ha adesahi tsuo. Se ke ngo nya nyu gbo ɔ, mɛni a kɛ maa wo lɛ ngo ekohu? E he be senami hu, ja a tsɛ pue he nɛ nimli naa nɔ."
"and no one lights a lamp and puts it under a clay pot. Instead, it is placed on a lampstand, where it can give light to everyone in the house.","Jeha nɛ ɔ hu, nɔ ko su we kane kɛ mɛ́ sowe sisi: se mohu e kɛ maa kane tso nɔ, nɛ e tsoo haa nihi nɛ ngɛ we ɔ mi tsuo kulaa."
"Don't suppose I came to do away with the Law and the Prophets. I did not come to do away with them, but to give them their full meaning.","“Nyɛ ko susu kaa imi Yesu i ba Mose mlaa aloo gbali ɔmɛ a tsɔɔmi ɔmɛ gumi; i bɛ mɛ gumi, se i ba nɛ ma ba gbe nya."
"You know our ancestors were told, “Do not murder” and “A murderer must be brought to trial.”","“Tse nyɛ nu kaa a de blematsɛmɛ ɔmɛ ke: ‘koo gbe nɔmlɔ, se nɔ tsuaa nɔ nɛ maa gbe nɔmlɔ ɔ, a kɛ lɛ maa ba kojolɔ ɔ hɛ mi.’"
"But I promise you if you are angry with someone, you will have to stand trial. If you call someone a fool, you will be taken to court. And if you say that someone is worthless, you will be in danger of the fires of hell.","Se i ngɛ nyɛ dee ke: nɔ tsuaa nɔ nɛ muklii mi fuɔ e nyɛmi , a kɛ lɛ maa ba kojolɔ ɔ hɛ mi; nɛ nɔ tsuaa nɔ nɛ deɔ e nyɛmi ke: ‘Yaka nɔmlɔ’ ɔ, a kɛ lɛ maa ba gua ngua a hɛ mi; nɛ nɔ tsuaa nɔ nɛ tsɛɛ e nyɛmi ke kuasia nɛ he be senami ɔ, e maa ye abosiami a je la a mi yami fɔ?"
"leave your gift there in front of the altar. Make peace with that person, then come back and offer your gift to God.","si o nike ni ɔ ngɛ lejɛ ɔ ngɛ bɔ sami latɛ ɔ hɛ mi, nɛ o ya nɔuu nɛ o kɛ o nyɛmi ɔ ya kpata lolo, konɛ o kpale ba nɛ o kɛ o nike ni ɔ ba ha Mawu."
"Before you are dragged into court, make friends with the person who has accused you of doing wrong. If you don't, you will be handed over to the judge and then to the officer who will put you in jail.","“O kɛ o pɛbilɔ ɔ nɛ tsa mla benɛ nyɛ ngɛ blɔ ɔ nɔ kɛ yaa a, ke pi ja a, nyɛ lejɛ ɔ sumi nɔuu ɔ e maa ngɔ mo ngɔ ha kojolɔ ɔ, nɛ lɛ hu e maa ngɔ mo ngɔ ha tsɔlɔ ɔ, nɛ a maa wo mo tsu mi."
I promise you will not get out until you have paid the last cent you owe. Marriage,"Niinɛ, i ngɛ mo dee ke: O be lejɛ ɔ jee kɛ yaa si o maa wo nyagbe pɛsɛwa a.” Gbapuɛmi he nitsɔɔmi"
You have been taught that a man who divorces his wife must write out divorce papers for her.,"“A de hulɔ ke: ‘Nɔ tsuaa nɔ nɛ fieɔ e yo ɔ, sa nɛ e ha lɛ hemi womi.’"
"You know our ancestors were told, “Don't use the Lord's name to make a promise unless you are going to keep it.”","“Tse nyɛ nu hulɔ kaa a de blematsɛmɛ ɔmɛ ke: ‘Ko ka kita gu, se mohu ye o kita amɛ a nɔ ha Nyɔmtsɛ ɔ.’"
"When you make a promise, say only “Yes” or “No.” Anything else comes from the devil. Revenge (Luke","Ke nyɛ ke: ‘Ee’ ɔ, e pee: ‘Ee;’ nɛ ke nyɛ ke: ‘Dɛbi’ ɔ, e pee: ‘Dɛbi’; nɔ́ kpa ko nɛ pe enɛ ɔ ɔ, je abosiami dɛ mi.” Peemi kɛ nanemitomi he nitsɔɔmi (Luka"
"You know you have been taught, “An eye for an eye and a tooth for a tooth.”","“Tse nyɛ nu nɛ a de ke: ‘Hɛngmɛ ngɛ hɛngmɛ nane mi,’ ‘lungu ngɛ lungu nane mi.’"
"But I tell you not to try to get even with a person who has done something to you. When someone slaps your right cheek, turn and let that person slap your other cheek.","Se imi lɛɛ i ngɛ nyɛ dee ke: Nɔ nɛ maa pee nyɛ yayami ɔ, nyɛ ko pee lɛ ngɔ to nane mi; se ke nɔ ko gba o hiɛ ɔ nɔ tue mi ɔ, plɛ kake ɔ hu ha lɛ."
"If a soldier forces you to carry his pack one kilometer, carry it two kilometers.","Nɛ ke nɔ ko nyɛ o nɔ ke o kɛ lɛ nɛ ya si tomi nya kake ɔ, o kɛ lɛ nɛ ya enyɔ."
"When people ask you for something, give it to them. When they want to borrow money, lend it to them. Love (Luke","Ha nɔ nɛ ngɛ mo nɔ́ bae ɔ, nɛ nɔ nɛ ngɛ hlae nɛ o pa lɛ nɔ́ ko ɔ, koo nyɛ lɛ he.” Henyɛli a suɔmi (Luka"
"You have heard people say, “Love your neighbors and hate your enemies.”",“Tse nyɛ nu nɛ a de ke: ‘Suɔ o huɛ nɛ o nyɛ o henyɛlɔ.’
But I tell you to love your enemies and pray for anyone who mistreats you.,"Se imi lɛɛ, i ngɛ nyɛ dee ke: Nyɛɛ suɔ nyɛ henyɛli, nyɛɛ sɔle ha nihi nɛ waa nyɛ yi mi ɔ,"
Then you will be acting like your Father in heaven. He makes the sun rise on both good and bad people. And he sends rain for the ones who do right and for the ones who do wrong.,"enɛ ɔ ma ha nyɛ ma plɛ nyɛ tsɛ nɛ ngɛ hiɔwe ɔ bimɛ, ejakaa e haa e pu jee ngɛ nimli yayamihi kɛ nimli kpakpahi a nɔ, nɛ e haa hiɔmi nɛɛ haa dali kɛ yayami peeli."
"If you love only those people who love you, will God reward you for this? Even tax collectors love their friends.","Se ke nyɛ suɔ ninɛmɛ nɛ suɔ nyɛ ɔ, mɛni hiɔwo nyɛ ngɛ? Anɛ to tsuli ɔmɛ tete pee we ja nɔuu lo?"
"If you greet only your friends, what's so great about this? Don't even unbelievers do that?","Nɛ ke nyɛ ngaa nyɛ nyɛmimɛ kɛkɛ ɔ, anɛ nyɛ pee nɔ́ ko tsɔ pe bɔ nɛ sa peemi lo? Anɛ wɔ jali ɔmɛ tete pee we ja nɔuu lo?"
"When you do good deeds, don't try to show off. If you do, you won't get a reward from your Father in heaven.","“Nyɛɛ hyɛ nɛ hi nɛ nyɛ ko pee nyɛ dami nihi ngɛ ma hɛ mi, ke nyɛ pee ɔ, lɔ ɔ lɛɛ, nyɛ be hiɔwo ko ngɛ nyɛ tsɛ nɛ ngɛ hiɔwe ɔ ngɔ."
"When you give to the poor, don't let anyone know about it.","Se mo o lɛɛ, ke o ngɛ kpakpa pee ɔ, ko ha o muɔ nine nɛ le nɔ nɛ o hiɛ ɔ nine peɔ."
"When you pray, don't be like those show-offs who love to stand up and pray in the synagogues and on the street corners. They do this just to look good. I can assure you that they already have their reward.","“Nɛ ke nyɛ ngɛ sɔlee ɔ, nyɛ ko pee kaa osatotsɛmɛ ɔmɛ, se a suɔ kaa a da kpe he ɔmɛ kɛ gbɛjegbɛ ɔmɛ a kɔ nyahi kɛ sɔle konɛ nihi nɛ na mɛ. Niinɛ, i ngɛ nyɛ dee ke: A nine su a hiɔwo nɔ mo."
"When you pray, go into a room alone and close the door. Pray to your Father in private. He knows what is done in private and will reward you.","Se ke o ngɛ sɔlee ɔ, sɛ o se tsu mi, nɛ po nga sinya a nɛ o sɔle ngɔ ha o tsɛ ngɛ laami mi, nɛ o tsɛ nɛ naa laami mi nihi ɔ maa wo mo hiɔ."
"When you pray, don't talk on and on as people do who don't know God. They think God likes to hear long prayers.",“Ke nyɛ ngɛ sɔlee ɔ nyɛ ko tu munyu fuu kaa wɔ jali ɔmɛ; se a susuu kaa a munyu fuu ɔ he a maa bu mɛ tue.
Don't be like them. Your Father knows what you need even before you ask.,Nyɛ ko pee kaa mɛ; se nyɛ tsɛ ɔ le nihi nɛ hiaa nyɛ loko nyɛ biɔ lɛ.
