ref,text
"The Lord said to the man, “You listened to your wife and ate the fruit I told you not to eat. And so, the ground will be under a curse because of what you did. As long as you live, you will have to struggle to grow enough food.","Ní ki bí uninja yii: «A nín ŋá pu ki pílifì a-nimpuu nyɔkɔ ní ki ŋmɔ́ busubu bun bil man kpáafì-si yii á taa ŋmɔ́ee, a-puee m tɔ́ kitiŋ mbusu. A làá nīn ŋáań falaa ní kí nín ká tijin kí jī. Míǹ ní án làá nīn bí-si áli kí tin sāā a-kúm dal."
"Your food will be plants, but the ground will produce thorns and thistles.","«Apɔn nì abɔjanaakun di làá nīn nyēē a-kpaabun, a-kpaajinti ní a làá nīn jīǹ."
"You will sweat all your life to earn a living; you were made out of soil, and you will once again turn into soil.”","See á tɔ̄ ditundi kí káaĺ kutuntuŋu a-yigbeel pu ní kí wàatī kí nín ká tijin kí jī. Án làá nīn pée bí-si míǹ ní, áli á dāá fàtīí gítí ntam min m lēē ki máń-see poon. Kun puee a sá ŋkpɔŋkpɔm ní ki làá fàtīí gítí ŋkpɔŋkpɔm.»"
The man Adam named his wife Eve because she would become the mother of all who live.,"Ní uninja pú u-nimpuu diyindi yii Awa, taapu di sá yii un bí dimaŋfalinee, kun puee úǹ di sá binifoobi kɔkɔ na."
Then the Lord God made clothes out of animal skins for the man and his wife.,Ní ti-Dindaan Unimbɔti dū tigban ki lōoǹ Adam nì u-nimpuu.
"The Lord said, “They now know the difference between right and wrong, just as we do. But they must not be allowed to eat fruit from the tree that lets them live forever.”","U ŋá míǹ ki dóòyee ní ki bí yii: «Kɔŋkɔnnee, unil kpántì kii ti-kansikin ubɔ dee, ki kíǹ ki nyí tiŋan nì tikpitil. Tí taa yàntī ú ŋmɔ́ dimaŋfal subil kí nīn bí jaanjaan kaa kúù.»"
"So the Lord God sent them out of the Garden of Eden, where they would have to work the ground from which the man had been made.",Niinee ní ti-Dindaan Unimbɔti jìn̄-u Eedeen kpaabun ú cù kí nīn kù kitiŋ kin pu bi lēē ki máń-uee.
"Then God put winged creatures at the entrance to the garden and a flaming, flashing sword to guard the way to the life-giving tree.","U jìn̄ unil mimmee ní ki cáań keerubimbi ki yóoǹ bukpaayee nyɔkɔpu ŋwìiń nyalaŋki pú, bi ŋúb́ kitàataajiki ki fīintí an ŋmóò làka laka, ki yú dimaŋfal subu saŋŋu pu ki cí-ŋu."
"Adam and Eve had a son. Then Eve said, “I'll name him Cain because I got him with the help of the Lord.”","Adam béè u-nimpuu Awa ní u cáá dipool ki màl̄ Kaayeen, ní ki bí yii: «Ti-Dindaan tútúǹ-mi m màl̄ kibininjabiki.»"
"Later she had another son and named him Abel. Abel became a sheep farmer, but Cain farmed the land.","Míǹ boonee ní u gíti cáá dipool ki màl̄ Kaayeen naal Abeel. Abeel wíiǹee ní ki bíi kpàá tiwaŋkuti, ní u-maan Kaayeen úǹ kù tikpaal."
"One day, Cain gave part of his harvest to the Lord,",An dāa bāań ŋyunti ŋubɔee ní Kaayeen lēeń u-kpaajinti ki cáań ki ŋá ti-Dindaan saraa.
"and Abel also gave an offering to the Lord. He killed the first-born lamb from one of his sheep and gave the Lord the best parts of it. The Lord was pleased with Abel and his offering,","Ní Abeel mun lēeń apibil ŋin u-piii iba péé ki màl̄ee ní ki dū ŋi-nanti tin cáá ŋkpamee ki ŋá ti-Dindaan saraa. Ní ti-Dindaan fōō Abeel nì u-saraau,"
but not with Cain and his offering. This made Cain so angry that he could not hide his feelings.,"ama ní ki fātì u-boon ki tīī Kaayeen nì u-saraau. An puee ní Kaayeen fōō diŋuul tikpil, u-nimbiin cúu bíil̀."
The Lord said to Cain: What's wrong with you? Why do you look so angry?,"Ní ti-Dindaan bí Kaayeen yii: «Ba ŋá ní a fōō diŋuul, a-nimbiin cúu bíil̀ mimmee?"
"If you had done the right thing, you would be smiling. But you did the wrong thing, and now sin is waiting to attack you like a lion. Sin wants to destroy you, but don't let it!","A yaa bàà ŋá tin ŋān̄ee, a-yil bàà gáań ní. A yaa kaa ŋá tin ŋān̄ee, ikpiti kpátì ki dɔ̄ a-punyɔkɔpu ki nyàab̀-si, ama sii pɔ̄ɔkiǹ-i.»"
"Cain said to his brother Abel, “Let's go for a walk.” And when they were out in a field, Cain attacked and killed him.",Niinee ní Kaayeen sòon̄ nì u-naal Abeel. Ŋyunti ŋun bi bí kusaaunee ní Kaayeen cúú u-naal Abeel ki kūū.
"Afterwards the Lord asked Cain, “Where is Abel?” “How should I know?” he answered. “Am I supposed to look after my brother?”",Ní ti-Dindaan bālifì Kaayeen yii: «A-naal Abeel bí la?» Ní u kíí-u yii: «Maa nyí. Man di cí m-naalaaa?»
"Then the Lord said: Why have you done this terrible thing? You killed your own brother, and his blood flowed onto the ground. Now his blood is calling out for me to punish you.",Ní ti-Dindaan bí-u yii: «Ba ní a ŋée! A-naal fatikuu di gbáàń ibiil taapu ki dāa bāań man nee.
"When you try to farm the land, it won't produce anything for you. From now on, you'll be without a home, and you'll spend the rest of your life wandering from place to place.","A yaa ti kùn̄ee, kitiŋ kaa làá ti lòoǹ. A làá nīn kíǹ ki tú ki yìiǹ an kɔkɔ ní kitiŋ pu.»"
“This punishment is too hard!” Cain said.,"Ní Kaayeen bí ti-Dindaan yii: «Óo, m-yìntitam gìńdi nyìmiǹ-mi maa ŋūǹ kí túń."
"“You're making me leave my home and live far from you. I will have to wander about without a home, and just anyone could kill me.”","A yaa jìn̄-mi díǹ nee kitiŋ pu an sá yii ḿ nīn cá ndandati kí taa nín̄ pìlīǹ-si, kí nīn tú ki yìiǹee, ubɔ yaa ká-mee, see ú kpɔ̀-mi.»"
“No!” the Lord answered. “Anyone who kills you will be punished seven times worse than I am punishing you.” So the Lord put a mark on Cain to warn everyone not to kill him.,"Ní ti-Dindaan bí-u yii: «Aayee! Un di yaa kūū Kaayeeŋyee, bi làá téeǹ udaan min min u ŋée miluli pu ní.» Ní ti-Dindaan ŋá u-pu kudaaŋŋu kubɔ yii ubɔ yaa ká-uee, ú taa kpɔ̀-u."
"But Cain had to go far from the Lord and live in the Land of Wandering, which is east of Eden. More and More People","Ní Kaayeen búntì ndandati kaa ti pìl̄ ti-Dindaan, ki tin kóòń kitiŋ kin bi yíì Noodee. A yaa bí Eedeenee, kì bí ŋwìiń nyalaŋki pú ní. Kaayeen naantiibi bɔti"
"Later, Cain and his wife had a son named Enoch. At the time Cain was building a town, and so he named it Enoch after his son.","Kaayeen cáá unimpu, ní u cáá dipool ki màl̄ Eenɔki. Boonee ní u máń adiin ní an dūu kpántì kitiŋ, ní u dū u-jipɔɔn yindi Eenɔki ki pú-kì."
"Then Enoch had a son named Irad, who had a son named Mehujael, who had a son named Methushael, who had a son named Lamech.","Ní Eenɔki màl̄ Yiraadi, ní Yiraadi màl̄ Meewujayeel, ní Meewujayeel màl̄ Meetukayeel, ní Meetukayeel màl̄ Leemeeki."
"Lamech and Zillah had a son named Tubal Cain who made tools out of bronze and iron. They also had a daughter, whose name was Naamah.",Ní Siila mun màl̄ Tubaal-Kaayeen. Úǹ di nìn sá ucaa ki cáá tikúti nì tasab ki mɔ́ɔ̀ tiwan nì titɔntɔŋwan kɔkɔ. Naama di nìn sá Tubaal-Kaayeen niisal.
"One day, Lamech said to his two wives, “A young man wounded me, and I killed him.","Ní Leemeeki bí u-nimpoobi yii: «Ada nì Siila, pīlifìmaan-mi! M-nimpoobi, kpòom̄maan ni-tafaliŋ kí pīlifì tin m làá sòoǹee! Bi ŋá-mi tiweendi ní m kūū unil. Tiweendi tin bi ŋá-mee puee, m kūū kibiki."
Anyone who tries to get even with me will be punished ten times more than anyone who tries to get even with Cain.”,"Bi làá tɔ̀ Kaayeen pɔntooŋyi ŋfunyɔm miluli pu, ní kí tɔ̀ man Leemeeki pɔntooŋyi ŋfunyɔm mita kpá imuŋku inaa pu.»"
"Adam and his wife had another son. They named him Seth, because they said, “God has given us a son to take the place of Abel, who was killed by his brother Cain.”","Adam nì u-nimpuu gíti kpáfì ní u-nimpuu cáá dipool ki màl̄ kibininjabiki ní ki pú-kì diyindi yii Seeti, ki bí yii: «Unimbɔti gíti tīī-mi kibininjabiki ki téeǹ Abeel un Kaayeen kūūyee yil pu.»"
"Later, Seth had a son and named him Enosh. About this time people started worshiping the Lord.",Ní Seeti mun màl̄ kibininjabiki ní ki pú-kì diyindi yii Eenɔsi. Ŋyunti gbanti ní binib kíĺ ki kíǹ ki yíì Unimbɔti yii ti-Dindaan.
"God created men and women to be like himself. He gave them his blessing and called them human beings. The following is a list of the descendants of Adam, the first man:",Uninja nì unimpu ní u nìn náań. U nìn bīiǹ bi-boon ní ki pú-bi diyindi yii unil.
and God took him away at the age of,"Eenɔki nìn nóó Unimbɔti deedee, an puee Unimbɔti yōoǹ-u baa ti ká-u."
"Lamech said, “I'll name him Noah because he will give us comfort, as we struggle hard to make a living on this land that the Lord has put under a curse.”",U nìn pú-kì diyindi yii Noowa ní ki bí yii: «Un bí nee di làá cáań-ti dipɔɔsɔŋkil ti-Dindaan nín tɔ́ kitiŋ mbusu ti kɔ́ agìŋ́kpaan ŋin poonee.»
"Then the Lord said, “I won't let my life-giving breath remain in anyone forever. No one will live for more than",Ní ti-Dindaan bí yii: «Maa làá yàntī kufoou kun m ŋá unilinee ń nīn bí u-ni ki cá jaanjaan. Kun puee u sá tiwun ní ki bí iwɔfin. Waa làá yúntí kí jītí abin dilaataal nì mmuŋku pu.»
The children of the supernatural beings who had married these women became famous heroes and warriors. They were called Nephilim and lived on the earth at that time and even later.,Tinikpaandi nìn bí kitiŋ pu ŋyunti ŋun Unimbɔti jipɔmbi dɔ́miń ki cáá binifoobi sapɔmbi ki màl̄ mbiyaamuee. Míǹ boonee bi nìn gbíntì ki bí. Bíǹ di nìn sá bijanjaliibi bin nìn nyáń diyindi cannaakuee.
The Lord saw how bad the people on earth were and that everything they thought and planned was evil.,Ti-Dindaan nìn ká yii binib kpitii mɔ̀tīi wīintí kitiŋ pu. Baabadalee tibɔkpitil ŋma di nìn gbí bi-pɔbiliŋ poon bi dàkafī.
"He was sorry that he had made them,",Ní an wùn̄ ti-Dindaan ki kɔ́-u kunimbaau u nín náań unil kitiŋ puee.
