ref,text
"no grass or plants were growing anywhere. God had not yet sent any rain, and there was no one to work the land.","tiisa ale wuuta an diem jam nyini ya, diila Naawen dii ale ka Wen la an basi ate ŋmoruk a ni ya, nuru mɛ abe karo a tom."
But streams came up from the ground and watered the earth.,Alege nyiam ale nyini tɛŋ jueli a yɔk tɛŋka ŋmazuk meena.
"The Lord God took some soil from the ground and made a man. God breathed life into the man, and the man started breathing.",Naawen dii ale ka Wen la yaa nye tantaŋa a mɛ nuru a yaa vuusi basi wa nyueŋa po ate wa chim nuru vuk.
"The Lord made a garden in a place called Eden, which was in the east, and he put the man there.",Yɔgyɔgla de Naawen dii ale ka Wen la yaa nye talim kpiem Eden po kori geŋka a yaa basi ate nuruwa ate wa nye la a bo du.
The Lord God filled the garden with all kinds of beautiful trees and fruit trees. Two other trees were in the middle of the garden. One of these gave life—the other gave the wisdom to know the difference between right and wrong.,Naawen dii ale ka Wen la a yaa basi ate tiisa tɔgatɔga a nyini. Sii ale nala nina po ale magsi dɛka. Talimu suŋsuŋ nyuvuri tiib ale jam za du. Nalim sebika ale biem sebika tiib ale maa za du.
"From Eden a river flowed out to water the garden, then it divided into four rivers.",Beli ale jam bo Eden a chali a zaŋti talimu. Di jam poori ka beli naŋsa sinaansi.
"The first one is the Pishon River that flows through the land of Havilah,","Dii ale dɛ niŋ la yuei ale Pison, di chali va ka Yavila tɛŋka po a taam. Ligmɔniŋ ale jam bo du la."
The second is the Gihon River that winds through Ethiopia.,"Beli dii ale jam nye ŋayewa la yuei ale Giyon, di chali va ka Kus tɛŋka po a taam."
"The Tigris River that flows east of Assyria is the third, and the fourth is the Euphrates River.","Beli dii ale jam nye ŋatawa la yuei ale Tigris, di jam chali va ka Assur kori geŋka a taam. Beli dii ale nye ŋanaansiwa la yuei jam le Yufiretis."
The Lord God put the man in the Garden of Eden to take care of it and to look after it.,Naawen dii ale ka Wen la yaa pai nuruwa a basi Eden Talimu po ayen wa a tom abe wa a nya bu zuk.
"But the Lord told him, “You may eat fruit from any tree in the garden,","Naawen dii ale ka Wen la yaa weeni nuruwa ayen fi ta suik a dɛ tiib buui yɔna kama,"
"except the one that has the power to let you know the difference between right and wrong. If you eat any fruit from that tree, you will die before the day is over!”","alege kan dɛ nalim ale biem sebika tiimu yɔnaŋa, diila fi dan dɛ fi sum a kpi kama."
"The Lord God said, “It isn't good for the man to live alone. I will make a suitable partner for him.”","Naawen dii ale ka Wen la yaa ŋman weeni ayen, <<Ku an nala ayen nidoawa a boro wadek wa nyiini. M le nye ka maarɔ magsi a te wa.>>"
"So the Lord God made him fall into a deep sleep, and he took out one of the man's ribs. Then after closing the man's side,","Dila Naawen dii ale ka Wen la yaa nye ate nidoawa a lo goom po nna yegayega. Wa ale a goa la, ate Wen yaa yeeri wa nyipik kobini dinyi alege lik kauk kula."
"the Lord made a woman out of the rib. The Lord God brought her to the man,",Naawen dii ale ka Wen la yaa pai nidoawa nyipik kobini ate wa yeeri la a nye nipok a pai te nidoawa.
"and the man exclaimed, “Here is someone like me! She is part of my body, my own flesh and bones. She came from me, a man. So I will name her Woman!”","Nidoawa yaa weeni ayen, <<Yɔgyɔgla de ka m dek kobi ale nna. Ka m dek nyiŋ lam ale nna, ba le wi wa ayen ka nipok, diila wa nyini ka mi jigi.>>"
"That's why a man will leave his own father and mother. He marries a woman, and the two of them become like one person.","Dila nyiŋla, ku a fɛ kama ate nidoa basi wa ko ale wa ma, abe wa gum chaab ale wa powa, ate bayewa a chim nyiŋ yeŋ."
"Although the man and his wife were both naked, they were not ashamed.",Nidoawa ale nipowa a jam ta ka chaboala alege kan chali chivie.
"The snake was sneakier than any of the other wild animals that the Lord God had made. One day it came to the woman and asked, “Did God tell you not to eat fruit from any tree in the garden?”","Duŋsaŋa meena ate Naawen dii ale ka Wen la jam nye la po, waamu ale jam seba a gaam si meena. Bu yaa weeni nipowa ayen, <<Wen sum weeni kama ayen, <Ni kan dɛ tiisaŋa ale bo talimu po la yɔnaŋa?> >>"
"The woman answered, “God said we could eat fruit from any tree in the garden,","Nipowa yaa weeni waamu ayen, <<Ti baga a dɛ tiisaŋa yɔnaŋa kama,"
"except the one in the middle. He told us not to eat fruit from that tree or even to touch it. If we do, we will die.”","alege Wen weeni kama ayen ti kan dɛ buui ale za talimu suŋsuŋ la yaase ti tiri bu. Ti dan nye dila, ti le kpi.>>"
"“No, you won't!” the snake replied.","Waamu yaa weeni nipowa ayen, <<Ni kan kpi."
"“God understands what will happen on the day you eat fruit from that tree. You will see what you have done, and you will know the difference between right and wrong, just as God does.”","Wen sebi kama ayen ni dan dɛ ni ninaŋa ale lagri ate ni a nye ase Wen la, a yaa seba nalim ale biem.>>"
"The woman stared at the fruit. It looked beautiful and tasty. She wanted the wisdom that it would give her, and she ate some of the fruit. Her husband was there with her, so she gave some to him, and he ate it too.",Nipowa yaa nya ayen yɔnni a nala nina po a magsi dɛka. Ku be ŋman magsi mɛ ayen wa ta yam. Wa yaa gbesi yɔnni dɛ alege te wa chorɔwa le bo ale wa la ate wa mɛ dɛ.
"At once they saw what they had done, and they realized they were naked. Then they sewed fig leaves together to cover themselves.",Ba nɔi bayewa nina deri lagri ate ba deri miŋ ayen ba ta ka chaboala. Ate ba ya yaali kiŋkaŋ vaata a baali tom chaab a lik badek.
"Late in the afternoon, when the breeze began to blow, the man and woman heard the Lord God walking in the garden. So they hid behind some trees. Sin Brings a Curse","Dai dila danni dek junɔi ate ku yɔk nna chorototo la, nidoawa ale wa powa yaa wom Naawen dii ale ka Wen la a cheŋ talimu po, ba yaa suk tiisaŋa po."
"The Lord God called out to the man and asked, “Where are you?”","Naawen dii ale ka Wen la yaa wi nidoawa ayen, <<Fi bo ka bɛ?>>"
"The man answered, “I was naked, and when I heard you walking through the garden, I was frightened and hid!”","Nidoawa yaa tulisi ayen, <<Mi wom ka fi le a tabi la yaa chali yɔgsum, a yaa suk, diila mi ta ka chaboala.>>"
“How did you know you were naked?” God asked. “Did you eat any fruit from that tree in the middle of the garden?”,"Naawen yaa bek ayen, <<Ka wana ale weeni fu ayen fi ta chaboala? Fi dɛ tiib buui ate mi a weeni ayen fi kan dɛ bu yɔnni la kama?>>"
"“It was the woman you put here with me,” the man said. “She gave me some of the fruit, and I ate it.”","Nidoawa yaa tulisi ayen, <<Nipowa ate fi pai te mu la, ale pai tiimu yɔnni a te mi ate mi dɛ.>>"
"The Lord God then asked the woman, “What have you done?” “The snake tricked me,” she answered, “and I ate some of that fruit.”","Naawen dii ale ka Wen la yaa bek nipowa ayen, <<Ka boa ale la ate fi nye?>> Nipowa yaa tulisi ayen, <<Waamu ale paasi mi ate mi dɛ yɔnni.>>"
"So the Lord God said to the snake: “Because of what you have done, you will be the only animal to suffer this curse— For as long as you live, you will crawl on your stomach and eat dirt.","Dila Naawen dii ale ka Wen la yaa weeni waamu, <<Fi ale nye nnala la nyiŋ, m yeeri fu kama yeri duŋsa ale gɔi duŋsa po a ka a te fu. Fi ale kasim a vuuri ka fi lɔgni zuk a cheŋ abe fi a dɛ tanta fi boka meena po."
"You and this woman will hate each other; your descendants and hers will always be enemies. One of hers will strike you on the head, and you will strike him on the heel.”",Abe m basi ate dachaani a bo fi ale nipowa suŋsuŋ abe di bo fi buuni ale nipowa buuni suŋsuŋ. Fi ale dom wa nankpanni ate wa mɛ tabi fi zukku a ŋɔriŋ.>>
"Then the Lord God said to the woman, “You will suffer terribly when you give birth. But you will still desire your husband, and he will rule over you.”","Alege weeni nipowa ayen, <<Fi dan boro a biak biik fi nyiŋdommaŋa ale zuak nna yegayega. Fi le kasim a biak bisa ale ka nyiŋdomma. Fi le kasim a yaali fi chorɔwa abe wa a nya fi zuk.>>"
"The Lord said to the man, “You listened to your wife and ate the fruit I told you not to eat. And so, the ground will be under a curse because of what you did. As long as you live, you will have to struggle to grow enough food.","Alege a weeni nidoawa ayen, <<Fi le wom fi powa nɔi a siak dɛ tiimu ate m weeni ayen fi kan dɛ bu yɔnni la, fi nyiŋ m ka basi tɛŋka zuk. Fi le kasim a cheri ka wulum abe fi nya ŋandiinta a dɛ fi boka meena po."
"Your food will be plants, but the ground will produce thorns and thistles.",M le basi ate tɛŋka a ta wuuk ale munsa ate fi nam a nya ŋanta a dɛ.
"You will sweat all your life to earn a living; you were made out of soil, and you will once again turn into soil.”","Wulum ale fi za fi cheri a nya ŋandiinta a dɛ ate fi pilim ŋman siŋ tɛŋ, fi le tɔlim nyini ka tanta po la. Fi ka tanta, fi be le ŋman cheŋ ka tantaŋa po.>>"
The man Adam named his wife Eve because she would become the mother of all who live.,"Nidoawa yuei jam ale Adam ate wa yaa te wa powa yuei ayen Iiv, dii nyiŋla wa za wa chim ka saalɔ meena ma."
Then the Lord God made clothes out of animal skins for the man and his wife.,Naawen dii ale ka Wen la a yaa pai duŋsa gbaŋsa a nye gatta a te Adam ale Iiv ate ba lik badek.
"The Lord said, “They now know the difference between right and wrong, just as we do. But they must not be allowed to eat fruit from the tree that lets them live forever.”","Naawen dii ale ka Wen la yaa weeni ayen, <<Nuruwa yaa nye se ka tama la, a yaa seba nalim ale biem. Wa kan ŋman laari nisa a gbesi nyuvuri tiimu yɔnni a dɛ ate wa kan kpi.>>"
"So the Lord God sent them out of the Garden of Eden, where they would have to work the ground from which the man had been made.",Dila Naawen dii ale ka Wen la yaa yiak wa Eden Talimu po ayen wa nyini ga a kpa tɛŋ kaai ate Wen nye tantaŋa a nye wa la.
"Then God put winged creatures at the entrance to the garden and a flaming, flashing sword to guard the way to the life-giving tree.","Wa le yiak wa nueri la, wa yaa basi ate ŋanvuta a za Eden Talimu kori geŋ ale gebi kpieŋ a yuk ayen suik kan boro a taam nyuvuri tiimu jigini."
"Adam and Eve had a son. Then Eve said, “I'll name him Cain because I got him with the help of the Lord.”",Adam yaa goa ale wa powa Iiv ate wa yik lɔgi a biak Keen. Iiv yaa weeni ayen Naawen maarika nyiŋ wa biak ka nidoa.
"Later she had another son and named him Abel. Abel became a sheep farmer, but Cain farmed the land.",Ku ŋaaŋnyiŋ wa yaa biak Keen yoawa Abel. Abel a jam a wuuk ka piisa alege Keen a kpa.
"One day, Cain gave part of his harvest to the Lord,",Ku yaa jam paari diipo ate Keen yaa ta wa kpanni ŋanta gela jam ayen wa te Naawen.
"and Abel also gave an offering to the Lord. He killed the first-born lamb from one of his sheep and gave the Lord the best parts of it. The Lord was pleased with Abel and his offering,",Abel mɛ ko wa pai ŋaai ate wa piisaŋa a liŋ biak la a yaa ta kab tii ale ta kpaam la jam ayen wa te Naawen. Naawen yaa tuesi Abel tiirimu
but not with Cain and his offering. This made Cain so angry that he could not hide his feelings.,alege zɛri Keen tiirimu. Dila nyiŋ Keen sui yaa puuri ale kaasi nina.
The Lord said to Cain: What's wrong with you? Why do you look so angry?,"Naawen yaa bek Keen ayen, <<Ka boa ale soa ate fi sui a puuri? Ka boa le soa ate fi kaasi nina?"
"If you had done the right thing, you would be smiling. But you did the wrong thing, and now sin is waiting to attack you like a lion. Sin wants to destroy you, but don't let it!","Fi dan nye dii ale magsi la, m ti a siak kama, alege fi dan kan nye dii ale magsi la, be seba ale biem ale a yaali ayen bu jo fu. Bu a yaali ayen bu nya ka pagrim fi zuk, alege ku a fɛ ate fi nya pagrim biem zuk.>>"
"Cain said to his brother Abel, “Let's go for a walk.” And when they were out in a field, Cain attacked and killed him.","Keen yaa weeni wa yoawa Abel ayen, te ti nyini a cheŋ peelim. Ba ale cheŋ la Keen yaa nak wa yoawa Abel a ko."
"Afterwards the Lord asked Cain, “Where is Abel?” “How should I know?” he answered. “Am I supposed to look after my brother?”","Naawen a yaa bek Keen ayen, <<Fi yoawa Abel bo ka bɛ?>> Keen yaa tulisi ayen, <<Mi a zɛ. Ka mi ale chim yoawa nyaarɔ?>>"
"Then the Lord said: Why have you done this terrible thing? You killed your own brother, and his blood flowed onto the ground. Now his blood is calling out for me to punish you.","Naawen yaa weeni ayen, <<M nya fi ale ko fi yoawa la kama. Wa ziimu ale siŋ tɛŋka la a weeni mu kama ayen m namsi fu."
"When you try to farm the land, it won't produce anything for you. From now on, you'll be without a home, and you'll spend the rest of your life wandering from place to place.","Fi dan kpa fi kan nya jaaboa. Fi le kasim a nyiem tɛŋka meena, fi kan nya jigi a vuusi.>>"
"“You're making me leave my home and live far from you. I will have to wander about without a home, and just anyone could kill me.”","Jinla fi yiak mu a basi kama, fi be kan bo ale mu. M le kasim a nyiem ka tɛŋka meena a ka jigiya a vuusi. Waai a dan nya mu wa a ko mu kama.>>"
“No!” the Lord answered. “Anyone who kills you will be punished seven times worse than I am punishing you.” So the Lord put a mark on Cain to warn everyone not to kill him.,"Alege Naawen yaa weeni wa ayen, <<Daa di, waai a dan ko fu wa le nya ku tutuna naŋtuok nɔi buyopɔi.>> Naawen yaa dueni daana wa nyiŋ ate waai a dan nya wa abe wa kan ko wa."
"But Cain had to go far from the Lord and live in the Land of Wandering, which is east of Eden. More and More People",Keen yaa basi Naawen ale cheŋ ga bo Nod tɛŋka. Nod a bo ka Eden kori geŋ.
"Later, Cain and his wife had a son named Enoch. At the time Cain was building a town, and so he named it Enoch after his son.",Keen yaa goa ale wa powa ate wa yik lɔgi a biak Ɛnok. Dila po Keen jam a sɛ ka tɛŋ kpieŋ ate wa yaa pai wa nidoabinni yuenni a te tɛŋka a wi ayen Ɛnok.
"Then Enoch had a son named Irad, who had a son named Mehujael, who had a son named Methushael, who had a son named Lamech.","Ɛnok yaa jam biak Irad, ate Irad a biak Meyujael, ate Meyujael a biak Metusael, ate Metusael a biak Lamek."
"Lamech and Adah had two sons, Jabal and Jubal. Their son Jabal was the first to live in tents and raise sheep and goats. Jubal was the first to play harps and flutes.",Wa yua yuei jam le Jubal. Jubal jam ka baai ale a yaali kpanta nakka ale paampuuŋta peeka la ko.
"Lamech and Zillah had a son named Tubal Cain who made tools out of bronze and iron. They also had a daughter, whose name was Naamah.","Zilla mɛ a jam biak ka nidoabili a te wa yuei ayen, Tubal Keen. Tubal Keen a jam ka choabiik. Wa jam ta ka toa, wa yuei ale Naama."
Anyone who tries to get even with me will be punished ten times more than anyone who tries to get even with Cain.”,"Keen a dan a nya tutuna naŋtuok nɔi buyopɔi, dan ka di Lamek le nya ka naŋtuok nɔi pisiyopɔi ale buyopɔi."
"Adam and his wife had another son. They named him Seth, because they said, “God has given us a son to take the place of Abel, who was killed by his brother Cain.”",Adam yaa ŋman goa ale wa powa ate wa biak nidoabili ate ba te wa yuei ayen Sɛti. Ba jam weeni kama ayen Wen ŋman te ba ka biik ate wa tagri Abel ate Keen ko la zuk.
"Later, Seth had a son and named him Enosh. About this time people started worshiping the Lord.",Sɛti mɛ a biak nidoabili a te wa yuei ayen Enos. Dila powa ate nuruba yaa jam piilim a puusi Naawen yuei.
"God created men and women to be like himself. He gave them his blessing and called them human beings. The following is a list of the descendants of Adam, the first man:","Wa jam nye ka nidoa le nipok a yaa niak ba. Wa le nye ba la, wa jam a wi ba ayen ka nuruba."
and died at the age of,Adam jam paari ka bena kobsaneok ale pisita alege kpi.
and died at the age of,Sɛti benaŋa meena jam ka kobsaneok ale pi ale ŋaye alege kpi.
and died at the age of,Enos benaŋa meena jam ka kobsaneok ale ŋanu alege kpi.
and died at the age of,Kenan benaŋa meena jam ka bena kobsaneok ale pi alege kpi.
and died at the age of,Metusela benaŋa meena jam ka kobsaneok ale pisiyuebi ale neok alege kpi.
"Lamech said, “I'll name him Noah because he will give us comfort, as we struggle hard to make a living on this land that the Lord has put under a curse.”","Wa jam te wa yuei ayen ka Nowa. Wa jam weeni kama ayen Naawen ale ka te tɛŋka ate ti a tom ale ti nisima a nam diila, biika de ale yɔk ti sue."
and died at the age of,Lamek benaŋa meena jam ka kobsiyopɔi ale pisiyopɔi le ŋayopɔi alege kpi.
"More and more people were born, until finally they spread all over the earth. Some of their daughters were so beautiful that supernatural beings came down and married the ones they wanted.",Wen nidoabilisaŋa a yaa nya ba ale nala diila ba yaa lueri a faari baai ate ba a yaali la.
"Then the Lord said, “I won't let my life-giving breath remain in anyone forever. No one will live for more than","Naawen yaa weeni ayen mi Chiik kan bo ale nurubiik taam wuu, diila wa ka waai ale a kpi. Wa daaŋa tɛŋzuk de ka bena kook le pisiye."
The children of the supernatural beings who had married these women became famous heroes and warriors. They were called Nephilim and lived on the earth at that time and even later.,"Nefilim demma ale jam bo tɛŋka zuk da ŋala po. Ate ku ŋaaŋnyiŋ Wen nidoabilisaŋa yaa ga goa ale nuruba lieba ate ba biak bisa. Ba jam ka ganduata, baai ale ta yuei."
The Lord saw how bad the people on earth were and that everything they thought and planned was evil.,Naawen yaa nya ayen nurubiik biem yaa zuak ka nna yegayega. Wa popolaŋa ale wa suinummu biem kasim sueri ba ka daaŋa meena.
"and he said, “I'm going to destroy every person on earth! I'll even wipe out animals, birds, and reptiles. I'm sorry I ever made them.”","Dila Naawen yaa weeni ayen, wa le ko nurubiik meena ate wa nye la, nuruba ale duŋsa, ŋan baai ale a cheŋ ba lɔga zuk, ale wenzuk nuinsa, diila m sui kaasi ka yegayega m le nye ba la."
"But the Lord was pleased with Noah,",Alege Nowa nyeka jam nala Naawen nina po.
and this is the story about him. Noah was the only person who lived right and obeyed God.,"Nowa ale jam ka diila ale nna. Nowa jam ka nuru maŋ, da ŋala po nuru an baga a dak wa kaasuŋŋoa, wa jam a cheŋ ale Wen kama."
"He had three sons: Shem, Ham, and Japheth.",Nowa jam ta ka nidoabilisa bata. Ba yue jam ale Sɛm ale Yɛm ale Jafet.
God knew that everyone was terribly cruel and violent.,Wen yaa nya tɛŋka kaasi nna yegayega diila nuruma nyeka an bola nala.
Get some good lumber and build a boat. Put rooms in it and cover it with tar inside and out.,Be nye ŋaaruŋ ale daata a magsi nidek. Abe fi nye diina ku po a pai kotaali a lik paaŋa ŋaaŋ ale popo meena.
Noah did everything God told him to do.,Nowa yaa nye dii meena ti Wen weeni wa la.
I'm going to send a flood that will destroy everything that breathes! Nothing will be left alive.,<<M le basi ate nyiam jam lik tɛŋka meena a ko javuk meena ale bo tɛŋka zuk la. Jaabuuri meena ale ta nyuvuri la. Jaab meena tɛŋka zuk ale kpi.
"But I solemnly promise that you, your wife, your sons, and your daughters-in-law will be kept safe in the boat.",Alege mi ale fi ale nye nɔiyeŋ ate fi ale fi nidoabilisa ale fi powa ale fi nidoabilisaŋa pooma a jo ŋaaruŋku po.
"Take into the boat with you a male and a female of every kind of animal and bird, as well as a male and a female of every reptile. I don't want them to be destroyed.","Nuinsa buuri siye siye, ale duŋsa buuri siye siye, ale ŋan baai ale duiri tɛŋ a cheŋ baye baye, ale jam fi jigi ate fi ta ba ate ba vua."
Store up enough food both for yourself and for them.,Pa ŋandiin tii buuri ale magsi dɛka a ta jo magsi fi ale ba.>>
"The Lord told Noah: Take your whole family with you into the boat, because you are the only one on this earth who pleases me.","Naawen yaa weeni Nowa ayen, <<Jo ŋaaruŋku po, fi ale fi dɔkdemma meena dii nyiŋla m nya kama ayen fi ale wayɔrisima nyɔnɔ nuruma de po."
Take seven pairs of every kind of animal that can be used for sacrifice and one pair of all others.,"Lueri duŋ sii buuri ale magsi Wen tiirim teka la siyopɔi, jaduok ale jasari ale sii ale kan magsi Naawen tiirim teka la siye, jaduok ale jasari,"
Also take seven pairs of every kind of bird with you. Do this so there will always be animals and birds on the earth.,"ale nuinsa buuni siyopɔi, jaduok ale jasari ate si buuni a vua a bo tɛŋka meena."
He obeyed God and took a male and a female of each kind of animal and bird into the boat with him.,ŋanduata ale ŋansaa yaa jam Nowa jigi a jo ŋaaruŋku po ase Wen ale weeni Nowa diila.
Seven days later a flood began to cover the earth.,Daa ŋayopɔiwa ale taam la nyiamu yaa jam.
"On that day Noah and his wife went into the boat with their three sons, Shem, Ham, and Japheth, and their wives.","Da dila danni dek Nowa ale wa nidoabilisaŋa Sɛm, ale Yɛm ale Jafet ale wa powa le wa nidoabilisa batawa pooma yaa jo ŋaaruŋku po."
"Noah took a male and a female of every living creature with him,",Ŋanta buuri meena ale ta nyuvuri la baye baye yaa jam Nowa jigi a jo ŋaaruŋku po.
"just as God had told him to do. And when they were all in the boat, the Lord closed the door.",Duŋ sii ale jam a jo la ka jaduok ale jasari a va ale Wen ale weeni Nowa diila. Naawen yaa lik wa basi du.
"Finally, the mighty flood was so deep that even the highest mountain peaks were about seven meters below the surface of the water.",Bu jam jueli kama a lik guutaŋa meena. A zaani guutaŋa zuk a jueli ku limisa ase ka naŋtuok magsika pisiye la.
"Not a bird, animal, reptile, or human was left alive anywhere on earth.",Javuk meena ale bo tɛŋka zuk yaa kpi. Nuinsa ale gɔi duŋsa ale yeri duŋsa ale ŋan yirinta ale nurubiik meena a jam kpi kama.
