verse_number,english_verse,translation_verse
21,"So God made the giant sea monsters and all the living creatures that swim in the ocean. He also made every kind of bird. God looked at what he had done, and it was good.","Ni Nyoṅmo̱ bo̱ ṅšo̱ṅloi wudši le̱ ke̱ bo̱nii fẽ ni hĩe kāmo̱ ní tšio̱ ame̱he ni nui le̱ wo nyēṅẽnyẽṅē ye̱ ame̱heno̱ le̱, ke̱ lofõdši fẽ ni yo̱ fidši ye̱ ame̱heno̱. Ni Nyoṅmo̱ na ake̱ ehĩ."
23,"Evening came, then morning—that was the fifth day. The Sixth Day","Ni dše na ni dše tše̱re, ni efe gbĩ ni dši gbī enumo̱ le̱."
25,"God made every one of them. Then he looked at what he had done, and it was good.","Ni Nyoṅmo̱ fe šikpoṅ koloi ye̱ ame̱heno̱, ke̱ šĩa koloi ye ame̱heno̱, ke̱ nii fẽ ní wamoo̱ ye̱ šikpoṅ ye̱ ame̱heno̱. Ni Nyoṅmo̱ na ake̱ ehĩ."
27,So God created humans to be like himself; he made men and women.,"Ni *Nyoṅmo̱ bo̱ gbomo ye̱ esubãṅ le̱ no̱, Nyoṅmo̱ subãṅ le̱ no̱ ebo̱le̱ ye̱; †nū ke̱ yō ebo̱ame̱. *Ef."
28,"God gave them his blessing and said: Have a lot of children! Fill the earth with people and bring it under your control. Rule over the fish in the ocean, the birds in the sky, and every animal on the earth.","Ni Nyoṅmo̱ dšō̱ame̱, ni Nyoṅmo̱ kē̱ame̱ ake̱: Nyefo̱a ni nyeyi afáa ni nyeyia šikpoṅ le̱ no̱ obõ, ni nyenānāa no̱, ni nyeyea ṅšo̱ṅloi ke̱ ṅwei lofõdši ke̱ kolo-fẽ-kolo ni tšio̱ ehe ye̱ šikpoṅ le̱ no̱ le̱ no̱. Bo̱f."
30,"And I have given the green plants as food for everything else that breathes, including animals, both wild and tame, and birds. And so it was.","ni koloi fẽ ni yo̱ šikpoṅ lē̱ no̱ ke̱ ṅwei lofõdši fē ke̱ nibii ſẽ ni wamoo̱ ye̱ šikpoṅ le̱ no̱, ni wala susuma yo̱ ame̱mli le̱, aṅõ dſe̱fo̱ fẽ ahãame̱ ni ame̱ye. Ni efe nakai."
31,"God looked at what he had done. All of it was very good! Evening came, then morning—that was the sixth day.","Ni Nyoṅmo̱ kwe̱ nibii fẽ ni efe le̱, ni na, ehĩ naakpa. Ni dše na ni dše tše̱re, ni efe gbĩ ni dši gbĩ ekpa le̱."
4,"That's how God created the heavens and the earth. The Garden of Eden When the Lord God made the heavens and the earth,","Ene̱mei dši ṅwei ke̱ šikpoṅ šišidšē he sãdši, beni abo̱ame̱ le̱, ye̱ gbĩ no̱ ni Iehowa Nyoṅmo̱ fe šikpoṅ ke̱ ṅwei le̱."
8,"The Lord made a garden in a place called Eden, which was in the east, and he put the man there.","Ni Iehowa Nyoṅmo̱ fe trom ye̱ Eden ye̱ bokāgbe̱, ni eṅõ gbomo ní ešõ le̱ eto dše̱i."
14,"The Tigris River that flows east of Assyria is the third, and the fourth is the Euphrates River.","Ni fā ni dši etẽ le̱ gbe̱i dši Hidekel, noni hoo̱ ye̱ Ašur bokãgbe̱ le̱; ni fā ni dši edſe̱ le̱ dši Eufrate."
16,"But the Lord told him, “You may eat fruit from any tree in the garden,",Ni Iehowa Nyoṅmo̱ wo gbomo le̱ kitã ekē̱: Trom le̱ mli tšei le̱ fẽ no̱ yibii le̱ ye bo̱ni osumoo̱;
17,"except the one that has the power to let you know the difference between right and wrong. If you eat any fruit from that tree, you will die before the day is over!”","ši ekpakpa ke̱ efõṅ lẽ tšo le̱ yibii le̱ kãye eko; edšake̱ gbĩ no̱ ni ooye eko le̱, *gbo oogbo! *Rom."
18,"The Lord God said, “It isn't good for the man to live alone. I will make a suitable partner for him.”",Ni Iehowa Nyoṅmo̱ kē̱: Ehĩĩ ake̱ gbomo le̱ kome hĩo̱ ši; mafe hefatalo̱ ko ní sale̱ mahãle̱. Abe̱i
21,"So the Lord God made him fall into a deep sleep, and he took out one of the man's ribs. Then after closing the man's side,","Ni Iehowa Nyoṅmo̱ hã wo̱ ni tšī nyõ Adam no̱, ni ewo̱; ni edšie eṅmãwui le̱ eko, ni eṅõ lō etšĩmo̱ nãdšiaṅ."
22,"the Lord made a woman out of the rib. The Lord God brought her to the man,","Ni Iehowa Nyoṅmo̱ *ṅõ ṅmãwu ni edšie ye̱ Adam mli le̱ efe yō, ni eke̱le̱ ba Adam ṅõ. *"
23,"and the man exclaimed, “Here is someone like me! She is part of my body, my own flesh and bones. She came from me, a man. So I will name her Woman!”","Ni Adam kē̱: Agbe̱ne̱ ene̱ dši wu ni dše̱ miwui le̱ amli ke̱ lō ní dše̱ mihelo le̱ mli; aatšé̱ mone̱ yō, edšake̱ nū mli adšiele̱ ke̱-dše̱."
24,"That's why a man will leave his own father and mother. He marries a woman, and the two of them become like one person.","Nohewo̱ le̱ nū aašĩ etše̱ ke̱ enye, ni eekpe̱te̱ eṅã he, ni ame̱atšṍ heló kome. Mat"
25,"Although the man and his wife were both naked, they were not ashamed.","Ni ame̱yi enyo̱ le̱ fẽ ame̱nyie ya-yai, nū le̱ ke̱ eṅã le̱, ni ame̱hĩe gboo he."
6,"The woman stared at the fruit. It looked beautiful and tasty. She wanted the wisdom that it would give her, and she ate some of the fruit. Her husband was there with her, so she gave some to him, and he ate it too.","Ni beni yō le̱ *na ake̱ tšo le̱ hĩ hã yeli, ni efeo̱ hĩṅme̱ii ako̱no̱, ni tšo le̱ baä mo tšine, ni etšõo̱ mo nii le̱, †etše eno̱ yibii le̱ eko ni eye, ni ehã ewù ní ke̱le̱ yo̱ le̱ hũ eko, ni eye. *Iak."
8,"Late in the afternoon, when the breeze began to blow, the man and woman heard the Lord God walking in the garden. So they hid behind some trees. Sin Brings a Curse","Ni ame̱nu Iehowa Nyoṅmo̱ gbē ní enyie trom le̱ mli, beni gbe̱ke̱nāši kō̱yo̱ ſie le̱; ni Adam ke̱ eṅã le̱ *tē ame̱he ye̱ trom le̱ṅ tšei le̱ ateṅ ke̱-dše̱ Iehowa Nyoṅmo̱ hĩe. *Ier."
9,"The Lord God called out to the man and asked, “Where are you?”",Ni Iehowa Nyoṅmo̱ tšé̱ Adam ni ekē̱le̱ ake̱: Nẽgbe̱ oyo̱?
13,"The Lord God then asked the woman, “What have you done?” “The snake tricked me,” she answered, “and I ate some of that fruit.”","Ni Iehowa Nyoṅmo̱ kē̱ yō le̱ ake̱: Mẽba ofe ene̱? Ni yō le̱ kē̱: Onũfũ le̱ lakami, ni miye."
15,"You and this woman will hate each other; your descendants and hers will always be enemies. One of hers will strike you on the head, and you will strike him on the heel.”","Ni mike̱ nyē̱ aaṅmẽ oke̱ yō le̱ teṅ, ke̱ oseši ke̱ *eseši teṅ; †eetſa oyitšo nõ, ni **bo hũ ootſa enanetšitši nõ. *Gal."
16,"Then the Lord God said to the woman, “You will suffer terribly when you give birth. But you will still desire your husband, and he will rule over you.”","Yō le̱, ekē̱le̱ ake̱: Fá mahā ohedšrame̱ ke̱ oho̱ṅō̃ afá; dšramo̱ mli oofo̱ bii ye̱, ni owù le̱ se̱gbe̱ ootao, ni le̱ *eeye ono̱. *Ef."
17,"The Lord said to the man, “You listened to your wife and ate the fruit I told you not to eat. And so, the ground will be under a curse because of what you did. As long as you live, you will have to struggle to grow enough food.","Ni Adam le̱, ekē̱le̱ ake̱: Ake̱ni obo oṅã le̱ toi ni oye tšo le̱ ni miwoö he kĩtã ake̱ okaye eyibii le̱ eko hewe̱ le̱, alomo̱ šikpoṅ sũ ye̱ ohewo̱, dšramo̱ mii ooye eno̱ nii ye̱, owala gbĩĩ abo̱ fẽ."
18,"Your food will be plants, but the ground will produce thorns and thistles.","Ni ṅmei ke̱ aṅlẽṅlẽ eewo ehão, ni ṅãno̱ bāi ooye."
19,"You will sweat all your life to earn a living; you were made out of soil, and you will once again turn into soil.”","Ohĩe *latšā mli ooye nii ye̱, ke̱-yaši beyino̱ ni ookũ ose̱ ke̱-ate šikpoṅ sũ mli, edšake̱ emli adšieo ke̱-dše̱. Edšake̱ sũ dšio, ni sũ mli ookũ ose̱ ke̱-ate! *"
20,The man Adam named his wife Eve because she would become the mother of all who live.,"Ni Adam tšē̱ eṅã le̱ gbe̱i Hawa, edšake̱ le̱ dši hĩekãle̱i fẽ anye."
21,Then the Lord God made clothes out of animal skins for the man and his wife.,"Ni Iehowa Nyoṅmo̱ fe wolo atadei ehã Adam ke̱ eṅã le̱, ni eṅõ-woame̱."
22,"The Lord said, “They now know the difference between right and wrong, just as we do. But they must not be allowed to eat fruit from the tree that lets them live forever.”","Ni Iehowa Nyoṅmo̱ kē̱: Na, Adam etšṍ *tamo̱ wo̱teṅ mokome, ni ele ekpakpa ke̱ efõṅ; ni agbe̱ne̱ beni afe ni ekakpã enine mli, ni etše wala tšo le̱ yibii le̱ hũ eko, nieye, ni ehĩe mīkã ke̱-mīya nāno̱! *K."
23,"So the Lord God sent them out of the Garden of Eden, where they would have to work the ground from which the man had been made.","Hewo̱ le̱ Iehowa Nyoṅmo̱ dšiele̱ ye̱ Eden trom le̱ mli, koni eyahũ šikpoṅ, nõ mli ni adšiele̱ ke̱-dše̱ le̱;"
24,"Then God put winged creatures at the entrance to the garden and a flaming, flashing sword to guard the way to the life-giving tree.","ni eſie Adam, ni eṅõ *kernbim ke̱ lalile̱i klante ni tšṍmoe̱ ebe eto Eden trom le̱ hĩe ye̱ bokãgbe̱, koni ebu wala tšo le̱ nāgbe̱ le̱ he. *Ezek."
2,"Later she had another son and named him Abel. Abel became a sheep farmer, but Cain farmed the land.","Ni efo̱ enyemi Habel efata he; ni Habel tšṍ tōkwe̱lo̱, ni Kain tšṍ šikpoṅhũlo̱."
3,"One day, Cain gave part of his harvest to the Lord,",Ni eba mli ake̱ ye̱ mli āhũ le̱ Kain ṅõ šikpoṅ nibānii le̱ eko eyašã afō̱le ehã Iehowa;
5,but not with Cain and his offering. This made Cain so angry that he could not hide his feelings.,"ši Kain ke̱ efo̱le le̱, ehĩe eso̱o̱ no. Ni Kain mli wo la naakpa, ni etũ ehĩe."
7,"If you had done the right thing, you would be smiling. But you did the wrong thing, and now sin is waiting to attack you like a lion. Sin wants to destroy you, but don't let it!","Aso ke̱dši ofe ekpakpa le̱, ohĩe baṅ nyam lo? ši ke̱dši ofee ekpakpa le̱, eša *bu šĩnā le̱ ši, ni bo ose̱gbe̱ etaoo̱; ši bo le̱ †ye eno̱. *Gal."
10,"Then the Lord said: Why have you done this terrible thing? You killed your own brother, and his blood flowed onto the ground. Now his blood is calling out for me to punish you.",Ni ekē̱: Meni ofe nē̱? Onyemi le̱ *lá gbē mīblo̱ mītšé̱mi ke̱-mīdše̱ šikpoṅ sũ le̱ mli! *Mat.
11,"And so, I'll put you under a curse. Because you killed Abel and made his blood run out on the ground, you will never be able to farm it again.","Ni agbe̱ne̱, alomo̱o ke̱-dše̱ šikpoṅ le̱ ni gble enā ni eke̱mī̃ onyemi le̱ lá le̱ ye̱ odeṅ le̱ no̱."
14,"“You're making me leave my home and live far from you. I will have to wander about without a home, and just anyone could kill me.”","Na, oſiemi ṅme̱ne̱ ke̱-dše šikpoṅ le̱ hĩe, ni matẽ mihe ke̱-dše̱ ohĩe, ni mitšṍ šikpalo̱ ke̱ kobo̱fo ye̱ šikpoṅ le̱ no̱, ni aaba mli ake̱ mofẽmo ni aanami le̱, eegbemi. Hiob"
15,“No!” the Lord answered. “Anyone who kills you will be punished seven times worse than I am punishing you.” So the Lord put a mark on Cain to warn everyone not to kill him.,"Ni Iehowa kē̱le̱ ake̱: Nohewo̱ le̱ mofẽmo ni aagbe Kain le̱, aato̱le̱ owele toi kpawo. Ni Iehowa kadi Kain, koni kē̱ moko nale̱ ni ekatſale̱ nõ."
17,"Later, Cain and his wife had a son named Enoch. At the time Cain was building a town, and so he named it Enoch after his son.","Ni Kain le eṅã le̱, ni ená mũsũ, ni efo̱ Henok. Ni eto maṅ, ni eṅõ ebi Henok gbe̱i ewo maṅ le̱."
23,"One day, Lamech said to his two wives, “A young man wounded me, and I killed him.","Ni Lamek kē̱ eṅãmei le̱ ake̱: Ada ke̱ Zila, nyenua migbē; nye Lamek ṅãmei, nyeboa miwiemo̱ le̱ toi! Ši mipilamo̱ hewo̱ migbe nū ko, ni mihe flawõ hewo̱ hũ migbe oblanyo ko."
24,Anyone who tries to get even with me will be punished ten times more than anyone who tries to get even with Cain.”,"Ké̱ aato̱ Kain he owele toi kpawo le̱, asane̱kwa Lamek le̱, toi nyoṅmai-kpawo ke̱ kpawo! K."
25,"Adam and his wife had another son. They named him Seth, because they said, “God has given us a son to take the place of Abel, who was killed by his brother Cain.”","Ni Adam le eṅã le̱ ekoṅ, ni efo̱ binū, ni ewole̱ gbe̱i ake̱ Set; edšake̱ ekē̱: Nyoṅmo̱ eṅõ seši kroko etomi Habel nãdšiaṅ, edšakē̱ Kain egbele̱."
26,"Later, Seth had a son and named him Enosh. About this time people started worshiping the Lord.","Ni Set hũ fo̱ binū, ni ewole̱ gbe̱i ake̱ Enoš. No be le̱ mli abõi *Iehowa gbe̱i tšé̱mo̱. *"
2,"God created men and women to be like himself. He gave them his blessing and called them human beings. The following is a list of the descendants of Adam, the first man:","nū ke̱ yō ebo̱ame̱, ni edšō̱ame̱, ni ewoame̱ gbe̱i ake̱ gbomo, gbĩ no̱ ni abo̱ame̱ le̱."
24,and God took him away at the age of,"ni Henok ke̱ Nyoṅmo̱ nyie, ni anaale̱, edšake̱ Nyoṅmo̱ ṅõle̱ ke̱-te."
29,"Lamech said, “I'll name him Noah because he will give us comfort, as we struggle hard to make a living on this land that the Lord has put under a curse.”","ni ewole̱ gbe̱i ake̱ Noa, ni ekē̱: Mone̱ baše̱dše wo̱mī ye̱ wo̱nitšume̱i ke̱ wo̱nidšiaṅ to̱le̱i le̱ ni dše̱ šikpoṅ le̱ *lōmo̱ ni Iehowa elomo̱le̱ le̱ bewo̱ le̱ mli. *"
9,and this is the story about him. Noah was the only person who lived right and obeyed God.,"Mene̱mei dši Noa sešibii le̱: Noa dši *dšalo̱, ni eye emū ye̱ eyino̱bii le̱ ateṅ; ni Noa ke †Nyoṅmo̱ nyie. *Heb."
10,"He had three sons: Shem, Ham, and Japheth.",Ni Noa fo̱ bihĩĩ etẽ: Šem ke̱ Ham ke̱ Iafet.
14,Get some good lumber and build a boat. Put rooms in it and cover it with tar inside and out.,"Ṅõ gofertšo ofe adeka ohã ohe, ni ofe tšũi ye̱ adeka le̱ mli, ni owo emli ke̱ ehe amã."
22,Noah did everything God told him to do.,"Ni Noa fe nakai; bo̱ni Nyoṅmo̱ fã́le̱ le̱, nakai pe̱pē̱pe̱ efe."
17,I'm going to send a flood that will destroy everything that breathes! Nothing will be left alive.,"Ši mi le̱, na, mike̱ nu afua mība šikpoṅ le̱ no̱, koni mike̱-kpãtã helo fẽ ní wala mumo̱ yo̱ mli le̱ hĩe ke̱-dše̱ ṅwei šiši; nofẽno ni yo̱ šikpoṅ le̱ no̱ aaplenē."
18,"But I solemnly promise that you, your wife, your sons, and your daughters-in-law will be kept safe in the boat.","Ši mate kpãṅmo̱ ši mamã mike̱o teṅ, ni oobote adeka le̱ mli, bo ke̱ obihĩĩ le̱ ke̱ oṅã ke̱ obihĩĩ le̱ aṅãmei le̱."
20,"Take into the boat with you a male and a female of every kind of animal and bird, as well as a male and a female of every reptile. I don't want them to be destroyed.","Lofõdši ye̱ ame̱heno̱, ke̱ koloi ye̱ ame̱heno̱, ke̱ nii ni wamoo̱ ye̱ ame̱heno̱, sro̱toi fẽ enyo̱nyo̱ aba oṅõ, koni ahere ame̱yiwala."
21,Store up enough food both for yourself and for them.,"Ni bo le̱, ṅõ niyenii fẽ ní ayeo̱ le̱ eko ke̱-ba oṅō, ni obna nā ohã bodientše̱ ke̱ame̱ yeli."
9,He obeyed God and took a male and a female of each kind of animal and bird into the boat with him.,"enyo̱nyo̱ dše̱ ame̱teṅ te Noa ṅõ ye̱ adeka le̱ mli, nū ke̱ yō, take̱ bo̱ni *Ie-howa fã́ Noa le̱. *"
10,Seven days later a flood began to cover the earth.,Ni eba mli ake̱ gbĩĩ kpawo le̱ se̱ le̱ nu afua le̱ ba šikpoṅ le̱ no̱.
12,"The water under the earth started gushing out everywhere, the sky opened like windows, and rain poured down for",ni nyoṅmo̱ tue ye̱ šikpoṅ le̱ no̱ ſaneſane ke̱ nyōṅnyōṅ gbĩĩ nyoṅmai-edfe̱.
13,"On that day Noah and his wife went into the boat with their three sons, Shem, Ham, and Japheth, and their wives.","Nakai gbĩ le̱ no̱ noṅṅ Noa ke̱ ebii le̱, Šem ke̱ Ham ke̱ Iafet, ke̱ Noa ṅã le̱ ke̱ ebii le̱ aṅãmei etẽ le̱ bote adeka le̱ mli,"
20,"Finally, the mighty flood was so deep that even the highest mountain peaks were about seven meters below the surface of the water.",Ninetalo̱i nyoṅma ke̱ enumo̱ nui le̱ kwo̱ ke̱-teke gõdši ni eha ame̱no̱ le̱ ano̱.
24,"A hundred fifty days later, the water started going down.","Ni nni le̱ damo̱ šikpoṅ le̱ no̱, gbĩĩ oha ke̱ nyoṅmai-enumo̱."
10,Seven days later Noah sent the dove out again.,"Ni emẽ gbĩĩ kpawo kroko, ni esā etšũ okpo le̱ ekoṅ ke̱-dše̱ adeka le̱ mli."
11,"It returned in the evening, holding in its beak a green leaf from an olive tree. Noah knew the water was finally going down.","Ni okpo le̱ ba eṅõ gbe̱ke̱nãši, ni na, mũtšo-bāfo̱ kõ enā; ni Noa ná le ake̱ nui le̱ emī̃ ye̱ šikpoṅ le̱ no̱."
12,"He waited seven more days before sending the dove out again, and this time it did not return.","Ni esã emẽ gbĩĩ kpawo kroko hũ, ni etšũ okpo le̱; ni ekũũ ese̱ ke̱-baa eṅõ doṅṅ."
16,"“You, your wife, your sons, and your daughters-in-law may now leave the boat.","Dše adeka le̱ mli, bo ke̱ oṅã ke̱ obii ke̱ obii aṅãmei ni fata ohe le̱."
18,"After Noah and his family had left the boat,",Ni Noa ke̱ ebii le̱ ke̱ eṅã ke̱ ebii le̱ aṅãmei ni fata ehe le̱ dše kpo;
21,"The smell of the burning offering pleased the Lord, and he said: Never again will I punish the earth for the sinful things its people do. All of them have evil thoughts from the time they are young, but I will never destroy everything that breathes, as I did this time.","Ni beni Iehowa here ṅma dšũrõ le̱, Iehowa kē̱ ye̱ etšui mli ake̱; Milomo̱ṅ šikpoṅ le̱ ye̱ gbomo hewo̱ doṅṅ; edšake̱ gbomo *tšuiṅ dſẽṅmo̱ le̱ efõṅ dši ke̱-dše̱ egbekẽbiiaši; ni asaṅ †mitſiaṅ nofëno ni hĩe kã le̱ nii butū tamo̱ bo̱ni mife ne̱ doṅṅ."
22,"As long as the earth remains, there will be planting and harvest, cold and heat; winter and summer, day and night.","Gbĩĩ abo̱ fẽ ni šikpoṅ le̱ yo̱ ne̱, nidũmo̱ ke̱ nikpamo̱, fẽi ke̱ latšā, agbie̱nā ke̱ aharabata ke̱ ſane ke̱ nyõṅ se̱ efoṅ. Ier."
7,"I want you and your descendants to have many children, so people will live everywhere on earth.","Ni nye le̱, nyefo̱a ni nyeyi afáa; ni nyewoa ſiei babaō ye̱ šikpoṅ le̱ no̱, ni nyeyi afáa ye̱ no̱."
11,I promise every living creature that the earth and those living on it will never again be destroyed by a flood.,"Ni mahã mikpãṅmo̱ ní mike̱nye ekpãṅ le̱ amã ši, ni nu afua le̱ ebaplenẽṅ helo fẽ doṅṅ, ni asaṅ nu afua ko ebakpãtãṅ šikpoṅ le̱ hĩe gbĩkogbĩko."
13,The rainbow that I have put in the sky will be my sign to you and to every living creature on earth. It will remind you that I will keep this promise forever.,"Miṅõ mikwãbue̱te̱ mito atatui le̱ amli, ni efe kpāṅmo̱ ni yo̱ mike̱ šikpoṅ le̱ teṅ le̱ he okadi."
14,"When I send clouds over the earth, and a rainbow appears in the sky,","Ni aaba mli ake̱, ke̱dši mihã atatui wo ye̱ šikpoṅ le̱ no̱, ke̱ke̱ le̱ aana kwābue̱te̱ le̱ ye̱ atatui le̱ amli,"
15,I will remember my promise to you and to all other living creatures. Never again will I let floodwaters destroy all life.,"ni makai mikpãṅmo̱ le̱ ni mike̱nye ke̱ wala snsuma-fẽ-wala susuma ní yo̱ helo fẽ mli ekpãṅ le̱, ni nui le̱ tšṍṅ afua ni eekpãtã helo fẽ hĩe doṅṅ;"
18,"Noah and his sons, Shem, Ham, and Japheth, left the boat. Ham later had a son named Canaan.","Ni Noa bii le̱ ni dše adeka le̱ mli le̱ dši Šem ke̱ Ham ke̱ Iafet. Ni Ham le̱, Kanaan tše̱ dšile̱."
19,All people on earth are descendants of Noah's three sons.,Mene̱mei dši Noa hii etẽ le̱; ni ame̱mli mei dše̱ ſã šikpoù mū le̱ fẽ no̱.
20,Noah farmed the land and was the first to plant a vineyard.,"Ni Noa dše šiši ni etšṍ šikpoṅhũlo̱, ni efe weintrom."
21,One day he got drunk and was lying naked in his tent.,"Ni enu wein le̱ eko, ni eto̱, ni ekã ebũ le̱ mli ke̱ ehe flo."
22,"Ham entered the tent and saw him naked, then went back outside and told his brothers.","Ni Ham, Kanaan tše̱ le̱, yana etše̱ yayaiaṅ, ni eyakē̱ enyemimei enyo̱ le̱ ye̱ agbó le̱ nā. Abe̱i"
23,"Shem and Japheth put a robe over their shoulders and walked backwards into the tent. Without looking at their father, they placed it over his body.","Ši Šem ke̱ Iafet ko̱ mama ni ame̱ṅõ-fõ ame̱yi enyo̱ le̱ fẽ ame̱kõdši ano̱, ni ame̱nyie se̱se̱, ni ame̱te ni ame̱ke̱-yaha ame̱tše̱ yayaiaṅ; ši ame̱tšṍmo̱ ame̱hĩeaṅ ame̱hã se̱gbe̱, ni ame̱naa ame̱tše̱ yayaiaṅ."
24,"When Noah sobered up and learned what his youngest son had done,","Ši beni Noa hĩe tšere̱le̱ ke̱-dše̱ edā̃tō̱ le̱ mli, ni ená ele noni ebi gbekẽ le̱ efele̱ le̱"
25,"he said, “I now put a curse on Canaan! He will be the lowest slave of his brothers.","ekē̱: Alomo̱ Kanaan, nyṍdši anyṍṅ eetšṍ ehā enyemimei le̱!"
26,I ask the Lord my God to bless Shem and make Canaan his slave.,"Ni esā eké̱: Aadšō̱ Iehowa, Šem Nyoṅmo̱ le̱, ni Kanaan aatšṍ enyṍṅ! Rom."
27,I pray God will give Japheth more and more land and let him take over the territory of Shem. May Canaan be his slave.”,"Nyoṅmo̱ aabā Iafet mli alē̱, ni *eehī Šem bũi le̱ amli, ni Kanaan aatšṍ ame̱-nyṍṅ! *Ef."
5,"Japheth's descendants had their own languages, tribes, and land. They were Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras. Gomer was the ancestor of Ashkenaz, Riphath, and Togarmah. Javan was the ancestor of Elishah, Tarshish, Kittim, and Dodanim, who settled along the coast. The Descendants of Ham","Mene̱mei amli mei dše̱ ſã dšeṅmādši le̱ aṅšo̱kpo̱i le̱ ano̱, ye̱ ame̱šikpõdši le̱ ano̱, mofẽmo ke̱ ewiemo̱, ye̱ ame̱kutšei ke̱ ame̱dšeṅmādši le̱ anā. Zak."
32,This completes the list of Noah's descendants. After the flood their descendants became nations and spread all over the world.,Mene̱mei dši Noa bii le̱ awekui ye̱ ame̱sešibii le̱ anã ye̱ ame̱mãdši le̱ amli; ni mene̱mei amli dšeṅmãdši le̱ dše̱ fã šikpoṅ le̱ ṅo̱ ye̱ nu afua le̱ se̱.
4,"they said: Let's build a city with a tower that reaches to the sky! We'll use hard bricks and tar instead of stone and mortar. We'll become famous, and we won't be scattered all over the world.","Ni ame̱kē̱: Yiē̱, nyehãa wo̱toa maṅ wo̱hãa wo̱he, ni wo̱mãa mõ ni eyiteṅ ayaši ṅwei, ni wo̱ke̱-he gbe̱i, koni wo̱-kaſã šikpoṅ mü le̱ fẽ no̱."
5,"But when the Lord came down to look at the city and the tower,","Ni Iehowa *kpleke ši ke̱-ha, ni ebakwe̱ maṅ ke̱ mõ ní gbomei abii le̱ mãa le̱. *"
6,he said: These people are working together because they all speak the same language. This is just the beginning. Soon they will be able to do anything they want.,"Ni Iehowa kē̱: Na, maṅ kome ni, ni ame̱fẽ ame̱ye̱ nābu kome; ni ene̱ ame̱-bõi femo̱ ne̱; ni agbe̱ne̱ le̱, noni ame̱susu ake̱ ame̱afe le̱ atšĩṅame̱ ekoeko gbe̱."
11,"Two years after the flood, when Shem was","Ni beni Šem fo̱ Arpakšad se̱ le̱, eye afii ohai-enumo̱, ni efo̱ bihĩĩ ke̱ biyei."
13,Arpachshad had more children and died at the age of,"Ni beni Arpakšad fo̱ Šela se̱ le̱, eye afii ohai-edfe̱ ke̱ etẽ, ni efo̱ bihĩĩ ke̱ biyei."
15,Shelah had more children and died at the age of,"Ni beni Šela fo̱ Eber se̱ le̱, eye afii ohai-edſe̱ ke̱ etẽ, ni efo̱ bihĩĩ ke̱ biyei."
