verse_number,english_verse,translation_verse
17,"Then God put these lights in the sky to shine on the earth,",Ɔyɛle ɛhye mɔ ɔzieziele anwomanyunlu anwuma lɔ kɛ bɛda bɛmaa wienyi ɛrɛla azɛlɛ ye azo.
18,"to rule day and night, and to separate light from darkness. God looked at what he had done, and it was good.","Ɔyɛle kɛ bɛda alehyenlɛ nee aledwolɛ nu, amaa bɛade wienyi ne bɛavi awozinli ne anwo. Na Nyamenle nwunle mɔɔ yeyɛ la kɛ ɔle kpalɛ."
19,"Evening came, then morning—that was the fourth day. The Fifth Day",Aleɛ dwole na aleɛ hyenle; kenle ne mɔɔ tɔ zolɛ nna la ɛne.
20,"God said, “I command the ocean to be full of living creatures, and I command birds to fly above the earth.”","Na Nyamenle zele kɛ, “Nzule nu anyewɔzo abɔdeɛ ngakyile muala ɛrɛla, na nloma mɔɔ tu dua anwomanyunlu la ɛrɛla.”"
21,"So God made the giant sea monsters and all the living creatures that swim in the ocean. He also made every kind of bird. God looked at what he had done, and it was good.","Yemɔti Nyamenle bɔle nyevile nu abɔdeɛ mgbole anwo ɛzulolɛ muala nee nzule nu anyewɔzo abɔdeɛ biala nee bɛ ɛsaso, nee nloma kɔsɔɔti nee bɛ ɛsaso. Na Nyamenle nwunle kɛ ɔle kpalɛ."
22,Then he gave the living creatures his blessing—he told the ocean creatures to increase and live everywhere in the ocean and the birds to increase everywhere on earth.,"Nyamenle yilale bɛ muala na ɔzele kɛ, “Bɛlɔ, bɛyɛ dɔɔnwo bɛyi azule nee nyevile,” na ɔzele nloma noko kɛ, “Bɛdabɛ bɛda, bɛyɛ mɔnwo mɔnwo wɔ azɛlɛ ye azo.”"
23,"Evening came, then morning—that was the fifth day. The Sixth Day",Aleɛ dwole na aleɛ hyenle; kenle ne mɔɔ tɔ zolɛ nnu la ɛne.
24,"God said, “I command the earth to give life to all kinds of tame animals, wild animals, and reptiles.” And that's what happened.","Akee Nyamenle zele kɛ, “Anyewɔzo abɔdeɛ ɛrɛla azɛlɛ ye azo, biala nee ye ɛsaso: nlankɛ nee ninyɛne mɔɔ twenle bɛ nwo aze la amuala nee nanemgbole, ko biala nee ye ɛsaso.” Na ɔyɛle zɔhane."
25,"God made every one of them. Then he looked at what he had done, and it was good.","Na Nyamenle bɔle azɛlɛ ye azo nanemgbole, ko biala nee ye ɛsaso: nlankɛ nee ninyɛne mɔɔ twenle bɛ nwo aze la amuala, ko biala nee ye ɛsaso. Na Nyamenle nwunle kɛ ɔle kpalɛ."
26,"God said, “Now we will make humans, and they will be like us. We will let them rule the fish, the birds, and all other living creatures.”","Akee Nyamenle zele kɛ, “Bɛmaa yɛyɛ sonla kɛ yɛdayɛ yɛ ɛsaso yɛmaa ɔzɔho yɛ, na yɛmaa bɛnlea azule nee nyevile nu fɛlɛ, nloma mɔɔ wɔ anwomanyunlu, nyɛmoa nee nanemgbole nee debie biala mɔɔ twenle ɔ nwo aze wɔ azɛlɛ ye azo la anwo zo.”"
27,So God created humans to be like himself; he made men and women.,Yemɔti Nyamenle bɔle sonla kɛ ɔdaye ye ɛsaso la; ɔdaye Nyamenle mumua ne ye ɛsaso a ɔnleanle ɔbɔle sonla a. Ɔbɔle bɛ nrenya nee raalɛ.
28,"God gave them his blessing and said: Have a lot of children! Fill the earth with people and bring it under your control. Rule over the fish in the ocean, the birds in the sky, and every animal on the earth.","Na Nyamenle yilale bɛ, na ɔzele kɛ, “Bɛlɔ, bɛyɛ mɔnwo mɔnwo, bɛyi azɛlɛ ye na bɛzie azɛlɛ ye. Eza bɛzie azule nee nyevile nu fɛlɛ, anwomanyunlu nloma nee azɛlɛ ye azo abɔdeɛ biala mɔɔ die ɛnwomenle la.”"
30,"And I have given the green plants as food for everything else that breathes, including animals, both wild and tame, and birds. And so it was.",Meva ndile muala noko memaa debie biala mɔɔ lɛ ngoane wɔ ye nuhua: azɛlɛ ye azo nane kɔsɔɔti nee anwomanyunlu nloma nee ninyɛne mɔɔ twenle bɛ nwo aze la amuala kɛ bɛli.” Na ɔyɛle zɔhane.
31,"God looked at what he had done. All of it was very good! Evening came, then morning—that was the sixth day.",Na Nyamenle nwunle kɛ debie biala mɔɔ yeyɛ la le kpalɛ kpole. Aleɛ dwole na aleɛ hyenle; kenle ne mɔɔ tɔ zolɛ nsia la ɛne.
1,So the heavens and the earth and everything else were created. The Seventh Day,"Ɛnee kɛ Nyamenle zile bɔle anwuma nee aze, nee ninyɛne mɔɔ wɔ nu la amuala la ɛne."
4,"That's how God created the heavens and the earth. The Garden of Eden When the Lord God made the heavens and the earth,","Ɛnee kɛ Nyamenle zile bɔle anwuma nee aze la ɛne. Yidɛn tola ne Mekɛ mɔɔ Ɛdɛnkɛma Nyamenle bɔle anwuma nee azɛlɛ ye la,"
5,"no grass or plants were growing anywhere. God had not yet sent any rain, and there was no one to work the land.","ɛnee baka biala ɛngyi azɛlɛ ye azo, yɛɛ ndile biala ɛtɛfifile, ɔluakɛ ɛnee Ɛdɛnkɛma Nyamenle ɛtɛmanle ezule ɛtɛtɔle azɛlɛ ye azo, yɛɛ ɛnee sonla ɛnle zolɛ na yeazo zolɛ ɛya."
6,But streams came up from the ground and watered the earth.,Noko ɛnee nzule vi azɛlɛ bo finde bu azɛlɛ ne azo amuala tɛloo.
7,"The Lord God took some soil from the ground and made a man. God breathed life into the man, and the man started breathing.","Na Ɛdɛnkɛma Nyamenle vale ndɛtɛlɛ nwonle sonla na ɔliele ngoane ɛnwomenle ɔguale ɔ bonyi nu, na sonla nyianle ngoane."
8,"The Lord made a garden in a place called Eden, which was in the east, and he put the man there.","Akee Ɛdɛnkɛma Nyamenle hyele tola wɔ Yidɛn, wɔ aduduleɛ nehane, na ɔmanle sonla ne mɔɔ yebɔ la dɛnlanle ɛkɛ."
9,The Lord God filled the garden with all kinds of beautiful trees and fruit trees. Two other trees were in the middle of the garden. One of these gave life—the other gave the wisdom to know the difference between right and wrong.,Na Ɛdɛnkɛma Nyamenle manle mbaka kɔsɔɔti mɔɔ le ngɛnlɛma nee mɔɔ bɛdi a ɔyɛ boɛ la fifile; ɔmanle ngoane baka ne yɛɛ baka ne mɔɔ maa ɛkola ɛnwu kpalɛ nee ɛtane la ɔdaye bɛfifile tola ne anu.
10,"From Eden a river flowed out to water the garden, then it divided into four rivers.","Azule la Yidɛn na ɔse ɔdoɔloa tola ne anu. Azule ne dwu tola ne anu a, ɔkpakye nna."
11,"The first one is the Pishon River that flows through the land of Havilah,",Bɛfɛlɛ azule ne asa ɛhane ne mɔɔ lumua la Paehyɔn; ɔse ɔdua Havelaa azɛlɛ ne mɔɔ ezukoa nvutuke wɔ zolɛ la azo.
13,The second is the Gihon River that winds through Ethiopia.,"Azule ne asa ɛhane ne mɔɔ tɔ zolɛ nwiɔ la, bɛfɛlɛ ye Gaehyɔn; ɔse ɔdua Kɛhye azɛlɛ ne azo."
14,"The Tigris River that flows east of Assyria is the third, and the fourth is the Euphrates River.","Mɔɔ tɔ zolɛ nsa la, bɛfɛlɛ ye Taegelese; ɔse ɔdua Aselea maanle ne aduduleɛ, yɛɛ mɔɔ tɔ zolɛ nna la, bɛfɛlɛ ye Yufileti."
15,The Lord God put the man in the Garden of Eden to take care of it and to look after it.,Ɛdɛnkɛma Nyamenle manle sonla hɔdɛnlanle Yidɛn tola ne anu kɛ ɔyɛ nu egyinli na ɔziezie ɛkɛ.
16,"But the Lord told him, “You may eat fruit from any tree in the garden,","Ɔzele ye kɛ, “Ɛkola ɛdi bakama biala mɔɔ wɔ tola ye anu la bie,"
17,"except the one that has the power to let you know the difference between right and wrong. If you eat any fruit from that tree, you will die before the day is over!”","na kpalɛ nee ɛtane ɛnwunlɛ baka ne, yemɔ mmadi ye ma ne bie, ɔluakɛ kenle ko ne mɔɔ ɛkɛli bie la, ɛbawu.”"
18,"The Lord God said, “It isn't good for the man to live alone. I will make a suitable partner for him.”","Akee Ɛdɛnkɛma Nyamenle zele kɛ, “Ɔnle kpalɛ kɛ menwɔmaa sonla angomekye kɛdɛnla; mebabɔ ye ɛsaso boavolɛ meamaa ye.”"
20,So the Lord took some soil and made animals and birds. He brought them to the man to see what names he would give each of them. Then the man named the tame animals and the birds and the wild animals. That's how they got their names. None of these was the right kind of partner for the man.,"Sonla totonle nyɛmoa ne mɔ aluma ngoko ngoko, ɔtotonle nloma mɔɔ tu dua anwomanyunlu la aluma yɛɛ ɔtotonle nanemgbole mɔɔ wɔ ɛbɔ nu la aluma. Na ɔdaye sonla ɛdeɛ, yeannyia ye ɛsaso boavolɛ biala."
21,"So the Lord God made him fall into a deep sleep, and he took out one of the man's ribs. Then after closing the man's side,",Yemɔti Ɛdɛnkɛma Nyamenle manle sonla lafele kpole bie na ɔyele ɔ nvenle foa bowule ko na ɔvale nwonane ɔduale ɔ bo zo ne.
22,"the Lord made a woman out of the rib. The Lord God brought her to the man,",Ɛdɛnkɛma Nyamenle vale bowule ne mɔɔ ɔyele la ɔyɛle sonla raalɛ na ɔvale ye ɔrɛlɛle nrenya ne.
23,"and the man exclaimed, “Here is someone like me! She is part of my body, my own flesh and bones. She came from me, a man. So I will name her Woman!”","Na nrenya ne zele kɛ, Ɛhye le me mbowule nu bowule, ɔle me nwonane nu nwonane; bɛbavɛlɛ ye “Raalɛ”, ɔboalekɛ ɔvi sonla nrenya nu a ɔrale a."
24,"That's why a man will leave his own father and mother. He marries a woman, and the two of them become like one person.","Yemɔti a nrenya fi ɔ ze nee ɔ nli anwo na ɔfa ɔ nwo ɔbɔ ɔ ye anwo kyengye, na bɛ mu nwiɔ bɛbɔ nu bɛyɛ nwonane ko a."
25,"Although the man and his wife were both naked, they were not ashamed.","Ɛnee nrenya ne nee ɔ ye ne lɛ bɛ nwo zɔ, noko bɛnze nwolɛ nyiane."
1,"The snake was sneakier than any of the other wild animals that the Lord God had made. One day it came to the woman and asked, “Did God tell you not to eat fruit from any tree in the garden?”","Ɛwɔlɛ le mɛlɛbɛla tɛla ɛbɔ nu nane biala mɔɔ Ɛdɛnkɛma Nyamenle bɔle la. Ɔbizale raalɛ ne kɛ, “Yemɔti Nyamenle ɛze bɛ kɛ, ‘Bɛmmadi mbakama mɔɔ wɔ tola ye anu la biala bie’ ɔ?”"
2,"The woman answered, “God said we could eat fruit from any tree in the garden,","Raalɛ ne buale ɛwɔlɛ ne kɛ, “Yɛkola yɛdi mbakama mɔɔ wɔ tola ye anu la biala bie;"
3,"except the one in the middle. He told us not to eat fruit from that tree or even to touch it. If we do, we will die.”","na Nyamenle zele yɛ kɛ, ‘Bɛmmadi baka ne mɔɔ gyi tola ne avinli lɔ la ma ne bie, eza bɛmmafa bɛ sa bɛka ye anrɛɛ bɛkɛwu.’ ”"
4,"“No, you won't!” the snake replied.","Ɛwɔlɛ ne hanle hilele raalɛ ne kɛ, “Bɛnrɛwu."
5,"“God understands what will happen on the day you eat fruit from that tree. You will see what you have done, and you will know the difference between right and wrong, just as God does.”","Nyamenle ze kɛ saa bɛdi baka ne ma ne bie a bɛ nye babuke na bɛayɛ kɛ ɔdaye Nyamenle la, na bɛanwu mɔɔ le kpalɛ, bɛannwu mɔɔ le ɛtane la.”"
6,"The woman stared at the fruit. It looked beautiful and tasty. She wanted the wisdom that it would give her, and she ate some of the fruit. Her husband was there with her, so she gave some to him, and he ate it too.","Yemɔti mɔɔ raalɛ ne nwunle kɛ baka ne ma ne le kɛnlɛma, na bɛdi a ɔle kpalɛ, na ɔwɔ kɛ sonla di bie na ɔnwu nrɛlɛbɛ la, ɔdele bie ɔlile, na ɔdele bie ɔhɔmanle ɔ hu lile."
7,"At once they saw what they had done, and they realized they were naked. Then they sewed fig leaves together to cover themselves.",Ɛkɛ ne ala bɛ mu nwiɔ bɛ nye dele na bɛnwunle kɛ bɛlɛ bɛ nwo zɔ; bɛkpomgbale feege nya bɛwowale bɛ nwo.
8,"Late in the afternoon, when the breeze began to blow, the man and woman heard the Lord God walking in the garden. So they hid behind some trees. Sin Brings a Curse","Nzinlii mɔɔ aleɛ ne bɔle ɔ nloa aze la, bɛdele Ɛdɛnkɛma Nyamenle agyakɛ abo kɛ ɔlɛkpɔsa tola ne anu, na bɛnriandile bɛhɔveale tola ne anu mbaka ne mɔ anu, amaa yeannwu bɛ."
9,"The Lord God called out to the man and asked, “Where are you?”","Na Ɛdɛnkɛma Nyamenle vɛlɛle nrenya ne na ɔbizale ye kɛ, “Ɛwɔ nienwu?”"
10,"The man answered, “I was naked, and when I heard you walking through the garden, I was frightened and hid!”","Nrenya ne buale kɛ, “Mendele ɛ gyakɛ abo wɔ tola ne anu, na ɛnee mesulo, ɔboalekɛ melɛ me nwo zɔ, yɛɛ menveale a.”"
11,“How did you know you were naked?” God asked. “Did you eat any fruit from that tree in the middle of the garden?”,"Nyamenle bizale ye kɛ, “Nwane a hanle hilele wɔ kɛ ɛlɛ ɛ nwo zɔ a? Ɛnee wɔli bakama ne mɔɔ menduale wɔ kɛ ɛmmadi bie la bie ɔ?”"
12,"“It was the woman you put here with me,” the man said. “She gave me some of the fruit, and I ate it.”","Nrenya ne buale kɛ, “Raalɛ ne mɔɔ ɛvale ye ɛmanle me la, yemɔ a vale manle me a, yɛɛ menlile a.”"
13,"The Lord God then asked the woman, “What have you done?” “The snake tricked me,” she answered, “and I ate some of that fruit.”","Ɛdɛnkɛma Nyamenle bizale raalɛ ne kɛ, “Duzu debie a wɔyɛ la?” Raalɛ ne buale kɛ, “Ɛwɔlɛ ne bɛlɛbɛlale me, lile me adwenle yɛɛ menlile bie a.” Nyamenle bua ndɛne"
14,"So the Lord God said to the snake: “Because of what you have done, you will be the only animal to suffer this curse— For as long as you live, you will crawl on your stomach and eat dirt.","Ɛdɛnkɛma Nyamenle zele ɛwɔlɛ ne kɛ, “Ɔlua ɛhye mɔɔ wɔyɛ la ati, munzule ɛha wɔ wɔ nyɛmoa nee nanemgbole kɔsɔɔti avinli. Ɔvi ɛnɛ mɔɔ kɔ la ɛbahwenle ɛ ko aze na wɔali ndɛtɛlɛ kɔkpula mekɛ mɔɔ ɛkɛwu la."
15,"You and this woman will hate each other; your descendants and hers will always be enemies. One of hers will strike you on the head, and you will strike him on the heel.”","Mebava ɛkpɔlɛ meado wɔ nee raalɛ ne, nee ɛ ra nee raalɛ ne ara avinli. Raalɛ ne ara bagelegele ɛ ti na ɛdawɔ wɔaha ɔ gyakɛ anzi.”"
16,"Then the Lord God said to the woman, “You will suffer terribly when you give birth. But you will still desire your husband, and he will rule over you.”","Akee ɔzele raalɛ ne kɛ, “Mebamaa wɔade nyane kpalɛ wɔ awolɛ nu; ɛbade nyane wɔ wɔ ralɛ ɛwolɛ nu, noko ɛ nwo balɔ ɛ hu na yeazie wɔ.”"
17,"The Lord said to the man, “You listened to your wife and ate the fruit I told you not to eat. And so, the ground will be under a curse because of what you did. As long as you live, you will have to struggle to grow enough food.","Na ɔzele Adam kɛ, “Kɛmɔ wɔdie ɛ ye aneɛ na wɔli bakama ne mɔɔ menzele wɔ kɛ ɛmmadi la bie la ati, ɔlua ɛ ti, munzule ɛha azɛlɛ ye; ɛtɛwule a ɛbavɛ na wɔanyia aleɛ wɔali."
18,"Your food will be plants, but the ground will produce thorns and thistles.","Mbaka nee ndile mɔɔ anwo le mbowule la bafifi azɛlɛ ye azo, noko ɛbɔ nu ala a ɛbadidi a."
19,"You will sweat all your life to earn a living; you were made out of soil, and you will once again turn into soil.”","Ɛbahwi ɛ ti anwo na wɔanyia aleɛ wɔali, kɔkpula mekɛ mɔɔ ɛkɛzia ɛkɛhɔ azɛlɛ ye anu bieko la, ɔluakɛ nuhua yɛɛ ɛvi ɛrale a; ɛle ndɛtɛlɛ na ɛbazia wɔahɔ ndɛtɛlɛ nu.”"
20,The man Adam named his wife Eve because she would become the mother of all who live.,"Ɛhye anzi, nrenya ne donle ɔ ye duma na ɔvɛlɛle ye Yive, ɔboalekɛ ɔle menli kɔsɔɔti bɛ nli."
21,Then the Lord God made clothes out of animal skins for the man and his wife.,Akee Ɛdɛnkɛma Nyamenle kpomgbale nane nwoma adɛladeɛ manle Adam nee ɔ ye Yive wulale. Bɛvoa Adam nee Yive bɛvi tola ne anu
22,"The Lord said, “They now know the difference between right and wrong, just as we do. But they must not be allowed to eat fruit from the tree that lets them live forever.”","Akee Ɛdɛnkɛma Nyamenle zele kɛ, “Bɛnlea, kɛkala sonla ɛyɛ kɛ yɛ nuhua ko la, yenwu kpalɛ nee ɛtane. Saa yɛannea ye boɛ a ɔbali ngoane baka ne ɔdaye ye ma ne bie na yeadɛnla ngoane nu dahuu.”"
23,"So the Lord God sent them out of the Garden of Eden, where they would have to work the ground from which the man had been made.",Yemɔti Ɛdɛnkɛma Nyamenle voanle ye vile Yidɛn tola ne anu kɛ ɔhɔ ɔhɔyɛ azɛlɛ ne mɔɔ ɔvi nu ɔrale la azo egyinli.
24,"Then God put winged creatures at the entrance to the garden and a flaming, flashing sword to guard the way to the life-giving tree.","Ɛdɛnkɛma Nyamenle voanle sonla vile tola ne anu, na ɔvale tease abɔdeɛma nee dadeɛ mɔɔ ɛlɛsɔ na ɔpɛnepɛne ɔ nwo ɛleka biala la ɔrazinzale Yidɛn tola ne aduduleɛ adenle ne mɔɔ kɔ ngoane baka ne anwo la."
1,"Adam and Eve had a son. Then Eve said, “I'll name him Cain because I got him with the help of the Lord.”","Adam nee ɔ ye Yive lale, na Yive vale ɛkolɛ na ɔwole ralɛ nrenya. Bɛdonle ye Keen. Yive edwɛkɛ a le kɛ, “Ɔlua Ɛdɛnkɛma moalɛ zo mewo ralɛ nrenya.”"
2,"Later she had another son and named him Abel. Abel became a sheep farmer, but Cain farmed the land.","Nzinlii Yive wole Keen anzi ralɛ nrenya, na bɛdonle ye Ebɛle. Ebɛle ɛnee sie mboane, yɛɛ Keen yɛ egyinli."
3,"One day, Cain gave part of his harvest to the Lord,","Mekɛ hɔle bie la, Keen vale ye egyinli ne anu aleɛ ne bie bɔle azu manle Ɛdɛnkɛma."
4,"and Abel also gave an offering to the Lord. He killed the first-born lamb from one of his sheep and gave the Lord the best parts of it. The Lord was pleased with Abel and his offering,","Ebɛle noko hyele mboane mralɛ mɔɔ ye mboane ne mɔ bie lumuale wole bɛ la, na ɔvale bɛ nee bɛ ɛleka mɔɔ ɛlɔ kpalɛ la ɔbɔle azu ɔmanle Ɛdɛnkɛma. Ɛdɛnkɛma anye zɔle Ebɛle azubɔdeɛ ne,"
5,but not with Cain and his offering. This made Cain so angry that he could not hide his feelings.,na ɔ nye anzɔ Keen azubɔdeɛ ɛdeɛ ne. Ɛhye manle Keen ati zile aze na ɛya hunle ye kpole.
6,The Lord said to Cain: What's wrong with you? Why do you look so angry?,"Ɛdɛnkɛma bizale Keen kɛ, “Duzu ati a ɛ nyunlu ɛyɛ kpundikpundi na wɔva ɛya ɛ?"
7,"If you had done the right thing, you would be smiling. But you did the wrong thing, and now sin is waiting to attack you like a lion. Sin wants to destroy you, but don't let it!","Asoo saa ɛyɛle ye boɛ a, anrɛɛ ɛ nyunlu ɛnrɛra anyia? Na wɔanyɛ ye boɛ la, ɛtane ɛhɔ ɛ nwo nzia; ɔkpondɛ kɛ ɔfo ɛ nwo zo, na wɔmɔ yɛɛ ɔwɔ kɛ ɛfo ɔ nwo zo a.”"
8,"Cain said to his brother Abel, “Let's go for a walk.” And when they were out in a field, Cain attacked and killed him.","Ɛhye anzi Keen zele ɔ diema Ebɛle kɛ, “Maa yɛhɔ ɛbɔ nu.” Bɛhɔle la, Keen holole ɔ diema Ebɛle anwo zo na ɔhunle ye."
9,"Afterwards the Lord asked Cain, “Where is Abel?” “How should I know?” he answered. “Am I supposed to look after my brother?”","Na Ɛdɛnkɛma bizale Keen kɛ, “Ɛ diema Ebɛle wɔ nienwu?” Keen buale kɛ, “Menze, mame a menea me diema ne anwo zo a?”"
10,"Then the Lord said: Why have you done this terrible thing? You killed your own brother, and his blood flowed onto the ground. Now his blood is calling out for me to punish you.","Ɛdɛnkɛma bizale ye kɛ, “Duzu debie a wɔyɛ la? Ɛ diema ne mogya ne mɔɔ gua azɛlɛ ne anwo la ɛlɛsu avɛlɛ me."
12,"When you try to farm the land, it won't produce anything for you. From now on, you'll be without a home, and you'll spend the rest of your life wandering from place to place.","Ɔvi ɛnɛ mɔɔ kɔ la, debie biala mɔɔ ɛkɛlua ye azɛlɛ ye azo la ɛnrɛyɛ kpalɛ ɛnrɛmaa wɔ ɛlɛ; ɛkɛdɔ ɛ bɔ nu na mgbɔsamgbɔsa adɔ ɛ nwo wɔ azɛlɛ ye azo.”"
13,“This punishment is too hard!” Cain said.,"Na Keen hanle hilele Ɛdɛnkɛma kɛ, “Me ndeanlɛ ne bo me nwo zo."
14,"“You're making me leave my home and live far from you. I will have to wander about without a home, and just anyone could kill me.”","Wɔye me sa wɔvi azɛlɛ ye mɔɔ medidi zolɛ la anwo; wɔvoa me wɔvi ɛ nye zo. Mebadɔ ɛbɔ nu, na eza mgbɔsamgbɔsa adɔ me nwo wɔ azɛlɛ ye azo; saa awie biala nee me yia a, ɔbahu me.”"
15,“No!” the Lord answered. “Anyone who kills you will be punished seven times worse than I am punishing you.” So the Lord put a mark on Cain to warn everyone not to kill him.,"Na Ɛdɛnkɛma zele ye kɛ, “Kyɛkyɛ, ɔnle zɔhane! Awie biala mɔɔ kɛhu Keen la, bɛbali ye nzenralɛ fane nsuu bɛazie ɔ bo zo.” Na Ɛdɛnkɛma yɛle Keen nzonlɛ, amaa awie biala mɔɔ nee ye kɛyia la angu ye."
16,"But Cain had to go far from the Lord and live in the Land of Wandering, which is east of Eden. More and More People",Akee Keen vile Ɛdɛnkɛma anyunlu na ɔhɔdɛnlanle Nɔɔdo wɔ Yidɛn tola ne aduduleɛ. Keen abo zo amra
17,"Later, Cain and his wife had a son named Enoch. At the time Cain was building a town, and so he named it Enoch after his son.","Keen vale ɔ ye na ɔ ye wole ralɛ nrenya, bɛdonle ye Yinɔko. Keen kyekyele suakpole ko na ɔvale ɔ ra ne duma ɔdole zolɛ."
18,"Then Enoch had a son named Irad, who had a son named Mehujael, who had a son named Methushael, who had a son named Lamech.","Yinɔko wole ralɛ nrenya, bɛfɛlɛ ye Ayelade; Ayelade wole Mɛhugyeeyɛle. Mɛhugyeeyɛle wole Mɛtuhyeeyɛle, yɛɛ Mɛtuhyeeyɛle wole Leemɛke."
21,"Lamech and Adah had two sons, Jabal and Jubal. Their son Jabal was the first to live in tents and raise sheep and goats. Jubal was the first to play harps and flutes.",Gyeebale adiema nrenya a le Dwubale. Dwubale abo zo amra a le menli mɔɔ vale getaa nee fulutu bɔle edwɛne a.
22,"Lamech and Zillah had a son named Tubal Cain who made tools out of bronze and iron. They also had a daughter, whose name was Naamah.","Raalɛ Zela wole Tubale Keen, mɔɔ ɔ bo zo amra a vale mbulalɛ nee kɔbele yɛle ɛyazonlɛ nee konle ninyɛne la. Ɔ diema raalɛ a le Neeyama."
23,"One day, Lamech said to his two wives, “A young man wounded me, and I killed him.","Leemɛke zele ye mraalɛ ne mɔ kɛ, “Eda nee Zela, bɛdie me aneɛ; me ye mɔ, bɛdie mɔɔ melɛka la: Mehu kpavolɛ bie mɔɔ bɔle me, bodale me la."
24,Anyone who tries to get even with me will be punished ten times more than anyone who tries to get even with Cain.”,"Saa mɔɔ kɛhu Keen la bɛkɛli ye nzenralɛ fane nsuu a, ɛnee mɔɔ kɛhu medame Leemɛke la, bɛkɛli ye nzenralɛ fane abulasuu nee nsuu.” Sɛte nee Yinɔhye"
25,"Adam and his wife had another son. They named him Seth, because they said, “God has given us a son to take the place of Abel, who was killed by his brother Cain.”","Adam nee ɔ ye wole ralɛ nrenya bieko. Ɔ ye hanle kɛ, “Nyamenle ɛmaa me ralɛ nrenya ɛmaa meva mezie Ebɛle, mɔɔ Keen hunle ye la abo zo.” Na ɔdonle ye Sɛte."
