verse_number,english_verse,translation_verse
1,"When Jesus was born in the village of Bethlehem in Judea, Herod was king. During this time some wise men from the east came to Jerusalem","Ba dɛɛn lʋgɩ Zezi Zude tɩʋ kʋdoŋ nɩ mʋ, kʋ yɩrɩ mʋ Betelɩhɛm. Kʋ maa yɩ maŋa kalʋ Erɔdɩ dɛɛn na yɩ pɛ tɩn. Yiyǝn-yeenǝ badaara dɛɛn ma nuŋi wa-puli seeni ba ba ba yi Zeruzalɛm."
2,"and said, “Where is the child born to be king of the Jews? We saw his star in the east and have come to worship him.”","Ba laan ma bwe nɔɔna ba wɩ: «Bu wʋm ba na lʋgɩ sɩ o ji Zwifǝ pɛ tɩn wʋ yǝn mʋ? Bɛŋwaanɩ dɩbam nɛ calɩcʋa kalʋ na brɩ o lʋra kam tɩn na nuŋi bri-kwaga seeni, yɩ dɩbam ba sɩ dɩ́ zul-o.»"
3,"When King Herod heard about this, he was worried, and so was everyone else in Jerusalem.","Pɛ Erɔdɩ dɛɛn na ni kʋntʋ tɩn, liǝ maa jɩg-o dɩ nɔɔna balʋ maama na zʋʋrɩ Zeruzalɛm nɩ tɩn."
4,"Herod brought together the chief priests and the teachers of the Law of Moses and asked them, “Where will the Messiah be born?”","O laan ma bǝŋi Zwifǝ kaanɩm yigǝ tiinǝ bam maama, dɩdaanɩ Wɛ cullu karanyɩna tiinǝ bam, yɩ ba la daanɩ. O ma bwe-ba o wɩ: «Yǝn mʋ ba maŋɩ sɩ ba lʋ Krisi wʋm?»"
5,"They told him, “He will be born in Bethlehem, just as the prophet wrote,","Ba ma lǝr-o ba wɩ: «Kʋʋ́ ta yɩ Betelɩhɛm nɩ mʋ, Zude tɩʋ nɩ. Bɛŋwaanɩ faŋa faŋa Wɛ nijoŋnu wʋdoŋ pʋpʋnɩ o wɩ:"
6,"‘Bethlehem in the land of Judea, you are very important among the towns of Judea. From your town will come a leader, who will be like a shepherd for my people Israel.’ ”","‹Betelɩhɛm, tɩʋ kʋlʋ na yɩ balaŋa Zude tɩɩnɩ dɩm wʋnɩ tɩn, daɩ tɩʋ kʋlʋ na muri tɩn. Bɛŋwaanɩ nmʋ wʋnɩ mʋ baá lʋ dɩdɛɛrʋ wʋlʋ na wʋ́ ta nii a nɔɔna balʋ na yɩ Yisɩrayɛlɩ dwi tiinǝ tɩn baŋa nɩ.› »"
7,Herod secretly called in the wise men and asked them when they had first seen the star.,"Erɔdɩ na ni kʋntʋ tɩn, o ma daanɩ o bǝŋi yiyǝn-yeenǝ bam sɩ ba ba o te. O ma kwaanɩ o bwe-ba, sɩ o lwarɩ dɛ dɩm calɩcʋa kam na puli ka nuŋi tɩn."
8,"He told them, “Go to Bethlehem and search carefully for the child. As soon as you find him, let me know. I also want to go and worship him.”","O laan ma tʋŋɩ-ba sɩ ba vu Betelɩhɛm, yɩ o wɩ: «Ve-na á kwaanɩ á beeri bu wʋm jǝgǝ, sɩ á na nɛ-o, sɩ á joori á ba á ta á brɩ-nɩ, sɩ a dɩ vu a zul-o.»"
9,The wise men listened to what the king said and then left. And the star they had seen in the east went on ahead of them until it stopped over the place where the child was.,"Pɛ wʋm na tagɩ kʋntʋ dɩ ba tɩn, ba laan ma zaŋɩ ba maa kɛa. Ba na maa kɛ tɩn, ba ma da ba na calɩcʋa kalʋ ba ya na maŋɩ ba na wa-puli seeni tɩn. Ka laan maa wʋ ba yigǝ nɩ wɛyuu nɩ ka veǝ, yɩ ka vu ka zɩgɩ ka maŋɩ dɩ bu wʋm na wʋ mɛ tɩn."
10,They were thrilled and excited to see the star.,Kʋ ma pa ba tiini ba jɩgɩ wʋpolo lanyɩranɩ.
11,"When the men went into the house and saw the child with Mary, his mother, they knelt down and worshiped him. They took out their gifts of gold, frankincense, and myrrh and gave them to him.","Ba ma vu ba zʋ sɔŋɔ kʋm wʋ. Ba ma na bu wʋm dɩ o nu Mari. Ba ma kuni doonǝ ba zul-o. Ba laan ma bwǝli ba zɩla ba lɩ pɛɛra ba pa-o. Ba pɛɛra yam yɩ sǝbu-sɩŋa, dɩ wǝǝnu tɩlʋ ba na zwɛ yɩ tɩ lwǝm ywǝmmǝ tɩn, dɩ tralɩ nugǝ kalʋ yɩrɩ na yɩ Miiri tɩn."
12,"Later they were warned in a dream not to return to Herod, and they went back home by another road. The Escape to Egypt","Wɛ ma pa ba lwarɩ ba dɩndwɩa wʋnɩ, nɩ ba daa yɩ joori ba da Erɔdɩ te. Ba laan ma tɔgɩ cwǝ-gaa ba joori ba vu ba tɩʋ kʋm. Erɔdɩ na kwaanɩ sɩ o gʋ bu wʋm te tɩn"
13,"After the wise men had gone, an angel from the Lord appeared to Joseph in a dream and said, “Get up! Hurry and take the child and his mother to Egypt! Stay there until I tell you to return, because Herod is looking for the child and wants to kill him.”","Yiyǝn-yeenǝ bam na kɛ ba daarɩ kʋntʋ tɩn, Baŋa-Wɛ malɛka ma da ka ba Zʋzɛfʋ te o dɩndwɩa wʋnɩ, yɩ ka wɩ: «Zaŋɩ n ja bu wʋm dɩ o nu n ja n duri n vu Ezipi tɩʋ, sɩ á taá zʋʋrɩ da, sɩ kʋ yi maŋa kam a na wʋ́ pa abam ni sɩ á nuŋi Ezipi á joori á ba tɩn. Bɛŋwaanɩ Erɔdɩ mʋ lagɩ o zaŋɩ o beeri bu wʋm sɩ o gʋ-o.»"
14,"That night, Joseph got up and took his wife and the child to Egypt,","Zʋzɛfʋ na ni kʋntʋ tɩn, o ma sɩɩnɩ o zaŋɩ o ja bu wʋm dɩ o nu wʋm, o nuŋi tɩtɩɩ dɩm kʋntʋ nɩ o vu Ezipi."
16,"When Herod found out that the wise men from the east had tricked him, he was very angry. He gave orders for his men to kill all the boys who lived in or near Bethlehem and were two years old and younger. This was based on what he had learned from the wise men.","Erɔdɩ dɛɛn na tu o lwarɩ nɩ yiyǝn-yeenǝ bam lʋʋrɩ o yigǝ nɩ ba viiri tɩn, o bam ma tiini dɩ zaŋɩ. O ma pa ni sɩ o nɔɔna vu Betelɩhɛm dɩ kʋ tɩ-balwa bam maama wʋnɩ, ba gʋ bǝkǝri-balɛ sɩlʋ na yi bɩna yale dɩ balʋ na muri bɩna yale tɩn maama. O nan kɩ kʋntʋ, sɩ kʋ maŋɩ dɩ yiyǝn-yeenǝ bam na pɛ o lwarɩ maŋa kalʋ calɩcʋa kam na nuŋi tɩn mʋ."
17,"So the Lord's promise came true, just as the prophet Jeremiah had said,",Biǝ bam gʋm dɩm ma pa Wɛ nijoŋnu Zeremi na tagɩ Wɛ kwǝrǝ kalʋ faŋa faŋa tɩn sɩɩnɩ kʋ kɩ.
18,"“In Ramah a voice was heard crying and weeping loudly. Rachel was mourning for her children, and she refused to be comforted, because they were dead.” The Return from Egypt","O dɛɛn tagɩ o wɩ: «Sɔɔ mʋ zaŋɩ Rama tɩʋ wʋnɩ. Nɔɔna mʋ wʋra ba keerǝ, yɩ ba coosǝ zanzan. Rasɛɛlɩ mʋ tiini o keerǝ o biǝ ŋwaanɩ, o maa ba sɛ sɩ nɔɔn-nɔɔnʋ gan-o, o biǝ bam na tɩga tɩn ŋwaanɩ.»"
19,"After King Herod died, an angel from the Lord appeared in a dream to Joseph while he was still in Egypt.","Erɔdɩ dɛɛn ma ba o tɩ, yɩ Zʋzɛfʋ daa ta wʋ Ezipi nɩ. Baŋa-Wɛ malɛka ma daa ba Zʋzɛfʋ te o dɩndwɩa wʋnɩ, yɩ ka wɩ:"
20,"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”",«Zaŋɩ n ja bu wʋm dɩ o nu n joori n vu Yisɩrayɛlɩ tɩʋ. Bɛŋwaanɩ wʋlʋ ya na lagɩ sɩ o gʋ bu wʋm tɩn laan tɩga.»
23,"and they went to live there in the town of Nazareth. So the Lord's promise came true, just as the prophet had said, “He will be called a Nazarene.”","O laan ma vu o yi tɩʋ kʋdoŋ, kʋ yɩrɩ mʋ Nazarɛtɩ, yɩ o zʋʋrɩ da. Kʋ laan ma pa Wɛ nijoŋnǝ bam dɛɛn na tɔɔlɩ DƖ kwǝrǝ faŋa faŋa te tɩn sɩɩnɩ kʋ kɩ. Ba dɛɛn tagɩ ba wɩ: «Baá bǝŋ-o nɩ Nazarɛtɩ tu.»"
4,John wore clothes made of camel's hair. He had a leather strap around his waist and ate grasshoppers and wild honey.,Zan dɛɛn zʋʋrɩ gɔrɔ kʋlʋ ba na sɔgɩ dɩ yogondi kʋrʋ tɩn mʋ. O maa maɩ kilǝ o ma ja o tǝŋǝ. O wʋdiu mʋ yɩ kayɩra dɩ tʋʋrʋ.
5,From Jerusalem and all Judea and from the Jordan River Valley crowds of people went to John.,"Nɔɔna zanzan maa yǝni ba nuŋi Zeruzalɛm, dɩ Zude tɩɩnɩ dɩm maama, dɩ Zʋrdɛn bugǝ ni je sɩm, ba ve o te."
6,"They told how sorry they were for their sins, and he baptized them in the river.","Ba maa tɛ ba brɩ kʋlʋ ba na kɩ ba cɔgɩ tɩn. O laan maa paɩ ba tu Zʋrdɛn bugǝ kam wʋnɩ, yɩ o miisi-ba na wʋnɩ Wɛ ŋwaanɩ."
7,Many Pharisees and Sadducees also came to be baptized. But John said to them: You bunch of snakes! Who warned you to run from the coming judgment?,"Zan na wʋra o miisi nɔɔna na wʋnɩ tɩn, o nɛ nɩ Farizɩan tiinǝ dɩ Sadusɩan tiinǝ zanzan tui o te. O ma ta dɩ ba o wɩ: «Abam nyɩ dɩ bɩsankwɩ-dwǝ mʋ. Wɔɔ mʋ brɩ abam sɩ á kwaanɩ á lu cam dɩlʋ Wɛ na lagɩ DƖ pa nabiinǝ na tɩn wʋnɩ?"
12,"His threshing fork is in his hand, and he is ready to separate the wheat from the husks. He will store the wheat in a barn and burn the husks in a fire that never goes out. The Baptism of Jesus (Mark","Wʋntʋ nan ze zʋŋ-kɔgɔ mʋ sɩ o ma caarɩ o mɩna o pɛ o kɩ o tulǝ nɩ, sɩ o daarɩ mɩn-swaanʋ tɩm o zwɛ dɩ mini dɩlʋ na ba di dɩ dwe tɩn. Mʋ Wɛ na lagɩ DƖ pɔɔrɩ nɔɔna daanɩ DƖ kɩ-ba te tɩn.» Zan na miisi Zezi na wʋnɩ te tɩn (Marɩkɩ"
13,Jesus left Galilee and went to the Jordan River to be baptized by John.,"Zan dɛɛn na wʋ Zʋrdɛn bugǝ kam ni nɩ tɩn, Zezi ma nuŋi Galile tɩʋ nɩ o vu o te sɩ o miis-o na wʋnɩ."
14,"But John kept objecting and said, “I ought to be baptized by you. Why have you come to me?”","Zan dɛɛn ya wʋ sɛ, yɩ o ta dɩd-o o wɩ: «Amʋ mʋ maŋɩ sɩ a ba nmʋ te sɩ n miisi-nɩ na wʋnɩ, sɩ kʋ daɩ nmʋ mʋ wʋ́ ba amʋ te sɩ a miisi-m na wʋnɩ.»"
15,"Jesus answered, “For now this is how it should be, because we must do all God wants us to do.” Then John agreed.","Zezi ma lǝr-o o wɩ: «Yagɩ sɩ kʋ kɩ kʋntʋ lele, sɩ kʋ maŋɩ sɩ dɩ́ kɩ kʋntʋ mʋ, sɩ dɩ́ wanɩ dɩ́ kɩ kʋlʋ maama na yɩ Wɛ wʋbʋŋa tɩn.» O laan ma sɛ."
16,"So Jesus was baptized. And as soon as he came out of the water, the sky opened, and he saw the Spirit of God coming down on him like a dove.","Zezi na miisi na kʋntʋ tɩn, o ma da o nuŋi na bam wʋnɩ. O laan ma na wɛyuu na pʋrɩ o baŋa nɩ, yɩ o na Wɛ Joro kʋm na dɛ da kʋ tu o baŋa, yɩ kʋ nyɩ dɩ kunkwǝŋǝ te."
17,"Then a voice from heaven said, “This is my own dear Son, and I am pleased with him.”",Kwǝrǝ laan ma ŋɔɔnɩ wɛyuu nɩ ka wɩ: «Wʋntʋ mʋ yɩ amʋ bu-dʋa a na so-o dɩ a wʋ maama. O ma yǝni o pa a wʋ poli zanzan.»
12,"When Jesus heard that John had been put in prison, he went to Galilee.","Zezi dɛɛn na lwarɩ nɩ ba jaanɩ Zan ba kɩ pɩɩna digǝ nɩ tɩn, o ma joori o vu Galile."
13,"But instead of staying in Nazareth, Jesus moved to Capernaum. This town was beside Lake Galilee in the territory of Zebulun and Naphtali.","O maa daa wʋ maŋɩ Nazarɛtɩ nɩ, yɩ o kɛ o vu Galile tɩʋ kʋdoŋ, kʋ yɩrɩ mʋ Kapɛrnawum, o zʋʋrɩ da. Tɩʋ kʋm kʋntʋ wʋ nɩnɩʋ ni nɩ mʋ, dɩ je sɩlʋ Zabulɔn dwi tiinǝ dɩ Nɛfitali dwi tiinǝ ya na zʋʋrɩ tɩn."
3,"Then the devil came to him and said, “If you are God's Son, tell these stones to turn into bread.”","Sʋtaanɩ laan ma ba o te, yɩ dɩ ta dɩd-o dɩ wɩ: «Nmʋ na sɩɩnɩ n yɩ Baŋa-Wɛ Bu, sɩ n ta dɩ kandwa yantʋ sɩ ya ji wʋdiu sɩ n di.»"
7,"Jesus answered, “The Scriptures also say, ‘Don't try to test the Lord your God!’ ”",Zezi ma lǝri o wɩ: «Kʋ ta pʋpʋnɩ kʋ wɩ: ‹Yɩ zaŋɩ n maŋɩ n Yuutu Baŋa-Wɛ n nii.› »
8,"Finally, the devil took Jesus up on a very high mountain and showed him all the kingdoms on earth and their power.",Sʋtaanɩ daa ma ja-o dɩ ja vu dɩ di piu kʋlʋ na tiini kʋ dwara tɩn yuu. Dɩ laan ma brɩ-o lʋgʋ baŋa tɩɩnɩ dɩm maama dɩ wo-laarʋ tɩlʋ maama na wʋra tɩn.
9,"The devil said to him, “I will give all this to you, if you will bow down and worship me.”","Dɩ ma ta dɩd-o dɩ wɩ: «Nmʋ na sɛ n kuni doonǝ n zuli amʋ, aá pa n ta n te wǝǝnu tɩntʋ maama.»"
15,"“Listen, lands of Zebulun and Naphtali, lands along the road to the sea and across the Jordan. Listen Galilee, land of the Gentiles!","O dɛɛn tagɩ o wɩ: «Kʋ na yɩ Zabulɔn dɩ Nɛfitali tɩɩnɩ dɩm, dɩ je sɩlʋ na wʋ nɩnɩʋ kʋm seeni tɩn, dɩ je sɩlʋ na wʋ Zʋrdɛn bugǝ kam bubɛ dɩdoŋ dɩm kwaga nɩ tɩn, dɩ Galile je sɩlʋ dwi-gɛ tiinǝ na zʋʋrɩ da tɩn,"
20,Right then the two brothers dropped their nets and went with him.,"O na tagɩ kʋntʋ tɩn, ba ma zaŋɩ lɩla ba yagɩ ba bʋrɩ sɩm, yɩ ba vu ba tɔgɩ o kwaga."
18,"While Jesus was walking along the shore of Lake Galilee, he saw two brothers. One was Simon, also known as Peter, and the other was Andrew. They were fishermen, and they were casting their net into the lake.","Zezi dɛɛn maa wʋ Galile nɩnɩʋ kʋm ni nɩ o veǝ. O ma na nɔɔna bale, ba yɩ cʋrʋ mʋ. Ba dɩdʋa yɩrɩ mʋ Simɔn, o yɩrɩ dɩdoŋ maa yɩ Pɩyɛɛrɩ. Wʋdoŋ wʋm maa yɩ o nyaanɩ, o yɩrɩ mʋ Andre. Ba yɩ kalǝŋ-jara mʋ, yɩ ba wʋ na bam wʋnɩ ba dʋlɩ bʋrɩ ba ma jaanɩ kale."
22,"At once they left the boat and their father and went with Jesus. Jesus Teaches, Preaches, and Heals (Luke","O na bǝŋi-ba kʋntʋ tɩn, ba ma zaŋɩ lɩla ba yagɩ ba ko wʋm dɩ naboro kʋm, yɩ ba vu ba tɔg-o."
24,"News about him spread all over Syria, and people with every kind of sickness or disease were brought to him. Some of them had a lot of demons in them, others were thought to be crazy, and still others could not walk. But Jesus healed them all.","Nɔɔna ma ba ba ni o ŋwa je sɩm kʋntʋ nɩ, dɩ Siiri tɩʋ kʋm maama wʋnɩ. Ba maa yǝni ba jaanɩ yawɩɩna dwi dwi ba tu o te, balʋ yɩra na tiini ya wɔɛ tɩn, kʋ wǝli dɩ balʋ ciciri na yaarɩ-ba tɩn, dɩ balʋ na saɩ kɔɔrʋ tɩn, dɩ kwaarʋ. Ba na tu Zezi te kʋntʋ tɩn, o maa yǝni o pa ba na yazurǝ."
25,"Large crowds followed Jesus from Galilee and the region around the ten cities known as Decapolis. They also came from Jerusalem, Judea, and from across the Jordan River.","Nɔn-kɔgɔ zanzan dɛɛn ma nuŋi Galile tɩɩnɩ dɩm, dɩ je sɩlʋ ba na bǝ nɩ Tɩɩnɩ Fugǝ tɩn, dɩ Zeruzalɛm, dɩ Zude maama, dɩ je sɩlʋ na wʋ Zʋrdɛn bugǝ kam bubɛ dɩdoŋ dɩm nɩ tɩn ba tɔgɩ dɩd-o."
1,"When Jesus saw the crowds, he went up on the side of a mountain and sat down. Blessings (Luke","Zezi dɛɛn na nɛ nɔn-kɔgɔ na tɔg-o tɩn, o ma vu o di piu kʋdoŋ yuu o jǝni da. O na je tɩn, o karabiǝ bam ma ba o te."
20,"You must obey God's commands better than the Pharisees and the teachers of the Law obey them. If you don't, I promise you will never get into the kingdom of heaven. Anger","Á nan taá ye nɩ, abam na wʋ sɛ Wɛ cɩga kam á dwǝni á cullu karanyɩna tiinǝ bam dɩ Farizɩan tiinǝ bam, á bá wanɩ á na cwǝŋǝ sɩ á tɔgɩ á zʋ Wɛ paarɩ dɩm wʋ.» Ban-zɔŋɔ na nyɩ dɩ nɔn-gʋra te tɩn"
23,"So if you are about to place your gift on the altar and remember that someone is angry with you,","Kʋntʋ ŋwaanɩ, nmʋ na lagɩ n kwe n pɛɛrɩ n pa Wɛ, yɩ n laan na guli nɩ n ko-bu jɩgɩ n ban-zɔŋɔ,"
2,and he taught them:,O laan ma puli o brɩ-ba o wɩ:
3,God blesses those people who depend only on him. They belong to the kingdom of heaven!,"«Balʋ na ye nɩ ba yɩ yinigǝ tiinǝ Wɛ yigǝ nɩ tɩn mʋ jɩgɩ yu-yoŋo, ba na wʋ́ tɔgɩ ba di Wɛ paarɩ dɩm tɩn ŋwaanɩ."
4,God blesses those people who grieve. They will find comfort!,"Balʋ wʋrʋ na cɔgɩ tɩn mʋ jɩgɩ yu-yoŋo, Wɛ na wʋ́ pa-ba wʋ-zuru tɩn ŋwaanɩ."
5,God blesses those people who are humble. The earth will belong to them!,"Balʋ na jɩgɩ ban-pʋnʋ tɩn mʋ jɩgɩ yu-yoŋo, Wɛ na wʋ́ pa ba taa te lʋgʋ tɩn ŋwaanɩ."
7,God blesses those people who are merciful. They will be treated with mercy!,"Balʋ na jɩgɩ nɔɔna ŋwaŋa tɩn mʋ jɩgɩ yu-yoŋo, Wɛ na wʋ́ duri ba dɩ ŋwaŋa tɩn ŋwaanɩ."
8,God blesses those people whose hearts are pure. They will see him!,"Balʋ na yɩ wʋ-poŋo tiinǝ tɩn mʋ jɩgɩ yu-yoŋo, ba na wʋ́ ba ba na Wɛ tɩn ŋwaanɩ."
14,"You are the light for the whole world. A city built on top of a hill cannot be hidden,","Abam nyɩ dɩ lʋgʋ baŋa pooni mʋ nabiinǝ tɩtarɩ nɩ. Tɩʋ kʋlʋ ba na lɔgɩ piu yuu nɩ tɩn bá wanɩ kʋ sǝgi, kʋ naɩ mʋ jaja."
34,"But I tell you not to swear by anything when you make a promise! Heaven is God's throne, so don't swear by heaven.","Amʋ nan lagɩ a ta a brɩ abam sɩ á yɩ zaŋɩ á du dɩ kʋlʋkʋlʋ. Yɩ zaŋɩ á du durǝ dɩ Wɛ-sɔŋɔ, bɛŋwaanɩ dáanɩ mʋ yɩ Wɛ jǝŋǝ je."
35,"The earth is God's footstool, so don't swear by the earth. Jerusalem is the city of the great king, so don't swear by it.","Yɩ du-na dɩ tɩga baŋa dɩ, ka na yɩ Wɛ nɛ cwiim jǝgǝ tɩn ŋwaanɩ. Nan yɩ du-na dɩ Zeruzalɛm dɩ, sɩ kʋntʋ yɩ Wɛ pa-farʋ wʋm tɩʋ mʋ."
13,"You are the salt for everyone on earth. But if salt no longer tastes like salt, how can it make food salty? All it is good for is to be thrown out and walked on.","Yɛ na paɩ wʋdiu ywǝnǝ te tɩn, abam dɩ nan maŋɩ sɩ á taá paɩ ywǝǝni taa wʋ nabiinǝ tee nɩ. Yɛ ywǝǝni nan na ti, n daa n bá wanɩ n pa dɩ joori dɩ ja ywǝǝni. Dɩ daa ba jɩgɩ kuri. Baá dɩ-dɩ ba yagɩ mʋ, sɩ nɔɔna taa nwanɩ dɩ baŋa nɩ."
15,"and no one lights a lamp and puts it under a clay pot. Instead, it is placed on a lampstand, where it can give light to everyone in the house.","Nɔɔn-nɔɔnʋ bá sɛ o tarɩgɩ kanɩa o pu tɩtɔgɔ kuri nɩ. Oó kwe-ka o palɩ wɛɛnɩ mʋ, sɩ ka pooni dɩm taa naɩ dɩ paɩ nɔɔna balʋ maama na wʋ digǝ kam wʋnɩ tɩn."
21,"You know our ancestors were told, “Do not murder” and “A murderer must be brought to trial.”","«Abam ye nɩ ba dɛɛn brɩ dɩbam kwǝ bam ba wɩ: ‹Yɩ zaŋɩ n gʋ nɔɔnʋ. Wʋlʋ nan na gʋ nɔɔnʋ, ba maŋɩ sɩ ba di o taanɩ mʋ.›"
22,"But I promise you if you are angry with someone, you will have to stand trial. If you call someone a fool, you will be taken to court. And if you say that someone is worthless, you will be in danger of the fires of hell.","Kʋ daarɩ, a nan lagɩ a ta dɩ abam nɩ, nɔɔnʋ wʋlʋ na jɩgɩ ban-zɔŋɔ dɩ o ko-bu, kʋ maŋɩ sɩ ba di kʋntʋ tu dɩ taanɩ mʋ. Wʋlʋ na tagɩ dɩ o ko-bu o wɩ, o ba jɩgɩ wʋbʋŋa, kʋ maŋɩ sɩ dɩbam sarɩya-dirǝ nakwa bam mʋ di kʋntʋ tu taanɩ. Nɔɔnʋ wʋlʋ dɩ na tagɩ dɩ o ko-bu o wɩ, o yɩ joro, kʋ maŋɩ sɩ kʋntʋ tu zʋ min-tɩʋ mʋ."
24,"leave your gift there in front of the altar. Make peace with that person, then come back and offer your gift to God.","sɩ n tiŋi n pɛɛrɩ dɩm, sɩ n joori n vu n ko-bu wʋm te sɩ á fɔgɩ daanɩ. Nmʋ na kɩ kʋntʋ, sɩ n laan joori n ba n kwe n pɛɛrɩ dɩm n pa Wɛ."
25,"Before you are dragged into court, make friends with the person who has accused you of doing wrong. If you don't, you will be handed over to the judge and then to the officer who will put you in jail.","Kʋ daarɩ, nɔɔnʋ nan na jaanɩ-m o vu o saŋɩ, sɩ n kɩ lɩla n pa á fɔgɩ daanɩ yɩ á daa ta wʋ yi sarɩya yam dim jǝgǝ kam. Kʋ na daɩ kʋntʋ, o laan wʋ́ kɩ nmʋ sarɩya-diru wʋm jɩŋa nɩ, sɩ o pa n na cam. Wʋntʋ dɩ laan wʋ́ kɩ-m o tɩntʋŋnʋ jɩŋa nɩ, sɩ o ja-m o vu o kɩ pɩɩna digǝ nɩ."
26,I promise you will not get out until you have paid the last cent you owe. Marriage,"A lagɩ a ta cɩga dɩ nmʋ sɩ, nń ta n wʋra taan. Nmʋ na wʋ ŋwɩ jɩnɩ dɩm maama n ti, ba bá yagɩ-m.» Ka-laga na yɩ kǝm-balɔrɔ te tɩn"
31,You have been taught that a man who divorces his wife must write out divorce papers for her.,"«Ba maŋɩ ba ta ba wɩ: ‹Nɔɔnʋ wʋlʋ na yagɩ o kaanɩ, kʋntʋ tu maŋɩ sɩ o pa-o tɔnɔ kʋlʋ na wʋ́ brɩ nɩ ba yagɩ daanɩ tɩn.›"
33,"You know our ancestors were told, “Don't use the Lord's name to make a promise unless you are going to keep it.”","«Abam maŋɩ á ye nɩ ba dɛɛn brɩ dɩbam kwǝ bam ba wɩ: ‹Yɩ zaŋɩ n kwanɩ n ni, dɩ nmʋ na dugǝ n wɩ nń kɩ kʋlʋ n pa n Yuutu Baŋa-Wɛ tɩn.›"
38,"You know you have been taught, “An eye for an eye and a tooth for a tooth.”","«Abam maŋɩ á ni sɩ ba tagɩ ba wɩ: ‹Nɔɔnʋ na pi n yi, sɩ ba pi kʋntʋ tu dɩ yi. Nɔɔnʋ nan na guri n yǝli, sɩ ba guri kʋntʋ tu dɩ yǝli.›"
