verse_number,english_verse,translation_verse
24,"God said, “I command the earth to give life to all kinds of tame animals, wild animals, and reptiles.” And that's what happened.","Ka Wina'am yɛl ye, “Kɛl ka teŋgbauŋ la mɔr bʋnvʋya nɛ li buudi wʋsa, yin bʋnkɔnbid nɛ bʋnvʋya banɛ vuud teŋin nɛ sian'arin bʋnkɔnbid wʋsa nɛ ba buudi.” Ka li da niŋ ala."
25,"God made every one of them. Then he looked at what he had done, and it was good.","Wina'am da maal sian'arin bʋnkɔnbid la nɛ ba buudi, nɛ yin bʋnkɔnbid nɛ ba buudi nɛ bʋnkɔnbid banɛ vuud teŋin la wʋsa nɛ ba buudi. Ka Wina'am nyɛ ka li an sʋm."
26,"God said, “Now we will make humans, and they will be like us. We will let them rule the fish, the birds, and all other living creatures.”","Ka Wina'am yɛl ye, “Kɛl ka ti maal ninsaal nwɛnɛ ti mɛŋi an si'em la, ka kɛ ka o sʋ'oe zimi linɛ bɛ ku'omin la, nɛ niis banɛ ian'ada agɔla nɛ bʋnkɔnbid banɛ bɛ teŋgbauŋʋn la, hali nɛ bʋnvʋya banɛ vuud teŋin la wʋsa.”"
27,So God created humans to be like himself; he made men and women.,Ala ka Wina'am da maal ninsaal nwɛnɛ o mɛŋi an si'em la. Dau nɛ pu'a ka o da maal.
28,"God gave them his blessing and said: Have a lot of children! Fill the earth with people and bring it under your control. Rule over the fish in the ocean, the birds in the sky, and every animal on the earth.","Ka Wina'am niŋi ba zug bareka ka yɛl ye, “Du'am nɔbigi pɛ'ɛli teŋgbauŋ la, ka sʋ'oe teŋ la, nɛ zimi banɛ bɛɛ atɛukʋn, nɛ niis banɛ bɛɛ agɔl, nɛ bʋnvʋya banɛ wʋsa ken teŋin la.”"
30,"And I have given the green plants as food for everything else that breathes, including animals, both wild and tame, and birds. And so it was.",M tis bʋnkɔnbid banɛ bɛ teŋin la nɛ niis banɛ bɛɛ agɔl nɛ bʋnvʋya banɛ ken teŋin hali nɛ linɛ wʋsa mɔr vʋm nɛ mɔma'asa ye li aan ba diib.” Ka li da niŋ ala.
31,"God looked at what he had done. All of it was very good! Evening came, then morning—that was the sixth day.",Wina'am da nyɛ on maal si'el la wʋsa ka li an sʋm. Ka yʋ'ʋŋ sɔb ka bɛog nie daba ayuobʋ daare la.
1,So the heavens and the earth and everything else were created. The Seventh Day,"Ala ka Wina'am da maal agɔl nɛ teŋ, nɛ bʋn linɛ bɛɛ ani la wʋsa naae."
2,"By the seventh day God had finished his work, and so he rested.",Ka daba ayɔpɔi la daar o da naae o tʋʋma la wʋsa ka vʋ'ʋs daakan la.
3,"God blessed the seventh day and made it special, because on that day he rested from his work.","Ka Wina'am niŋ daba ayɔpɔi la daar zug bareka ka kɛ ka li an kasi, bɔzugɔ on da maal agɔl nɛ teŋi naae la daakan ka o da vʋ'ʋs. Wina'am da maal dau nɛ pu'a si'em"
4,"That's how God created the heavens and the earth. The Garden of Eden When the Lord God made the heavens and the earth,","Agɔl nɛ teŋ maaligʋ da pin'il si'em nwa'. Zugsɔb Wina'am da maal agɔl nɛ teŋ la,"
5,"no grass or plants were growing anywhere. God had not yet sent any rain, and there was no one to work the land.","tiis nɛ mɔɔd wʋsa da nam pʋ yi teŋ la zugɔ, bɔzugɔ Zugsɔb Wina'am da nam pʋ kɛ ka saa ni teŋ la zugɔ, ka ninsaal mɛ da nan kae na kua teŋ la."
6,But streams came up from the ground and watered the earth.,Amaa ku'om da bunnɛ wʋ'ʋgid teŋ la.
7,"The Lord God took some soil from the ground and made a man. God breathed life into the man, and the man started breathing.","Ka Zugsɔb Wina'am gbin'e tanni ya'ab dau ka vʋ'ʋs o mɛŋ vʋ'ʋsʋm niŋ o nyɔnya ni, ka dau la lieb ninsaal ka vʋ'ʋsid."
8,"The Lord made a garden in a place called Eden, which was in the east, and he put the man there.","Ka Zugsɔb Wina'am maal lɔmbɔn'ɔg Eden teŋin la lɛbid ya-nya'aŋ baba, ka nɔk dau kanɛ ka o maal la niŋ anina."
9,The Lord God filled the garden with all kinds of beautiful trees and fruit trees. Two other trees were in the middle of the garden. One of these gave life—the other gave the wisdom to know the difference between right and wrong.,Ka Zugsɔb Wina'am kɛ ka tiis nɛ ba buudi yii nɔbigi pɛ'ɛl lɔmbɔn'ɔg la. Tiis la da vɛnl ka an sʋ'ʋŋa nɛ diib. Ka nyɔvʋr tiig nɛ tikanɛ kɛt ka nid baŋid dinɛ an sʋm nɛ bɛ'ɛdi bakid da zi'e lɔmbɔn'ɔg la teŋsʋk.
10,"From Eden a river flowed out to water the garden, then it divided into four rivers.",Ka Kɔldatita'ar naan Eden pʋʋgin zɔt ka li ku'om dɔn'ɔsid lɔmbɔn'ɔg la. Li da pʋdignɛ zin'isa anaasi.
11,"The first one is the Pishon River that flows through the land of Havilah,",Yiiga kɔldaug la anɛ Pison. Kɔldaug kan pʋbidnɛ giligid Havila teŋ la ka sanlima bɛɛ ani.
13,The second is the Gihon River that winds through Ethiopia.,Kɔldaug linɛ paas ayi' la anɛ Gihon. Lin da pʋbidnɛ giligid Kus teŋ la.
14,"The Tigris River that flows east of Assyria is the third, and the fourth is the Euphrates River.",Linɛ paas atan' la anɛ Tigiris ka mɛ pʋbidi dɔl Asuor teŋ nya'aŋ. Ka linɛ paas anaasi an Efiritis.
15,The Lord God put the man in the Garden of Eden to take care of it and to look after it.,Ka Zugsɔb Wina'am nɔk dau la niŋ Eden lɔmbɔn'ɔg la ni ye o tʋm ka gɔsidi li.
16,"But the Lord told him, “You may eat fruit from any tree in the garden,","Ka Zugsɔb Wina'am bas dau nɔɔr ye, “Fʋ tun'e di tiis wala banɛ bɛ lɔmbɔn'ɔgin la wʋsa,"
17,"except the one that has the power to let you know the difference between right and wrong. If you eat any fruit from that tree, you will die before the day is over!”",amaa mid ka fʋ di tikanɛ kɛt ka fʋ baŋid linɛ an sʋm nɛ bɛ'ɛd la! Fʋ ya'a dii li fʋ na kpi.”
18,"The Lord God said, “It isn't good for the man to live alone. I will make a suitable partner for him.”","Ka Zugsɔb Wina'am yɛl ye, “Li ka' sʋ'ʋm ye dau bɛɛ o kɔn'ɔɔ. M na maal sʋŋid onɛ zemis nɛ o tis o.”"
21,"So the Lord God made him fall into a deep sleep, and he took out one of the man's ribs. Then after closing the man's side,","Ka Zugsɔb Wina'am kɛ ka dau la gbis, ka o yis dau la sapirig ka maali lɛbis on yis lɔsi'a la."
22,"the Lord made a woman out of the rib. The Lord God brought her to the man,",Anina ka Zugsɔb Wina'am nɔk on yis sapirsi'a la maal pu'a mɔr na tis dau la.
23,"and the man exclaimed, “Here is someone like me! She is part of my body, my own flesh and bones. She came from me, a man. So I will name her Woman!”","Ka dau la yɛl ye, “Ɛnhee, kɔnbkaŋa anɛ mam kɔnbir ka niŋgbiŋ la mɛ an mam niŋgbiŋ. M na buol o ye pu'a, bɔzugɔ o yinɛ man dau la san'an na.”"
24,"That's why a man will leave his own father and mother. He marries a woman, and the two of them become like one person.","Dinzug, dau na bas o ba' nɛ o ma ka la'as nɛ o pu'a ka babayi' la na lieb niŋgbiŋ yinne."
25,"Although the man and his wife were both naked, they were not ashamed.","Dau la nɛ o pu'a la da anɛ biel, ka mɛ pʋ zɔt nyannɛ."
1,"The snake was sneakier than any of the other wild animals that the Lord God had made. One day it came to the woman and asked, “Did God tell you not to eat fruit from any tree in the garden?”","Waaf la da anɛ zam sɔb hali gaad bʋnkɔnbid banɛ wʋsa ka Zugsɔb Wina'am da maal la. O da bu'os pu'a la ye, “Li an sida ye Wina'am yɛl ye ya da di tisi'a wala lɔmbɔn'ɔg nwa' nii?”"
2,"The woman answered, “God said we could eat fruit from any tree in the garden,","Ka pu'a la lɛbis waaf la ye, “Ti tun'e di tiwala lɔmbɔn'ɔg nwa' ni,"
3,"except the one in the middle. He told us not to eat fruit from that tree or even to touch it. If we do, we will die.”","amaa Wina'am ye ti mid ka ti di tikanɛ bɛ lɔmbɔn'ɔg la teŋsʋk la wala, ye ti pʋn da si'isi lii, ka ti ya'a niŋ ala ti na kpi.”"
5,"“God understands what will happen on the day you eat fruit from that tree. You will see what you have done, and you will know the difference between right and wrong, just as God does.”","Wina'am mi' ye ya ya'a di wala la ya nini na nie ka ya nwɛnɛ on Wina'am nɛ, ka mi' sʋm nɛ bɛ'ɛdi bakid.”"
6,"The woman stared at the fruit. It looked beautiful and tasty. She wanted the wisdom that it would give her, and she ate some of the fruit. Her husband was there with her, so she gave some to him, and he ate it too.","Ka pu'a la da nyɛ ka tiig la wala an sʋm, nar nɛ diib ka lɛn vɛnli o nini ni, ka an linɛ na tis o baŋir la, o da pun'oe di ka zaŋ sieba tis o sid ka o mɛ di."
7,"At once they saw what they had done, and they realized they were naked. Then they sewed fig leaves together to cover themselves.","Anina ka ba nini nie ka ba gɔsi nyɛ ka ba zi'e biel, ka ba ans kekaŋ vaandi maali sɔɔn lusi ba nyan."
8,"Late in the afternoon, when the breeze began to blow, the man and woman heard the Lord God walking in the garden. So they hid behind some trees. Sin Brings a Curse","Zaam da ma'ae ka ba wʋm Zugsɔb Wina'am dammir lɔmbɔn'ɔgin la, ba da zɔɔ keŋ su'a tiis gbina ni."
9,"The Lord God called out to the man and asked, “Where are you?”","Ka Zugsɔb Wina'am buol dau la, ka ye, “Fʋ bɛ yaanɛ?”"
10,"The man answered, “I was naked, and when I heard you walking through the garden, I was frightened and hid!”","Ka o lɛbis ye, “M wʋmi fʋ dammir ka dabiem kpɛn'ɛm bɔzugɔ m pa'a anɛ biel, lin ka m su'a m mɛŋ.”"
11,“How did you know you were naked?” God asked. “Did you eat any fruit from that tree in the middle of the garden?”,"Ka Wina'am lɛbis o ye, “Anɔ'ɔn yɛlif ye fʋ anɛ biellɛ? Fʋ maal bɔ? Fʋ zan'asi m nɔɔr nɛ ka di tikanɛ wala ka m daa kpa'asidif ye mid ka fʋ dii li la nɛ bɛɛ?”"
12,"“It was the woman you put here with me,” the man said. “She gave me some of the fruit, and I ate it.”","Ka dau la lɛbis ye, “Pu'a kan ka fʋ tisim la, onɛ tisim tiig la wal ka m di.”"
13,"The Lord God then asked the woman, “What have you done?” “The snake tricked me,” she answered, “and I ate some of that fruit.”","Ka Zugsɔb Wina'am yɛl pu'a la ye, “Bɔɔ kɛ ka fʋ maal ala?” Ka pu'a la ye, “Waaf la pan'asim ka m di.”"
14,"So the Lord God said to the snake: “Because of what you have done, you will be the only animal to suffer this curse— For as long as you live, you will crawl on your stomach and eat dirt.","Ka Zugsɔb Wina'am yɛl waaf la ye, “Fʋn maal nwa' la zug, kaanb bɛ'ɛd na bɛɛ fʋ zug bʋnkɔnbid buudi wʋsa sʋʋgin! Fʋ na vuudi fʋ pʋʋr zug, ka dit titan, hali ti paae fʋ nyɔvʋr bɛn."
15,"You and this woman will hate each other; your descendants and hers will always be enemies. One of hers will strike you on the head, and you will strike him on the heel.”","Ka dataadʋg na bɛ fʋn nɛ pu'a la sʋʋgin, ka lɛm bɛ fʋ biis nɛ pu'a la biis sʋʋgin. Ka o na mɛdigi fʋ zug ka fʋn mɛ na dum o nɔbkpansinkpan'ar.”"
16,"Then the Lord God said to the woman, “You will suffer terribly when you give birth. But you will still desire your husband, and he will rule over you.”","Ka Zugsɔb Wina'am yɛl pu'a la ye, “Fʋ ya'a nɔk pʋʋg m na kɛ ka fʋ nyɛ tɔɔg hali fʋ du'am daar. Fʋ ya'a ti ye fʋ du'a biis, li na zabid hali, la'an nɛ wala fʋ ya'amlɛog na bɛɛ fʋ sid san'an, ka o mɛ sʋ'ʋf.”"
17,"The Lord said to the man, “You listened to your wife and ate the fruit I told you not to eat. And so, the ground will be under a curse because of what you did. As long as you live, you will have to struggle to grow enough food.","Ka Wina'am yɛl Dau la ye, “Fʋn siaki fʋ pu'a nɔɔr ka di tiwal kanɛ ka m digil nɔɔr ye fʋ da di la, kaanb bɛ'ɛd bɛ teŋ la zugʋ fʋ yɛla. Fʋ na namis hali ka paam diibi di, hali ti paae fʋ nyɔvʋr bɛn."
18,"Your food will be plants, but the ground will produce thorns and thistles.","Gɔn'ɔs nɛ mɔyaalis na yi teŋ la zug, ka fʋ na dit tiis wala nɛ mɔbiili."
19,"You will sweat all your life to earn a living; you were made out of soil, and you will once again turn into soil.”","Ɔnsir na yiif ka fʋ nyaan paam diibi di, hali ti paae fʋn na lɛb teŋin daasi'er, bɔzugɔ li anɛ anina ka fʋ yina. Fʋ anɛ titan, ka na lɛb titanin.”"
20,The man Adam named his wife Eve because she would become the mother of all who live.,"Adam da pʋd o pu'a la yʋ'ʋr ye Hawa, bɔzugɔ onɛ an saalib wʋsa ma."
21,Then the Lord God made clothes out of animal skins for the man and his wife.,Ka Zugsɔb Wina'am nɔk bʋnkɔnbid gbana maal fuudi yɛɛl Adam nɛ o pu'a.
22,"The Lord said, “They now know the difference between right and wrong, just as we do. But they must not be allowed to eat fruit from the tree that lets them live forever.”","Ka Zugsɔb Wina'am yɛl ye, “Ninsaal la yʋ'ʋn nwɛnɛ tinam nɛ, ka mi' sʋm nɛ bɛ'ɛdi bakid. Li pʋ sʋ'ʋm ye o pun'oe nyɔvʋr tiig la wala di ka vʋe saŋa wʋsaa.”"
23,"So the Lord God sent them out of the Garden of Eden, where they would have to work the ground from which the man had been made.","Ka Zugsɔb Wina'am kad o yis Eden lɔmbɔn'ɔgin la, ye o keŋ kua teŋgbauŋ kanɛ ka o yi la na."
24,"Then God put winged creatures at the entrance to the garden and a flaming, flashing sword to guard the way to the life-giving tree.",Ka o kad dau la yis ka kɛ ka Kerubnam sieba gur Eden lɔmbɔn'ɔg la za'anɔɔr. Ka zaŋ sʋ'ʋg dinɛ dit tuon nɛ nya'aŋ ka li ian'ad pil-pil ka giligid zin'ig la wʋsa gu'ud suor kanɛ ken nyɔvʋr tiigin la.
1,"Adam and Eve had a son. Then Eve said, “I'll name him Cain because I got him with the help of the Lord.”","Adam da digin nɛ o pu'a Hawa ka o nɔk pʋʋgʋ du'a biribiŋ ka ba pʋd o yʋ'ʋr ye Kain. Ka Hawa ye, “Nɛ Wina'am paŋ ka m du'a dau.”"
2,"Later she had another son and named him Abel. Abel became a sheep farmer, but Cain farmed the land.","Lin nya'aŋ ka o lɛn du'a o pitʋ Abɛl n paas. Abɛl da gʋ'ʋnnɛ kɔnbid, ka Kain mɛ an kpaad."
3,"One day, Cain gave part of his harvest to the Lord,","Ka saŋa ti paae ye ba maal maannɛ tis Wina'am la, Kain da nɔk o zʋʋd la sieba na tis Zugsɔb la,"
4,"and Abel also gave an offering to the Lord. He killed the first-born lamb from one of his sheep and gave the Lord the best parts of it. The Lord was pleased with Abel and his offering,","ka Abɛl mɛ da zaŋ o kɔnbkanɛ ka ba du'a yiiga ka o nɔb sʋ'ʋŋa la na tis Zugsɔb la. Ka Zugsɔb sʋnf malis nɛ Abɛl nɛ o maan la,"
5,but not with Cain and his offering. This made Cain so angry that he could not hide his feelings.,amaa o sʋnf da pʋ malis nɛ Kain nɛ o maan laa. Ka Kain sʋnf duoe ka o lɔɔ o nindaa.
6,The Lord said to Cain: What's wrong with you? Why do you look so angry?,"Ka Zugsɔb yɛl Kain ye, “Bɔ ka fʋ sʋnf pɛligɛ? Bɔ ka fʋ lɔɔdi fʋ nindaa?"
7,"If you had done the right thing, you would be smiling. But you did the wrong thing, and now sin is waiting to attack you like a lion. Sin wants to destroy you, but don't let it!","Fʋ ya'a tʋmin dinɛ an sʋm, m naan kʋ di'enɛ fʋ maan laa? Amaa fʋn pʋ tʋm linɛ an sʋm la, tʋʋmbɛ'ɛd bɛɛ fʋ za'anɔɔrini bɔɔd ye o nyaŋif, amaa mɔɔm ka nyaŋ o.”"
8,"Cain said to his brother Abel, “Let's go for a walk.” And when they were out in a field, Cain attacked and killed him.","Ka Kain ti yɛl o pitʋ Abɛl ye, “Kɛl ka ti yii keŋ mɔɔgin.” Ka ban paae mɔɔgin la ka Kain kpɛn nwɛ' o pitʋ Abɛl n kʋʋ o."
9,"Afterwards the Lord asked Cain, “Where is Abel?” “How should I know?” he answered. “Am I supposed to look after my brother?”","Ka Zugsɔb la bu'os Kain ye, “Fʋ pitʋ la bɛ ya?” Ka o lɛbis ye, “Man zi'. Manɛ guri m pitʋ laa?”"
10,"Then the Lord said: Why have you done this terrible thing? You killed your own brother, and his blood flowed onto the ground. Now his blood is calling out for me to punish you.","Ka Zugsɔb la yɛl ye, “Bɔɔ nwa' ka fʋ tʋm? Kɛlisim, fʋ pitʋ la ziim kaasid teŋin paadi m san'an na!"
11,"And so, I'll put you under a curse. Because you killed Abel and made his blood run out on the ground, you will never be able to farm it again.","Nannanna nɔpɔɔr bɛɛ fʋ zugin, ka teŋgbauŋ la mɛ na zan'asif bɔzugɔ o ya'ae o nɔɔri di'e fʋ pitʋ la ziim yii fʋ nu'usin."
12,"When you try to farm the land, it won't produce anything for you. From now on, you'll be without a home, and you'll spend the rest of your life wandering from place to place.","Fʋ ya'a kua, teŋ la kʋ lɛn maal zuudi tisif ya'asɛ. Fʋ na anɛ onɛ gɔɔndi giligid dunia la zug.”"
13,“This punishment is too hard!” Cain said.,"Kain da yɛl Zugsɔb la ye, “Namisʋg nwa' tʋʋgi m paŋ bɛn."
14,"“You're making me leave my home and live far from you. I will have to wander about without a home, and just anyone could kill me.”","Zina fʋ kadimi yis teŋ la pʋʋgin ka m kʋ lɛn bɛɛ fʋ tuonnɛ. M na anɛ onɛ gɔɔndi giligid dunia la zug, ka onɛ wʋsa nyɛ mam na kʋʋm!”"
15,“No!” the Lord answered. “Anyone who kills you will be punished seven times worse than I am punishing you.” So the Lord put a mark on Cain to warn everyone not to kill him.,"Amaa ka Zugsɔb la yɛl o ye, “Li ka' ala, sɔ' ya'a kʋ Kain o na nyɛ namisʋg nɔɔra ayɔpɔi.” Ka Zugsɔb la zanbil Kain ye sɔ' ya'a nyɛɛ o, on da kʋʋ o."
16,"But Cain had to go far from the Lord and live in the Land of Wandering, which is east of Eden. More and More People","Kain da yi Zugsɔb la san'an keŋ bɛ Nod teŋin, Eden nya'aŋ sa."
17,"Later, Cain and his wife had a son named Enoch. At the time Cain was building a town, and so he named it Enoch after his son.","Kain da digin nɛ o pu'a ka o gban'e pʋʋgʋ du'a Enok. O da mɛɛdnɛ tempʋʋg, ka nɔk o biig Enok yʋ'ʋri pʋd teŋ la."
18,"Then Enoch had a son named Irad, who had a son named Mehujael, who had a son named Methushael, who had a son named Lamech.","Enok da du'a Irad, ka Irad du'a Mehuyael, ka Mehuyael du'a Metusael, ka Metusael du'a Lamek."
21,"Lamech and Adah had two sons, Jabal and Jubal. Their son Jabal was the first to live in tents and raise sheep and goats. Jubal was the first to play harps and flutes.",Ka ba da lɛn du'a o pitʋ ka on yʋ'ʋr da buon Jubal. Ka on nɛ o nya'aŋ dim wʋsa da an banɛ nwɛ'ɛd bʋnnwɛ'ɛda ka piebid wiis.
22,"Lamech and Zillah had a son named Tubal Cain who made tools out of bronze and iron. They also had a daughter, whose name was Naamah.","Ka Lamek pu'abil Zilla mɛ da du'a biig, ka o yʋ'ʋr buon ye Tuebal Kain. Ka onɛ mɛ da pin'il kʋnt tʋʋma wʋsa, ka o taʋn yʋ'ʋr da buon Naama."
24,Anyone who tries to get even with me will be punished ten times more than anyone who tries to get even with Cain.”,"Ba ya'a kʋ nidiba ayɔpɔi yɔ Kain kʋʋb sam, ba na kʋ nidib pisyɔpɔi nɛ ayɔpɔi yɔ man Lamek kʋʋb sam!”"
25,"Adam and his wife had another son. They named him Seth, because they said, “God has given us a son to take the place of Abel, who was killed by his brother Cain.”","Ka Adam nɛ Hawa da lɛn du'a biig, ka Hawa da pʋd o yʋ'ʋr ye Set, ka yɛl ye, “Wina'am tisim biig nwa' ka o lɛdig Abɛl zin'igin, Kain n kʋ Abɛl la zug.”"
26,"Later, Seth had a son and named him Enosh. About this time people started worshiping the Lord.",Ka Set mɛ da du'a biig ka pʋd o yʋ'ʋr ye Enos. Saŋkan la ka ba da dɛŋi pin'ili buon Zugsɔb la yʋ'ʋr ye Ti Zugsɔb.
130,", he had a son who was just like him, and he named him Seth. Adam had more children",") ka du'a Set, ka biig la nwɛnɛ o mɛŋ nɛ. Ka o pʋd o yʋ'ʋr ye Set."
5,and died at the age of,Adam yʋma wʋsa da anɛ kɔbiswai nɛ pistan' (
105,", he had a son named Enosh.",") la, o da du'a o biig Enos."
8,and died at the age of,Set yʋma wʋsa da anɛ kɔbiswai nɛ pii nɛ ayi' (
90,", he had a son named Kenan.",") la, o da du'a Kenan."
11,and died at the age of,Enos yʋma wʋsa da anɛ kɔbiswai nɛ anu (
70,", he had a son named Mahalalel.",") la, o da du'a Mahalaleel."
14,and died at the age of,Kenan yʋma wʋsa da anɛ kɔbiswai nɛ piiga (
65,", he had a son named Methuselah,",) ka da du'a Metusela.
17,and died at the age of,Mahalaleel yʋma wʋsa da anɛ kɔbisnii nɛ piswai nɛ anu (
162,", he had a son named Enoch.","), o da du'a Enok."
20,and died at the age of,Jared yʋma wʋsa da anɛ kɔbiswai nɛ pisyuobʋ nɛ ayi' (
187,", he had a son named Lamech.",") la, o da du'a Lamek."
27,and died at the age of,Metusela yʋma wʋsa da anɛ kɔbiswai nɛ pisyuobʋ nɛ awai (
182,", he had a son.",") la, o da du'a biribiŋ"
29,"Lamech said, “I'll name him Noah because he will give us comfort, as we struggle hard to make a living on this land that the Lord has put under a curse.”","ka pʋd o yʋ'ʋr ye Noa, ka yɛl ye, “Bikaŋa na bʋgʋli ti sʋʋnr nɛ namisʋg kanɛ ka ti nyɛt kuobin nɛ ti nu'us tʋʋma wʋsa ni, ka li yinɛ Wina'am da pɔ nɔɔri niŋ teŋ la.”"
31,and died at the age of,Lamek yʋma wʋsa da anɛ kɔbisyɔpɔi nɛ pisyɔpɔi nɛ ayɔpɔi (
500,"years old, he had three sons and named them Shem, Ham, and Japheth.",") la, o da du'a Sem nɛ Ham nɛ Jafet."
2,"More and more people were born, until finally they spread all over the earth. Some of their daughters were so beautiful that supernatural beings came down and married the ones they wanted.","ka Wina'am biribisi da gɔsi nyɛ ka saalib bipumis vɛnl hali la, ba da gaansi ba sieba di."
3,"Then the Lord said, “I won't let my life-giving breath remain in anyone forever. No one will live for more than","Ka Zugsɔb yɛl ye, “M vʋm la kʋ lɛm bɛ nɛ ninsaali yuug hali, bɔzugɔ o anɛ niŋgbiŋ, ka o yʋma na anɛ kɔbiga nɛ pisi ma'aa.”"
4,The children of the supernatural beings who had married these women became famous heroes and warriors. They were called Nephilim and lived on the earth at that time and even later.,"Ka Wina'am biis la da di pu'a vɛnla la ka digin nɛ ba la, ba da du'a bibanɛ da lieb gandaad ka ba da buonnɛ ba ye Nefil dim. Ba da anɛ nimbɛda banɛ mɔr paŋ, ka ba bɛ saŋkan la nɛ li nya'aŋ."
