verse_number,english_verse,translation_verse
12,"The earth produced all kinds of vegetation. God looked at what he had done, and it was good.",Anwuɔsu kalɔ kammɔ kénwini lɛku ku livo ku adingyii lidu lidu. Na Katɔti ɔ́nu ka ɔdia.
13,"Evening came, then morning—that was the third day. The Fourth Day",Na useyi údu na kadi kégye na limeyi lɛtɛdi lɛ́vi.
14,"God said, “I command lights to appear in the sky and to separate day from night and to show the time for seasons, special days, and years.","Amu na Katɔti údie lɛdi ɔnini, “Bukeye lidu libo kayaa na bule usien ku kadi nwaa ntɛ. Na ɔmɛni ɔbla likposela ute uwi ku emeyi ku akwa."
15,I command them to shine on the earth.” And that's what happened.,Na bukeye lidu lɛmɛni lɛsɔ lɛkya kayaa na buteekeye teewi kalɔ lɛlɔ.” Na úbo úte lɛni.
16,"God made two powerful lights, the brighter one to rule the day and the other to rule the night. He also made the stars.","Katɔti ɔ́bla bukeye bonwu akpa anyɔ. Bukeye bunengudi bɔni ndi ɔƒɛ bɔdanku kadi nwaa, na kɔbuli kɔni nsia lɛnɔ kɔdanku usien. Na ɔ́bla ayabi lɛnɔ."
17,"Then God put these lights in the sky to shine on the earth,",Katɔti ɔ́ya na bukeye lidu lɛmɛni ƒui lɛkya kayaa. Na buukeye teewi kalɔ lɛlɔ.
18,"to rule day and night, and to separate light from darkness. God looked at what he had done, and it was good.","Na ɔ́ya na bukeye bɔmɛni bɔɔdi kadi nwaa ku usien lɛlɔ, na buule lɛdisa ku bukeye ntɛ. Na Katɔti ɔ́nu ka ɔdia."
19,"Evening came, then morning—that was the fourth day. The Fifth Day",Na useyi údu na kadi kégye na limeyi linedi lɛ́vi.
20,"God said, “I command the ocean to be full of living creatures, and I command birds to fly above the earth.”","Amu na Katɔti údie lɛdi ɔnini, “Kɔbɛ ku kɔkpaku ku ketu kemmo bebuo benengudi lidu lidu bɛƒɔ ntu bɔmmɔ kemmo ƒui. Na lɛla biala lɛni mbo avwi lɛnɔ liteeveyi taavi kayaa.”"
21,"So God made the giant sea monsters and all the living creatures that swim in the ocean. He also made every kind of bird. God looked at what he had done, and it was good.","Ɔmmɔ ɔsu Katɔti údie bebweyi benengudi bani nkya ɛpu kemmo ku babambadi bani mɔɔví ntu kemmo ɔdi biala ku nwuna udu. Na údie bani mbo avwi lɛnɔ, ɔdi biala ku nwuna udu. Na Katɔti ɔ́nu ka ɔdia."
22,Then he gave the living creatures his blessing—he told the ocean creatures to increase and live everywhere in the ocean and the birds to increase everywhere on earth.,"Katɔti úte-ma kusɛ kusɛ na ɔ́su ɔnini, “Bɛwɔ na bimomo na bɛƒɔ ntu bɔmmɔ kemmo ƒui. Na bani mbo avwi lɛnɔ bemomo.”"
23,"Evening came, then morning—that was the fifth day. The Sixth Day",Na useyi údu na kadi kégye na limeyi lɛlɔndi lɛ́vi.
24,"God said, “I command the earth to give life to all kinds of tame animals, wild animals, and reptiles.” And that's what happened.","Amu na Katɔti údie lɛdi ɔnini, “Bebuo lidu lidu bɛƒɔ kalɔ kamɛni ƒui lɛlɔ, bebuo benengudi ku bebliidi ku bebweyi lidu lidu ƒui.” Na úbo úte lɛni."
25,"God made every one of them. Then he looked at what he had done, and it was good.","Anwuɔsu Katɔti ɔ́bla bebuo benengudi ku bebliidi ku bebweyi lidu lidu, na báƒɔ kalɔ kammɔ ƒui lɛlɔ. Na Katɔti ɔ́nu ka ɔdia."
26,"God said, “Now we will make humans, and they will be like us. We will let them rule the fish, the birds, and all other living creatures.”","Amu na Katɔti ɔ́su ɔnini, “Bɛya na bɔbla ukyuli na ɔlɛ-bu na bula udu kenye kalɛ na utaadi ɛpu ku kalɔ ku kayaa bebweyi ƒui lɛlɔ.”"
27,So God created humans to be like himself; he made men and women.,"Ɔmmɔ ɔsu Katɔti údie ukyuli na ɔ́lɛ-nwu na nwuna udu kenye. Údie-ma, na badi ɔnana ku uleku."
28,"God gave them his blessing and said: Have a lot of children! Fill the earth with people and bring it under your control. Rule over the fish in the ocean, the birds in the sky, and every animal on the earth.","Na Katɔti úte-ma kusɛ kusɛ, na ɔ́su-ma ɔnini, “Bɛwɔ biyile kalɔ kamɛni ƒui lɛlɔ. Na bɛdi-ka lɛlɔ ku bebweyi bani ƒui nkya-ka kemmo.”"
29,I have provided all kinds of fruit and grain for you to eat.,"Ɔmmɔ kama ni, Katɔti ɔ́su bekyuli bammɔ ɔnini, “Binu! Líti livo lidu ku adingyii lidu ƒui líte-mii nnii enwini bina adila."
30,"And I have given the green plants as food for everything else that breathes, including animals, both wild and tame, and birds. And so it was.",Na líti livo líte bebuo bani nkya kalɔ lɛlɔ ku baasɛ ku bebweyi ƒui nnii linwini bana adila.”
31,"God looked at what he had done. All of it was very good! Evening came, then morning—that was the sixth day.",Katɔti ɔ́nu ala ani ƒui na ɔ́bla na adia-nwu sɔsɔ. Na useyi údu na kadi kégye na limeyi lɛkundi lɛ́vi.
1,So the heavens and the earth and everything else were created. The Seventh Day,Lɛni na Katɔti úti ɔ́wɔlɔ katɔ ku kalɔ ku ala ani ƒui nkya-nya kemmo budie.
2,"By the seventh day God had finished his work, and so he rested.","Na údie lɛla biala ɔ́wɔlɔ asa na limeyi maatɛdi lídu. Anwuɔsu limeyi maatɛdi lɛlɔ ni, Katɔti ɔ́da kabla ƒui ɔ́ya na ɔ́nwuna."
3,"God blessed the seventh day and made it special, because on that day he rested from his work.",Na limeyi lɛmmɔ lɛdanku kusɛ kusɛ na lise kedee ka ɔ́ƒuna-ni úse ɔsu. Ɔsika limeyi lɛmɛni lɛlɔ na ɔ́nwuna ɔni na údie ala ƒui ɔ́wɔlɔ. Adam Ku Hawa Lɛlɔ Kɔtɛ
4,"That's how God created the heavens and the earth. The Garden of Eden When the Lord God made the heavens and the earth,","Kalɛ na bédie katɔ ku kalɔ kɔtɛ ndi amɛni. Uwi ɔni na Katɔti údie katɔ ku kalɔ ni,"
5,"no grass or plants were growing anywhere. God had not yet sent any rain, and there was no one to work the land.",edula ku egyiibi adi átakwɛ tɔ na kalɔ lɛlɔ. Ɔsika Unwoti Katɔti útaya na ɔnantu ɔna uwi kalɔ lɛlɔ. Na ukyuli ɔdi lɛnɔ uuubo na utaatuma kalɔ kammɔ lɛlɔ.
6,But streams came up from the ground and watered the earth.,Nsu ntukpa buuyi taasi kalɔ kemmo na buute kalɔ kammɔ ntu.
7,"The Lord God took some soil from the ground and made a man. God breathed life into the man, and the man started breathing.",Unwoti Katɔti ɔ́vɔ ukyuli ɔ́lɛku kalɔ kammɔ lɛti kemmo. Na ɔ́nwuna ɔƒɛƒɛɛ ɔni muute ngba ɔ́kya ukyuli ɔmmɔ enwu kemmo aani ɔyawine.
8,"The Lord made a garden in a place called Eden, which was in the east, and he put the man there.","Amu na Unwoti Katɔti ɔ́bla kemo kadi na kesii kani baalɔ banii Eden na ɔƒɛ katukɔ kakɛ. Na mmɔ ni, úti ukyuli ɔni na ɔ́vɔ mmɔ ɔ́kya."
9,The Lord God filled the garden with all kinds of beautiful trees and fruit trees. Two other trees were in the middle of the garden. One of these gave life—the other gave the wisdom to know the difference between right and wrong.,"Na kemo kammɔ kemmo ni, Katɔti ɔ́ya na egyii ákwɛ enye na adi egyii abuni ani mɔɔdia bɔnu ku edula ani ndia kaduɛ na adia ete ka badi. Na kemo kammɔ ntɛntɛ ni, kugyii kɔni muute ukyuli ngba kunye na kɔni mɔɔyá na ɔɔnu lɛbuni ku likpidi taati lɛnɔ kunye."
10,"From Eden a river flowed out to water the garden, then it divided into four rivers.",Na ketu kani muute kemo kammɔ ntu kaagbá taasi Eden mmɔ. Na ketu kammɔ kábwɛ kéle lɛlɔ ntukpa ine.
11,"The first one is the Pishon River that flows through the land of Havilah,","Ketu kedeedi lɛnyi ndi Pison. Na kaagbá taavi kalɛkɛ kani baalɔ Hawila kemmo, kesii kani na sika ugyiedi ɔkya."
12,"where pure gold, rare perfumes, and precious stones are found.","Kesii kammɔ ni, sika ugyiedi ɔni mɔɔdia bɔnu geen ku atabi ani náƒɔ kuye na baalɔ-nya banii Onis akya."
13,The second is the Gihon River that winds through Ethiopia.,Na ketu kanyɔdi lɛnyi ndi Gihon na kaagbá taavi kalɛkɛ kani na baalɔ banii Kus mmɔ kemmo ƒui.
14,"The Tigris River that flows east of Assyria is the third, and the fourth is the Euphrates River.",Na ketu katɛdi lɛnyi ndi Hidekel na kaagbá taavi kalɛkɛ kani baalɔ Asiria ɔƒɛ katukɔ kakɛ. Na ketu kenedi lɛnyi ndi Euƒrate.
15,The Lord God put the man in the Garden of Eden to take care of it and to look after it.,Amu na Unwoti Katɔti úti ukyuli ɔni na ɔ́vɔ mmɔ ɔ́kya Eden kemo kammɔ kemmo ka utaabla-ka lɛlɔ kabla na utaanu-ka lɛlɔ.
16,"But the Lord told him, “You may eat fruit from any tree in the garden,","Na ɔ́su ɔnana ɔmmɔ ɔnini, “Ebo kuƒi ka adi egyii ani nnye kemo kamɛni kemmo ebi ƒui."
17,"except the one that has the power to let you know the difference between right and wrong. If you eat any fruit from that tree, you will die before the day is over!”","Nsu kugyii kɔni mɔɔyá na ukyuli ɔɔnu lɛbuni ku likpidi taati aku ni, tadi-ku ebi. Ɔsika si ádi kugyii kɔmmɔ ebi ni, bukpi kani na adubo bukpi.”"
18,"The Lord God said, “It isn't good for the man to live alone. I will make a suitable partner for him.”","Ɔmmɔ kama ni, Katɔti ɔ́su ɔnini, “Ɔɔɔdia si ɔnana lɛti ɔkya. Ndubɔbla ubunkune ɔni námanku-nwu lite-nwu.”"
21,"So the Lord God made him fall into a deep sleep, and he took out one of the man's ribs. Then after closing the man's side,","Ɔmɛni ɔsu ni, Unwoti Katɔti ɔ́ya na Adam úduo lɛlɛɛ kemmo úsie ɔgyu geen. Na uwi ɔni na ɔtɛ ɔlɛɛ mmɔ ni, Katɔti údie-nwu ɔƒɛnyi likubi linwi na úti ɔlɔna útile likpo lɛmmɔ."
22,"the Lord made a woman out of the rib. The Lord God brought her to the man,",Amu na Unwoti Katɔti úti likubi lɛni na údie ɔ́lɛku ɔnana ɔmmɔ ɔƒɛnyi mmɔ ɔ́bla uleku. Na ɔ́kpanku-nwu úboku ɔnana ɔmmɔ.
23,"and the man exclaimed, “Here is someone like me! She is part of my body, my own flesh and bones. She came from me, a man. So I will name her Woman!”","Mmɔ ni, ɔnana ɔmmɔ ɔ́su ɔnini, “Likubi lɛmɛni lɛ́si mina ekubi kemmo. Na ɔlɔna ɔmɛni ɔ́si mina ɔlɔna kemmo. Ndubɔlɔ-nwu nnii uleku. Ɔsika ɔnana kemmo na bédie-nwu bálɛku.”"
24,"That's why a man will leave his own father and mother. He marries a woman, and the two of them become like one person.",Ɔmɛni ɔsu na ɔnana ɔdubɔmami ɔti ku uni lɛlɔ na uti lɛlɔ utámana ulekudi lɛlɔ. Na bana inyɔ badubɔbla ɔlɔna unwi.
25,"Although the man and his wife were both naked, they were not ashamed.","Na uwi ɔmɛni kemmo ni, ɔnana ku uleku ɔmmɔ beli kasɔngya ɔni na kɔƒa kɔdi kulekpo-ma."
1,"The snake was sneakier than any of the other wild animals that the Lord God had made. One day it came to the woman and asked, “Did God tell you not to eat fruit from any tree in the garden?”","Na mmɔ ni, kɔlakpi ndi kebweyi kani mbo lɛkwɛ geen ntulo bebuo bani ƒui na Unwoti Katɔti údie akɔ. Na limeyi lɛdi ni, kɔlakpi kɔmmɔ kúsie uleku ɔmmɔ kudɔ na kútéye-nwu kɔnini, “Sɔsɔ geen na Katɔti ɔ́su-ɔ ɔnii, ‘Tadi egyii ammɔ adi biala ebi’?”"
2,"The woman answered, “God said we could eat fruit from any tree in the garden,","Amu na uleku ɔmɛni údie kenye ɔnini, “Bɔkana na bɔdi kugyii biala kɔni nkya kemo kamɛni kemmo ebi."
3,"except the one in the middle. He told us not to eat fruit from that tree or even to touch it. If we do, we will die.”","Mmomu bɔsu na Katɔti ɔ́su ɔnii butadi kugyii kɔni nnye kemo kamɛni ntɛntɛ mmɔ ebi. Na butetuku-ku lɛnɔ. Si ɔɔɔdi lɛni ni, bɔdubo bukpi.”"
4,"“No, you won't!” the snake replied.","Amu na kɔlakpi kɔmmɔ kɔ́su-nwu kɔnini, “Kudii! Ɔɔɔdi bukpi na bɛdubo bukpi."
5,"“God understands what will happen on the day you eat fruit from that tree. You will see what you have done, and you will know the difference between right and wrong, just as God does.”","Mmomu Katɔti ɔgyi ka si bɛ́di kugyii kɔmmɔ ebi ni, bɛdubo anu bɔda. Na bɛdubo bɔbla aani anwu Katɔti kalɛ. Na bɛdubɔnu lɛbuni ku likpidi lɛnɔ bɛti.”"
6,"The woman stared at the fruit. It looked beautiful and tasty. She wanted the wisdom that it would give her, and she ate some of the fruit. Her husband was there with her, so she gave some to him, and he ate it too.","Amu ka uleku ɔmɛni ɔ́nu ɔ́ti ka kugyii kɔmmɔ ebi adia bɔdi, na aadia bɔnu, na aayá na ukyuli ɔɔdá anu ɔsu ni, úde adi na ɔ́di. Na úde ɔdi úte ɔgyani ɔni nkya mmɔ lɛnɔ na ɔ́di."
7,"At once they saw what they had done, and they realized they were naked. Then they sewed fig leaves together to cover themselves.",Mmɔ na bana inyɔ ƒui anumi ébimi na bánu báti ka bakɛ kasɔngya. Anwuɔsu béde kugyii evete bonwu adi básala na béti bábɛla lɛlɔ kasɔngya.
8,"Late in the afternoon, when the breeze began to blow, the man and woman heard the Lord God walking in the garden. So they hid behind some trees. Sin Brings a Curse","Amu ka useyi uwi údu ni, ɔnana ɔmmɔ ku ulekudi bénu Unwoti Katɔti kɔku uwi ɔni na ɔkɛ ɔɔví kemo kammɔ kemmo. Amu na bátábɛ na egyii akɔ kalɛ na Unwoti Katɔti ulanu-ma."
9,"The Lord God called out to the man and asked, “Where are you?”","Nsu Unwoti Katɔti ɔ́kpali ɔnana ɔmmɔ ɔnini, “Wɛ na akya?”"
10,"The man answered, “I was naked, and when I heard you walking through the garden, I was frightened and hid!”","Amu na údie kenye ɔnini, “Línu-ɔ kɔku na kemo kammɔ kemmo na liƒu lɛ́da-mi, ɔsika nkɛ kasɔngya. Anwuɔsu líkeli ńtábɛ.”"
11,“How did you know you were naked?” God asked. “Did you eat any fruit from that tree in the middle of the garden?”,"Mmɔ na Katɔti úye-nwu ɔnini, “Ɔma násu-ɔ ɔnii akɛ kasɔngya? Munuu kugyii kɔni lɛlɔ ebi na líbo-ɔ ɔda nnii tadi mmɔ ni, aku na átádi?”"
12,"“It was the woman you put here with me,” the man said. “She gave me some of the fruit, and I ate it.”","Amu na ɔnana ɔmmɔ údie kenye ɔnini, “Uleku ɔni na éti éte-mi ni, anwu néde ebi ammɔ adi úte-mi na lɛ́di.”"
13,"The Lord God then asked the woman, “What have you done?” “The snake tricked me,” she answered, “and I ate some of that fruit.”","Mmɔ na Unwoti Katɔti úye uleku ɔmmɔ ɔnini, “Bi na ábla mɛni?” Amu na uleku ɔmmɔ údie kenye ɔnini, “Kɔlakpi kɔmmɔ nátɔlɔ-mi na lɛ́di.”"
14,"So the Lord God said to the snake: “Because of what you have done, you will be the only animal to suffer this curse— For as long as you live, you will crawl on your stomach and eat dirt.","Anwuɔsu Unwoti Katɔti ɔ́su kɔlakpi kɔmmɔ ɔnini, “Lɛla lɛni na ábla mɛni ɔsu ni, “Ewida adubɔsiaku-ɔ etulo bebuo ku alakpi akɔ bebweyi ƒui. Kaƒɔ lɛlɔ na adubo butaakpɛ. Na lɛti na adubo butaadi ƒula ngba uwi ƒui."
15,"You and this woman will hate each other; your descendants and hers will always be enemies. One of hers will strike you on the head, and you will strike him on the heel.”","Na ndubɔya na awɔ ku uleku ɔmɛni binwini bekisine, na ƒula ubi ku uleku ɔmɛni ubi lɛnɔ benwini bekisine. Ɔdubo-ɔ lili bubo bɔbwɛ, na awɔ adu-nwu lɛnikpo.”"
16,"Then the Lord God said to the woman, “You will suffer terribly when you give birth. But you will still desire your husband, and he will rule over you.”","Amu na Katɔti ɔ́su uleku ɔmmɔ ɔnini, “Ndubɔya na ebo abi geen uwi ɔni na ada kaƒɔ. Na adubunu ɔlɛ asa na awɔ bebi. Ina amu muedi ni, ƒula anu adubɔsia ƒ'ɔgyani lɛlɔ, na akya-nwu kalɔ.”"
17,"The Lord said to the man, “You listened to your wife and ate the fruit I told you not to eat. And so, the ground will be under a curse because of what you did. As long as you live, you will have to struggle to grow enough food.","Na Adam anwu ni, Katɔti ɔ́su-nwu ɔnini, “Ka énu ƒ'ulekudi litemi na ádi kugyii kɔni ebi na líbo-ɔ ɔda nnii, ‘Tadi-ku ebi’ ɔsu ni, “Líwida kalɔ kammɔ ƒui na awɔ ɔsu. Na adubo abi bubo kana lɛlɔ asa na akɛ-ka lɛla lɛdi adi na ƒula ngba emeyi kemmo ƒui."
18,"Your food will be plants, but the ground will produce thorns and thistles.",Liyu ku lɛnyɛ ku ana udu adubo bɔkwɛ na kalɔ kammɔ lɛlɔ na awɔ ɔsu. Na kalɔ kammɔ kemmo na adubɔkɛ ƒula lɛdila.
19,"You will sweat all your life to earn a living; you were made out of soil, and you will once again turn into soil.”",Na adubuni ewulu na ƒula lɛtɛntɛ asa na akɛ ƒula lɛdila weti wetédu uwi ɔni na adubɔsɔ enwini esie kalɔ kemmo. Ɔsika aka na líti lɛ́vɔ-ɔ. Lɛti na adi na lɛti kani na adubɔsɔ enwini.”
20,The man Adam named his wife Eve because she would become the mother of all who live.,Na Adam ɔ́sia ulekudi lɛnyi ɔnii Hawa ɔni kalɔ ndi ngba. Ɔsika anwu ndubɔbla ukyuli biala nli ngba uni.
21,Then the Lord God made clothes out of animal skins for the man and his wife.,"Ɔmmɔ kama ni, Unwoti Katɔti úti ebuo ɔku ɔ́bla adala úte Adam ku ulekudi na báda. Bábɔku Adam Ku Hawa Bálɛku Eden Kemmo"
22,"The Lord said, “They now know the difference between right and wrong, just as we do. But they must not be allowed to eat fruit from the tree that lets them live forever.”","Amu na Unwoti Katɔti ɔ́su ɔnini, “Ɔƒaani ni, ukyuli ɔgyi lɛbuni ku likpidi lɛnɔ aani abu kalɛ. Anwuɔsu ɔ́sɔ útalɛka ɔkɛ kuƒi na ude kugyii ebi ani mɔɔyá na ukyuli uulie ngba mmɔ ɔdi na ɔsɔ ulekpi.”"
23,"So the Lord God sent them out of the Garden of Eden, where they would have to work the ground from which the man had been made.","Anwuɔsu Unwoti Katɔti ɔ́bɔku-ma ɔ́lɛku Eden kemo kammɔ, na ɔ́su-ma ɔnii batátaatuma kalɔ kani kemmo na údie-ma ɔlɛku mmɔ."
24,"Then God put winged creatures at the entrance to the garden and a flaming, flashing sword to guard the way to the life-giving tree.","Na ka ɔ́bɔku-ma ɔ́lɛku ɔ́wɔlɔ ni, ɔ́ya na nwuna batu bagyumanane badi benye ku kewii kadi mɔɔbwɛ ogya teesie anumi teebo kama taabala Eden kemo kammɔ ɔƒɛ katukɔ. Na bétile ukyuli biala kuƒi kalɛ na ulakana kugyii kɔni mɔɔyá na ukyuli uulie ngba mmɔ kudɔ bɔni bude."
1,"Adam and Eve had a son. Then Eve said, “I'll name him Cain because I got him with the help of the Lord.”","Ɔmmɔ kama ni, Adam ku Hawa bélie aani ɔgya ku ule kalɛ. Na Hawa ɔ́da kaƒɔ na ɔ́wɔ Kain. Na ɔ́su ɔnini, “Katɔti úbunku-mi na lɛ́wɔ ɔnanabi.”"
2,"Later she had another son and named him Abel. Abel became a sheep farmer, but Cain farmed the land.",Na ɔmmɔ kama ɔ́sɔ ɔ́wɔ ɔnwani Abel. Na Abel ɔmɛni ɔdi bebuo ɔnyuɛne. Na Kain ɔdi umonsene.
3,"One day, Cain gave part of his harvest to the Lord,","Na uwi ɔdi kama ni, Kain úti nwuna kemo edula adi úboku úbete Unwoti Katɔti."
4,"and Abel also gave an offering to the Lord. He killed the first-born lamb from one of his sheep and gave the Lord the best parts of it. The Lord was pleased with Abel and his offering,",Na Abel lɛnɔ útáƒuna nwuna baƒonu bedeedi bani na báka bɔwɔ akɔ unwi na úti kakɛ kani nélie lɛmwi kaduɛ úboku úbete Unwoti Katɔti. Na Abel lɛlɔ lɛ́da Unwoti Katɔti kubiti geen ku nwuna etela.
5,but not with Cain and his offering. This made Cain so angry that he could not hide his feelings.,Nsu Kain ku nwuna etela átada Unwoti Katɔti kubiti. Ɔmɛni ɔsu Kain úti kɔnyi kati kati na nwuna anumi ávumana.
6,The Lord said to Cain: What's wrong with you? Why do you look so angry?,"Na Unwoti úye Kain ɔnini, “Bi ɔsu na éti kɔnyi kati kati na ƒula anumi ávumana lɛni?"
7,"If you had done the right thing, you would be smiling. But you did the wrong thing, and now sin is waiting to attack you like a lion. Sin wants to destroy you, but don't let it!","Si ábla lɛla lɛni na mɔɔyɔ́ ni, nka ƒula kayi kemmo kadubɔbla ƒaa. Nsu likpidi lɛɛtú-ɔ na lɛɛyɔ́ ka lɛdi-ɔ lɛlɔ. Anwuɔsu nye kagyumana na adi likpidi lɛmmɔ lɛlɔ.”"
8,"Cain said to his brother Abel, “Let's go for a walk.” And when they were out in a field, Cain attacked and killed him.","Amu na Kain ɔ́su ɔnwani Abel ɔnini, “Ya na busie lɛku kemmo.” Na ka bésela ni, Kain úbo ɔnwani ɔ́du."
9,"Afterwards the Lord asked Cain, “Where is Abel?” “How should I know?” he answered. “Am I supposed to look after my brother?”","Amu na Unwoti Katɔti úye Kain ɔnini, “Wɛ na ƒ'ɔnwani Abel ɔ́vi?” Mmɔ na Kain údie kenye ɔnini, “Lɛɛɛgyi. Ɔɔɔdi mina kudɔ na uli.”"
10,"Then the Lord said: Why have you done this terrible thing? You killed your own brother, and his blood flowed onto the ground. Now his blood is calling out for me to punish you.","Amu na Unwoti úye Kain ɔnini, “Bi ɔsu na ábla likpidi bonwu lɛmɛni udu? Nu! Mɔɔnu ƒ'ɔwani ubugya ɔni nwi kalɔ. Use aani ukyuli mɔɔkpali ɔnii nkpo nte-nwu."
11,"And so, I'll put you under a curse. Because you killed Abel and made his blood run out on the ground, you will never be able to farm it again.","Ɔƒɛni ni, ewida asiaku-ɔ. Na kalɔ kammɔ kéni-ɔ ka ádu ƒ'ɔnwani na nwuna ubugya úwi kalɔ kammɔ lɛlɔ ɔsu."
12,"When you try to farm the land, it won't produce anything for you. From now on, you'll be without a home, and you'll spend the rest of your life wandering from place to place.","Si átuma-ka lɛlɔ ni, kasɔ kaladia-a edula. Na adubo ukeline bunwini na aaadubo keliekɔ kadi bɔkɛ na kayawi kammɔ ƒui lɛlɔ.”"
13,“This punishment is too hard!” Cain said.,"Mmɔ na Kain ɔ́su Unwoti Katɔti ɔnini, “Mina kɔtu bɔni bútulo-mi buti."
14,"“You're making me leave my home and live far from you. I will have to wander about without a home, and just anyone could kill me.”","Ɔmwi ni, aagyá-mi na kayawi kamɛni lɛlɔ na nsɔ naaakana na mada malɛ-ɔ anumi lɛnɔ. Bɔkɛ kani na ndubɔkɛ ntaavi, na lɛɛɛdubo keliekɔ kadi bɔkɛ na kayawi kamɛni lɛlɔ. Ukyuli biala ɔni manu-mi ni, ɔdubo-mi bubo bɔdu.”"
15,“No!” the Lord answered. “Anyone who kills you will be punished seven times worse than I am punishing you.” So the Lord put a mark on Cain to warn everyone not to kill him.,"Nsu Unwoti Katɔti ɔ́su-nwu ɔnini, “Kudi kudii! Ukyuli ɔni madu Kain ni, ami Katɔti ndubo-nwu kasi budie akpa maatɛ.” Anwuɔsu Unwoti Katɔti ɔ́bla likposela ɔ́sia Kain lɛlɔ kalɛ na ukyuli biala ɔni manu-nwu uládu-nwu."
16,"But Cain had to go far from the Lord and live in the Land of Wandering, which is east of Eden. More and More People",Ɔmmɔ ɔsu Kain ɔ́tɔlɔ Unwoti Katɔti anumi mmɔ na útélie kalɔ kani baalɔ Nod si álɛ Eden ésela ɔƒɛ katukɔ kakɛ. Kain Kaba Lɛlɔ Kɔtɛ
17,"Later, Cain and his wife had a son named Enoch. At the time Cain was building a town, and so he named it Enoch after his son.","Ɔmmɔ kama ni, Kain úti uleku na báwɔ ubi ɔni baalɔ Hanok. Uwi ɔmmɔ kemmo ni, Kain ɔ́da ɔma ɔdi na úti ubidi Hanok lɛnyi ɔ́sia ɔma ɔmmɔ."
18,"Then Enoch had a son named Irad, who had a son named Mehujael, who had a son named Methushael, who had a son named Lamech.","Hanok ɔ́wɔ Irad, na Irad ɔ́ta ɔ́wɔ Mehuyael. Na Mehuyael ɔ́wɔ Metusala ɔni náwɔ Lamek."
22,"Lamech and Zillah had a son named Tubal Cain who made tools out of bronze and iron. They also had a daughter, whose name was Naamah.",Sila lɛnɔ ɔ́wɔ ɔnanabi ɔni baalɔ Tubal-Kain ɔni muuti abuala taakyuɛ ala. Na Tubal-Kain ɔnwani ulekubi ndi Naama.
24,Anyone who tries to get even with me will be punished ten times more than anyone who tries to get even with Cain.”,"Si Kain ɔdune ɔdubɔƒɔ nkyuli maatɛ kayu ni, amu ami Lamek ɔdune ɔdubɔƒɔ nkyuli liti ku aavlanyɔ-maatɛ kayu!”"
25,"Adam and his wife had another son. They named him Seth, because they said, “God has given us a son to take the place of Abel, who was killed by his brother Cain.”","Amu na Adam ku ulekudi básɔ báwɔ ɔnanabi bamba na ɔ́sia-nwu lɛnyi ɔnii Set. Na ɔ́su ɔnini, “Katɔti úte-mi ubi ɔbambadi na Abel ɔni na Kain ɔ́du kenye.”"
