verse_number,english_verse,translation_verse
1,So the heavens and the earth and everything else were created. The Seventh Day,"Gɛɛ a do Korowii ta nyundua ne harɛ, ne komɛlbwa aa lɔ a ta dɛ tonɛ."
2,"By the seventh day God had finished his work, and so he rested.","Tɔpenuanɛ te ne tela la, dɛ o tonɛ o toma bwa. Anomanta, o onɔ tɔpenuanɛ te la ta."
4,"That's how God created the heavens and the earth. The Garden of Eden When the Lord God made the heavens and the earth,","Kenii Korowii ta nyundua ne harɛ. Korowii aa ta nyundua ne harɛ la,"
5,"no grass or plants were growing anywhere. God had not yet sent any rain, and there was no one to work the land.","dɛ konduula ne kpɔɡa ta harɛ la ta leɛ, dɛkalkɛŋɔ dɛ o ta ɡelɛ bwaala nɛ o ta mɔɔ. Dɛ nomɛlbwa ɡe toole dɛ́ parɛ harɛ la."
6,But streams came up from the ground and watered the earth.,Nee yon le harɛ bini dɛɛ sɔɔh harɛ la.
7,"The Lord God took some soil from the ground and made a man. God breathed life into the man, and the man started breathing.","Asɛ Korowii kpɔ teera ma baa, dɛ hwee do o mebɔɔne bini, o dɔ mkpa dɛ so."
8,"The Lord made a garden in a place called Eden, which was in the east, and he put the man there.","A habɔɔ la, Korowii du daa bodɛɛɡe bobɛl baa yerɔ Eden wee leebɔr, dɛ kpɔ baa waa tao la ka so bela."
9,The Lord God filled the garden with all kinds of beautiful trees and fruit trees. Two other trees were in the middle of the garden. One of these gave life—the other gave the wisdom to know the difference between right and wrong.,"O ɡelɔ daa bwa soo siwi le bela dɛ do wer siwi ta a nɔna dɔ pɛla kɛŋɔ nɛn di. Daa anɛ ane cheɡɛ konduula la baah ta. Bɛl dɛ tɛ mkpa, bɛl ɡe ɡel nɛn ɛɛ jemɛ wedɛɛɡa ne anchɔɡa."
10,"From Eden a river flowed out to water the garden, then it divided into four rivers.","Moo bɛl nyu le Eden bodɛɛɡe bela dɛ palɛ dɛɛ kpɔ daa la baah dɛɛ sɔɔh harɛ la. Waa le bela la, o peɡri bɔre anaarɛ."
11,"The first one is the Pishon River that flows through the land of Havilah,",O kpale waa tɔ sie la sɔne Pesɔn Moo. O palɔ dɛ ɡoli kpɔ Havila harɛ ta bela suuɡaswɛm aa lole.
12,"where pure gold, rare perfumes, and precious stones are found.","Suuɡaswɛm tenten ne bwedɛɛɡa a yoɡ aa kpeɡa, ne konsɔɔhsoma a sɔɔh aa soma lɔ bela."
13,The second is the Gihon River that winds through Ethiopia.,O kpal nɛɛte la sɔne Gehɔn Moo. O palɔ dɛ ɡoli kpɔ Kus harɛ ta.
14,"The Tigris River that flows east of Assyria is the third, and the fourth is the Euphrates River.",O kpal toorote la sɔne Tiɡris Moo. O palɔ dɛɛ kaa Asiiria harɛ wee leebɔr pera. Asɛ naarɛte la sɔne Yufretis Moo.
15,The Lord God put the man in the Garden of Eden to take care of it and to look after it.,"Korowii kpɔ baa waa tao la ka so Eden bodɛɛɡe bela waa du daa la dɛ ŋɔ, wɛ́ɛ parɛ o ta dɛɛ nyiŋi bela,"
16,"But the Lord told him, “You may eat fruit from any tree in the garden,","asɛ dɛ jao ŋɔ, “Hɛɛ wonoo di daa la bɛlbwa sese nɔn."
17,"except the one that has the power to let you know the difference between right and wrong. If you eat any fruit from that tree, you will die before the day is over!”","Kɛ bɛ onɔ la waa dɛ tɛ liire dɛ́ ɡel nɛn jemɛ wedɛɛɡa ne anchɔɡa la te nɔn di. Awola haa di a ɡɛ daa la nɔn la bɛl la, sewaa hɛɛ ba sewa.”"
18,"The Lord God said, “It isn't good for the man to live alone. I will make a suitable partner for him.”","Asɛ Korowii ŋɔ, “Aa were kɛŋɔ baa la ɡbo so. Mɛɛ kwaa o dɔŋee ja o nɛ, ásɛ wɛɛ chao.”"
21,"So the Lord God made him fall into a deep sleep, and he took out one of the man's ribs. Then after closing the man's side,","Anomanta, o ɡelɔ baa la chɔ dom ka ɡarɛ, o laa o kuɡlambi beŋkpoŋ kpɔ dɛ kpɔ ol tɔ bela."
22,"the Lord made a woman out of the rib. The Lord God brought her to the man,","O kuɡlambi la waa kpɔa la, o kpɔɔ ka kwaa haah dɛ kpɔ ba tɛ baa la."
23,"and the man exclaimed, “Here is someone like me! She is part of my body, my own flesh and bones. She came from me, a man. So I will name her Woman!”","Asɛ baa la ŋɔ, “Yɔɔ! Taraken te, n ɡbaɡba hoɡ ne n bo-ol tentenee nɔ. O sɔne ‘haah’. Baa binii o le.”"
24,"That's why a man will leave his own father and mother. He marries a woman, and the two of them become like one person.","A waa ɡela baa yon ɡel o nya ne mɛɛ, dɛ́ ka kpɔ haah ba yon pɛ so, dɛ́ ɛ beŋkpoŋ la."
25,"Although the man and his wife were both naked, they were not ashamed.","Dɛ baa la ne o haah la bwa dɛ valɛ mumɡbal, kɛ dɛ sihiih aa ban kpo."
1,"The snake was sneakier than any of the other wild animals that the Lord God had made. One day it came to the woman and asked, “Did God tell you not to eat fruit from any tree in the garden?”","Ola Korowii aa taa la bini la, dɛ harɛkon sie pilo ɡwaa a bwa. Harɛkon la baa pɛɛ haah la ŋɔ, “Kpelaa Korowii ŋɔ he bɛ daa nɔ bɛlbwa nɔn di naa?”"
2,"The woman answered, “God said we could eat fruit from any tree in the garden,","Asɛ haah la chaŋo ŋɔ, “Dɛ́ ya won daa nɔ bɛlbwa nɔn dii."
3,"except the one in the middle. He told us not to eat fruit from that tree or even to touch it. If we do, we will die.”","Atane kɛŋɔ onɔ waa cheɡɛ bodɛɛɡe baa du daa nɔ baah tenten nɔ, Korowii ŋɔ ya bɛ o te leɡe a ba ɛ kɛŋɔ yaa di o nɔnee. Ya diu waa, yaa sewɔɔ.”"
4,"“No, you won't!” the snake replied.","Belaa harɛkon la ŋɔ haah la be ŋɔ, “Nyosonee. Háa sewa ba."
5,"“God understands what will happen on the day you eat fruit from that tree. You will see what you have done, and you will know the difference between right and wrong, just as God does.”","Korowii jemɔ kɛŋɔ dɛ he di daa la nɔn aa, he sie dɛ ba pila, he jemɛ wedɛɛɡa ne anchɔɡa kɛ on ken. A waa o ŋɔ he bɛ di la.”"
6,"The woman stared at the fruit. It looked beautiful and tasty. She wanted the wisdom that it would give her, and she ate some of the fruit. Her husband was there with her, so she gave some to him, and he ate it too.","Dɛ haah la nao kɛŋɔ daa la nɔn la ɡe wer siwi ta dɛ do wer ne dii, dɛɛ tɛ wejema ɡe ja. Anomanta, o haŋrɔ kahonɛ dɛ cha ane di, dɛ kpɔ ane ka tɛ o jaa ɡe o di."
7,"At once they saw what they had done, and they realized they were naked. Then they sewed fig leaves together to cover themselves.","Baa dia tonɛ la, buɡ la ta, ba bwa sie pilo, ba na kɛŋɔ ba cheɡɛ mumɡbal. Anomanta, ba nyin ɔɡ papooni dɛ nyara dɛ kpɔ li."
8,"Late in the afternoon, when the breeze began to blow, the man and woman heard the Lord God walking in the garden. So they hid behind some trees. Sin Brings a Curse","Awola jɔmɔra ne la, ba noɔ kɛŋɔ Korowii dɛ valɛ bodɛɛɡe baa du daa la bini, asɛ ba chwa ka sɔh baŋ pera daa la bini ásɛ o bɛ ban na."
9,"The Lord God called out to the man and asked, “Where are you?”","Anee Korowii yerɛ baa la ŋɔ, “Lee he dɔɔ?”"
10,"The man answered, “I was naked, and when I heard you walking through the garden, I was frightened and hid!”","O sɛh dɛ ŋɔ, “N no he ɡbɔɡa daa la baah ta bela, asɛ n ɔmɛ dɛ ka sɔh dɛkalkɛ n cheɡɛ mumɡbal.”"
11,“How did you know you were naked?” God asked. “Did you eat any fruit from that tree in the middle of the garden?”,"Anee Korowii pɛɛro ŋɔ, “Umee ŋɔ he be ŋɔ he cheɡɛ mumɡbal ɔ? He di daa la maa kaeh ŋɔ he bɛ o nɔn di la kɛɛ?”"
12,"“It was the woman you put here with me,” the man said. “She gave me some of the fruit, and I ate it.”","Asɛ baa la ŋɔ, “Ɔɔh. Haah la haa kpɔɔ ja n nɛɛ la, onee tɛ mɛ bɛl n di.”"
13,"The Lord God then asked the woman, “What have you done?” “The snake tricked me,” she answered, “and I ate some of that fruit.”","Belaa Korowii pɛɛ haah la ŋɔ, “Ɛrɛɛ he ɛ ɡɛ nɔɔ?” Anee o chaŋe ŋɔ, “Harɛkon laanee neɡ mɛ asɛ n di.” Korowii taah baa ne haah dɛ harɛkon"
14,"So the Lord God said to the snake: “Because of what you have done, you will be the only animal to suffer this curse— For as long as you live, you will crawl on your stomach and eat dirt.","Belaa Korowii ŋɔ harɛkon la be ŋɔ, “Gɛ haa ɛa nɔ nomanta, N taahne, ásɛ a do kpeɡri tɛɛ ɡwaa kpɔɡ bini ola ne kondɛɛra bwa. He tea taa hɛɛ ba tuuɡa, dɛɛ di teera ka tel he serewe bena."
15,"You and this woman will hate each other; your descendants and hers will always be enemies. One of hers will strike you on the head, and you will strike him on the heel.”","Mɛɛ kpɔ danchɔɡee ta he ne haah la baah ta, ásɛ he naanar ne o naanar hah dɔŋa dɛɛ la. Saŋ bɛlbwa waa nae la, wɛɛ paɡre he nyuu, ásɛ he ɡe choɡe o nalume.”"
16,"Then the Lord God said to the woman, “You will suffer terribly when you give birth. But you will still desire your husband, and he will rule over you.”","Korowii ŋɔ haah la be ŋɔ, “Weweele binii hɛɛ ba tea kpoŋa, dɛ́ lolɛ bonyɛɡa bini. He sie ɛɛ beɡre he jaa nɛɛ, ásɛ o di kpeɡri he nɛ.”"
17,"The Lord said to the man, “You listened to your wife and ate the fruit I told you not to eat. And so, the ground will be under a curse because of what you did. As long as you live, you will have to struggle to grow enough food.","Dɛ ŋɔ baa la be ŋɔ, “Haa no he haah nyoa dɛ di daa nɔn maa ŋɔa he bɛ di nomanta, N taah harɛ nɔ waa haa ɛa la wa, tomkpeɡaa hɛɛ ba ɛɛ dɛ́ kwee bɔwɔb mɔɔ dɛ́ di kwa he soɡa bini bwa."
18,"Your food will be plants, but the ground will produce thorns and thistles.",Sɔɔhne ne jabalnadaŋɛree dɛɛ ba harɛ la ta lee tɛɛ. Ásɛ hɛɛ di kpɔɡ bini kondikwa.
19,"You will sweat all your life to earn a living; you were made out of soil, and you will once again turn into soil.”","Hɛɛ kwee bɔwɔbee mɔɔ dɛ́ di kwa ka tel kɛŋɔ haa berɛ kaa teera maa kpɔa mae la bini, dɛkalkɛ teera hen, teera binii he berɛ dɛɛ ba kaala.”"
20,The man Adam named his wife Eve because she would become the mother of all who live.,Baa la sɔne Adam. O pa haah la ɡe sɔn Hawa dɛkalkɛŋɔ on dɛɛ ba nɛwɛnyina bwa nya ɛɛ.
21,Then the Lord God made clothes out of animal skins for the man and his wife.,Korowii kpɔ ola tɔne tɛɛ ba ba kpɔ tɔ ba bwara. Korowii doŋi Adam ne Hawa le Eden bodɛɛɡe bela
22,"The Lord said, “They now know the difference between right and wrong, just as we do. But they must not be allowed to eat fruit from the tree that lets them live forever.”","Belaa Korowii lii kɛŋɔ, “Name baa la jemɛ wedɛɛɡa ne wechɔɡa kɛŋɔ yan. Yá nyiŋi kɛrɛdɛ o bɛ daa waa dɛ tɛ mkpa la te nɔn ba tor di dɛ́ do le saŋ bɛlbwa.”"
23,"So the Lord God sent them out of the Garden of Eden, where they would have to work the ground from which the man had been made.","Anomanta, Korowii doŋu le Eden bodɛɛɡe bela waa du daa la, dɛ ɡel o kaa parɛ harɛ waa mao le o ta la ta."
24,"Then God put winged creatures at the entrance to the garden and a flaming, flashing sword to guard the way to the life-giving tree.","Waa doŋi baa la le bela habɔɔ la, o kpɔ Kerobim ne tokobii bɛl waa dɛ nyɛɡle kɛ ninlao dɛɛ beɡre bobɛlbwa, dɛ ka cheɡ Eden bodɛɛɡe wee leebɔr pera, ásɛ nomɛlbwa bɛ won di daa la nɔna."
1,"Adam and Eve had a son. Then Eve said, “I'll name him Cain because I got him with the help of the Lord.”","Adam la o haah Hawa be, asɛ o kpoŋe tea dɛ lolɛ bie, asɛ haah la lii o nyu bini ŋɔ, “Korowii alaworomɛ, n dɔ bibaa, dɛ pa o sɔn Keen.”"
2,"Later she had another son and named him Abel. Abel became a sheep farmer, but Cain farmed the land.","A habɔɔ, o lolɛ bɛl ɡe dɛ pa o sɔn Ebel. Ebel aa kpeɡa la, dɛ peeraa wɛɛ dɛɛ asɛ Keen ɡe ɛ paa."
3,"One day, Cain gave part of his harvest to the Lord,","A habɔɔ la, Keen kpɔ o koo kondikwa ane ba, dɛ ba ɛ saraha tɛ Korowii."
4,"and Abel also gave an offering to the Lord. He killed the first-born lamb from one of his sheep and gave the Lord the best parts of it. The Lord was pleased with Abel and his offering,","Asɛ Ebel ɡe nyiŋi o peera la bini dɛ lawɛ a biloɡla la dɛ kpoora, asɛ dɛ kpɔ a bodɛɛɡa bɔra la ka ɛ saraha tɛ Korowii. Korowii sie lɛ saraha Ebel aa baa ɛ tɛo la ta taeh,"
5,but not with Cain and his offering. This made Cain so angry that he could not hide his feelings.,kɛ o vɛh Keen ne kwaa waa kpɔa ba ɛ saraha tɛo la. Belaa Keen baah di asɛ o ŋweh.
6,The Lord said to Cain: What's wrong with you? Why do you look so angry?,"Anee Korowii bɔɔro ŋɔ, “Ɛrɛɛ he baah di he ŋweh ɡɛ nɔɔ?"
7,"If you had done the right thing, you would be smiling. But you did the wrong thing, and now sin is waiting to attack you like a lion. Sin wants to destroy you, but don't let it!","Wedɛɛɡaa he ɛa, he sie ɛɛ lɛo. Kɛ haa ɛ anɔ la aa wola were la nomanta, wechɔɡa dɛ yoi. Kɛ a chɛ kɛŋɔ hé won le a ta.”"
8,"Cain said to his brother Abel, “Let's go for a walk.” And when they were out in a field, Cain attacked and killed him.","Belaa Keen ŋɔ o nime Ebel be ŋɔ bá la koo. Baa lɔ bela la, Ebel ne ŋɔ o jemɛ dɛ Keen lawɔ asɛ dɛ kpoo."
9,"Afterwards the Lord asked Cain, “Where is Abel?” “How should I know?” he answered. “Am I supposed to look after my brother?”","Belaa Korowii bɔɔ Keen ŋɔ, “Leperaa Ebel dɔɔ?” Anee Keen ŋɔ, “N nɔn ta laa n nime do mɛɛ nyiŋi o nɛ. Maa jemɛ bela waa lole.”"
10,"Then the Lord said: Why have you done this terrible thing? You killed your own brother, and his blood flowed onto the ground. Now his blood is calling out for me to punish you.","Asɛ Korowii berɛ ŋɔ, “Ɛrɛɛ he ɛ waa aa do ken nɔɔ? He nime chal aa le harɛ la ta la dɛ baɡle kɛŋɔ he ɛ wechɔɡa a chɛ kɛŋɔ ń bɔe a kem."
11,"And so, I'll put you under a curse. Because you killed Abel and made his blood run out on the ground, you will never be able to farm it again.","N taahne, dɛ doŋi le harɛ nɔ ta, haa won parɛ o ta kpa, he nime haa kpoo la nomanta."
12,"When you try to farm the land, it won't produce anything for you. From now on, you'll be without a home, and you'll spend the rest of your life wandering from place to place.","He paraa, he kondikwa aa ɛɛ ba. Haa soŋnibɔr ɡee dɔ. Gaaɡa ɡboo hɛɛ ba dɛɛ ɡaaɡa.”"
14,"“You're making me leave my home and live far from you. I will have to wander about without a home, and just anyone could kill me.”","Na, he doŋ mɛ le he sie ne para ta. Taraken nɔ, maa soŋnibɔree dɔ harɛ nɔ ta bobɛlbwa kpa. Gaaɡa ɡboo mɛɛ ba mɛɛ ɡaaɡe, ásɛ nomɛlbwa waa na mɛ la, ó kpo mɛ.”"
15,“No!” the Lord answered. “Anyone who kills you will be punished seven times worse than I am punishing you.” So the Lord put a mark on Cain to warn everyone not to kill him.,"Anee Korowii ŋɔ, “Gɛ laa, nomɛlbwa waa kpoe la, wɛɛ dɔ he wechɔɡa nɔ kembɔr nɔ bele anuanɛɛ.” Asɛ Korowii do Keen dema, ásɛ a baɡle kɛŋɔ Korowii bɛ on kpo."
16,"But Cain had to go far from the Lord and live in the Land of Wandering, which is east of Eden. More and More People","Belaa Keen le Korowii sie, dɛ ka so harɛ bɛl waa lɔ Eden wee leebɔr bobɛl baa dɛ yerɔ Nɔd. Keen naanar wa"
17,"Later, Cain and his wife had a son named Enoch. At the time Cain was building a town, and so he named it Enoch after his son.","A habɔɔ, Keen ne o haah kpoŋe tea dɛ lolɛ bibaa dɛ pa o sɔn Enɔk, asɛ dɛ vɔrɔwe bwɛjen dɛ kpɔ bie la sɔn pao."
18,"Then Enoch had a son named Irad, who had a son named Mehujael, who had a son named Methushael, who had a son named Lamech.","Enɔk ɡe aa kpeɡa la, o lolɛ bie dɛ pa o sɔn Irad. Irad aa baa kpeɡ la, o lolɛ Mahujael. Asɛ Mahujael ɡe aa ira la, o lolɛ Metusael. Asɛ Metusael ɡe aa baa kpeɡ la, o lolɛ Lamɛk."
21,"Lamech and Adah had two sons, Jabal and Jubal. Their son Jabal was the first to live in tents and raise sheep and goats. Jubal was the first to play harps and flutes.","A habɔɔ la, Ada berɔ lolɛ bibaa, o sɔne Jubal. Onee nɛra baa tɔ sie kwaa bɛle ne janjelare la bwa naa."
22,"Lamech and Zillah had a son named Tubal Cain who made tools out of bronze and iron. They also had a daughter, whose name was Naamah.","Siila ɡe lolɛ bibaa, dɛ pa o sɔn Tubal Keen. Onee ira dɛ pa mun loɡɛ. Siila berɔ lolɛ bihaah, dɛ pa o sɔn Naama."
23,"One day, Lamech said to his two wives, “A young man wounded me, and I killed him.","Awola bɛl, Lamɛk ŋɔ o haahna la be ŋɔ, “Ada ne Siila, hé cheɡ deŋne no n waa nɔ. N haahna, hé no n be! Bonɔɔ bɛl do mɛ bol, asɛ n kpoo."
24,Anyone who tries to get even with me will be punished ten times more than anyone who tries to get even with Cain.”,"Dɛ nɛn kpo Keen, wɛɛ dɔ o wechɔɡa kembɔr bele anuanɛɛ yaa, nomɛlbwa waa kpo mɛ la, wɛɛ dɔ n wechɔɡa kembɔr dɔŋa bele fifraanuanɛ dɛ anuanɛɛ.” Sɛt ne Enɔs wa"
25,"Adam and his wife had another son. They named him Seth, because they said, “God has given us a son to take the place of Abel, who was killed by his brother Cain.”","Adam ne o haah berɔ lolɛ bibaa. Anee o haah ŋɔ, “Korowii tɛ mɛ bie o ba chiɡ Ebel, Keen aa kpoo la naa ta.” Anomanta, o pa o sɔn Sɛt."
26,"Later, Seth had a son and named him Enosh. About this time people started worshiping the Lord.","Sɛt ɡe aa baa ir la, o lolɛ bibaa dɛ pa o sɔn Enɔs. Le a ɡɛ saŋee nɛwɛnyina pa mun dɛɛ yerɛ Korowii sɔn dɛɛ tomɔ."
5,and died at the age of,Bene lafraanuanaarɛ fifraatoroo Adam di dɛ sewɛ.
8,and died at the age of,Waa sewa dɛ o di bene lafraanuanaarɛ dɛ fi dɛ anɛ.
11,and died at the age of,Waa baa sewɛ dɛ o di bene lafraanuanaarɛ dɛ anue.
14,and died at the age of,O ɡe aa baa sewɛ dɛ o di bene lafraanuanaarɛ dɛ fi.
17,and died at the age of,"Waa baa sewɛ la, dɛ o di bene lafraanuatoro fifraanuanaarɛ dɛ anue."
20,and died at the age of,"Waa baa sewɛ la, dɛ o di bene lafraanuanaarɛ fifraanumɛl dɛ anɛ."
27,and died at the age of,"Waa baa sewɛ la, dɛ o di bene lafraanuanaarɛ fifraanumɛl dɛ anuanaarɛ."
29,"Lamech said, “I'll name him Noah because he will give us comfort, as we struggle hard to make a living on this land that the Lord has put under a curse.”","dɛ pa o sɔn Nowa dɛ ŋɔ, “Bie nɔɔ dɛ́ ba tɛ yaa bosɔɔhna, dɛ́ lɛ yaa le Korowii taahna waa taah harɛ nɔ dɛ ɡel yaa koh ya tomare ta la ta.”"
31,and died at the age of,"Waa baa sewɛ la, dɛ o di bene lafraanuanɛ fifraanuanɛ dɛ anuanɛ."
2,"More and more people were born, until finally they spread all over the earth. Some of their daughters were so beautiful that supernatural beings came down and married the ones they wanted.","belaa nyundua nɛra la aa naa kɛŋɔ harɛ nɛra la bihaahna la wer la, ba kpɔ ba bini bane mo, asɛ ba ne ba so."
3,"Then the Lord said, “I won't let my life-giving breath remain in anyone forever. No one will live for more than","Anee Korowii ŋɔ, “Maa ɡel n Doma waa dɛ tɛ mkpa la do nɛwɛnyini bini saŋ bɛlbwa dɛɛ la. Baa wonoo sewɛ. Taraken, nɛn aa biɡra kwaraa la, anee bene lafa fifraanɛ ɡbo, dɛ o sewɔ.”"
4,The children of the supernatural beings who had married these women became famous heroes and warriors. They were called Nephilim and lived on the earth at that time and even later.,"A ɡɛ saŋ ne a habɔɔ bwa la, dɛ nɛra bane lole baa yer ba Nefilim dɛ do harɛ nɔ ta, ba kpeɡo kohona dɛ do kpeɡri. A ɡɛ nɛra nɔ ɛ harɛ nɛra la bihaahna baa lol ba ne nyundua nɛra la naanar. A ɡɛ nɛra nɔɔ kpeɡa kohona a ɡɛ saŋ tena la bini dɛ dɔ sɔna la."
